	age	workclass	fnlwgt	education	education_num	marital_status	occupation	relationship	race	sex	capital_gain	capital_loss	hours_per_week	native_country	class
1768	71	Private	105200	HS-grad	9	Married-civ-spouse	Protective-serv	Husband	White	Male	6767	0	20	United-States	<=50K
32135	48	Private	175070	HS-grad	9	Divorced	Exec-managerial	Not-in-family	White	Female	0	2258	40	United-States	>50K
11005	28	State-gov	38309	Bachelors	13	Never-married	Prof-specialty	Own-child	White	Male	6849	0	40	United-States	<=50K
7456	39	Private	272950	Bachelors	13	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	45	United-States	>50K
29291	60	Private	202226	Some-college	10	Divorced	Craft-repair	Own-child	White	Male	0	0	44	United-States	>50K
21401	38	Self-emp-inc	308686	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	70	United-States	>50K
18837	19	Private	323810	10th	6	Never-married	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
21067	35	Private	272476	Assoc-acdm	12	Married-civ-spouse	Other-service	Wife	White	Female	0	0	35	United-States	>50K
19708	70	?	346053	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	0	40	United-States	<=50K
5928	21	?	134746	Some-college	10	Never-married	?	Own-child	White	Female	0	0	35	United-States	<=50K
19014	25	Private	122175	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	45	United-States	>50K
23017	53	Private	98791	Some-college	10	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	40	United-States	<=50K
990	46	Private	187370	Bachelors	13	Never-married	Sales	Not-in-family	White	Male	0	1504	40	United-States	<=50K
16663	35	Private	140564	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K
24247	65	?	191380	10th	6	Married-civ-spouse	?	Husband	White	Male	9386	0	50	United-States	>50K
9342	69	?	28197	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	0	60	United-States	>50K
7528	56	Private	85018	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
10290	54	Private	421561	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	45	United-States	>50K
28570	48	Private	145636	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	60	United-States	>50K
3176	49	Private	160647	Bachelors	13	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	United-States	>50K
30185	43	Private	193459	11th	7	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	40	United-States	<=50K
1435	58	Self-emp-inc	183870	10th	6	Married-civ-spouse	Transport-moving	Wife	White	Female	0	0	40	United-States	<=50K
26813	26	Private	189219	Assoc-acdm	12	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	8	United-States	<=50K
9927	18	?	271935	11th	7	Never-married	?	Other-relative	White	Female	0	0	20	United-States	<=50K
18001	36	Private	178815	Bachelors	13	Never-married	Exec-managerial	Not-in-family	White	Male	8614	0	40	United-States	>50K
17318	50	Local-gov	172175	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
7739	51	Private	193374	1st-4th	2	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	Mexico	<=50K
19063	41	Self-emp-not-inc	203451	Some-college	10	Divorced	Prof-specialty	Not-in-family	White	Female	0	0	15	United-States	<=50K
30599	21	Private	157893	HS-grad	9	Never-married	Transport-moving	Own-child	White	Female	0	0	40	United-States	<=50K
2481	44	Self-emp-inc	153132	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	7688	0	52	United-States	>50K
22907	57	Private	122497	9th	5	Widowed	Other-service	Unmarried	Black	Male	0	0	52	?	<=50K
14966	20	Private	223811	HS-grad	9	Never-married	Handlers-cleaners	Not-in-family	White	Male	0	0	40	United-States	<=50K
2581	40	Private	153799	1st-4th	2	Married-spouse-absent	Machine-op-inspct	Unmarried	White	Female	0	0	40	Dominican-Republic	<=50K
31140	25	Private	222539	10th	6	Never-married	Transport-moving	Not-in-family	White	Male	2597	0	50	United-States	<=50K
2761	34	?	346762	11th	7	Divorced	?	Own-child	White	Male	0	0	84	United-States	<=50K
31857	40	Local-gov	138634	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	<=50K
29438	30	Private	89735	HS-grad	9	Never-married	Craft-repair	Own-child	White	Male	0	1504	40	United-States	<=50K
15284	59	Local-gov	212600	Some-college	10	Separated	Protective-serv	Not-in-family	White	Male	0	0	40	United-States	>50K
6004	52	Private	99307	Assoc-acdm	12	Married-civ-spouse	Sales	Husband	White	Male	3103	0	48	United-States	>50K
25234	25	Private	385646	HS-grad	9	Never-married	Farming-fishing	Own-child	White	Male	0	0	40	United-States	<=50K
16650	23	Private	190290	Bachelors	13	Never-married	Prof-specialty	Own-child	White	Male	0	0	40	United-States	<=50K
5917	39	Private	186183	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
8338	33	Private	209101	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Male	0	0	40	United-States	<=50K
24605	49	Private	126754	Bachelors	13	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	45	United-States	>50K
26074	47	Self-emp-inc	120131	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	Cuba	>50K
6161	39	Self-emp-inc	186934	Bachelors	13	Married-spouse-absent	Sales	Not-in-family	White	Male	0	0	40	United-States	<=50K
7715	24	Private	249351	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Wife	White	Female	0	0	40	United-States	<=50K
16682	78	Self-emp-inc	385242	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	9386	0	45	United-States	>50K
26033	67	Self-emp-not-inc	217892	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	10605	0	35	United-States	>50K
21001	19	Private	38619	11th	7	Never-married	Machine-op-inspct	Not-in-family	White	Male	0	0	10	United-States	<=50K
32249	35	Private	91839	Bachelors	13	Married-civ-spouse	Other-service	Husband	Amer-Indian-Eskimo	Male	7688	0	20	United-States	>50K
21785	43	Private	60001	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K
1631	67	Local-gov	258973	HS-grad	9	Divorced	Other-service	Not-in-family	White	Female	0	0	24	United-States	<=50K
2823	18	Local-gov	36411	12th	8	Never-married	Prof-specialty	Own-child	White	Male	0	0	30	United-States	<=50K
9663	35	Private	186845	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	45	United-States	>50K
16797	37	Self-emp-inc	30529	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	2415	50	United-States	>50K
12719	67	Self-emp-inc	168370	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	<=50K
22357	51	Private	219599	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Wife	White	Female	0	0	40	United-States	<=50K
25303	90	?	175444	7th-8th	4	Separated	?	Not-in-family	White	Female	0	0	15	United-States	<=50K
2763	24	Federal-gov	306515	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
24454	38	Private	207568	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	5178	0	40	United-States	>50K
15204	28	Private	606111	Doctorate	16	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	60	Germany	>50K
1641	42	Private	285066	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	45	United-States	>50K
18513	33	Private	280111	11th	7	Never-married	Adm-clerical	Unmarried	Black	Female	0	0	38	United-States	<=50K
9537	26	Private	149943	HS-grad	9	Never-married	Other-service	Other-relative	Asian-Pac-Islander	Male	0	0	60	?	<=50K
5796	47	Federal-gov	34845	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	45	Germany	>50K
16101	58	Private	212864	HS-grad	9	Divorced	Handlers-cleaners	Not-in-family	White	Male	0	0	40	United-States	<=50K
26647	40	Local-gov	99679	Prof-school	15	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	60	United-States	>50K
25113	23	Private	69911	Preschool	1	Never-married	Other-service	Own-child	White	Female	0	0	15	United-States	<=50K
25186	63	?	424591	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	0	40	United-States	<=50K
27384	32	Private	204792	11th	7	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	40	United-States	<=50K
10121	28	Private	421967	Bachelors	13	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	0	60	United-States	>50K
21134	42	Local-gov	177937	Bachelors	13	Divorced	Prof-specialty	Not-in-family	White	Male	0	0	50	?	<=50K
20087	27	Private	191177	Some-college	10	Never-married	Adm-clerical	Own-child	White	Female	0	0	40	United-States	<=50K
17425	20	Local-gov	526734	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	30	United-States	<=50K
14170	49	Private	28791	Some-college	10	Divorced	Other-service	Not-in-family	White	Female	0	0	40	United-States	<=50K
17272	33	Private	181091	Some-college	10	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	<=50K
11238	84	Self-emp-inc	172907	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	35	United-States	>50K
19184	19	Private	247679	HS-grad	9	Never-married	Craft-repair	Not-in-family	White	Male	0	0	45	United-States	<=50K
22441	39	Self-emp-inc	143123	Assoc-voc	11	Married-civ-spouse	Craft-repair	Husband	White	Male	0	2415	40	United-States	>50K
4179	36	Local-gov	348728	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	35	United-States	<=50K
30006	43	State-gov	24763	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1887	45	United-States	>50K
3633	76	Private	316185	7th-8th	4	Widowed	Protective-serv	Not-in-family	White	Female	0	0	12	United-States	<=50K
13101	77	Private	142646	7th-8th	4	Widowed	Priv-house-serv	Unmarried	White	Female	0	0	23	United-States	<=50K
13460	41	Private	177905	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	45	United-States	>50K
11475	28	Local-gov	283227	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	65	United-States	<=50K
9801	36	Private	188069	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
13787	43	State-gov	270721	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	55	United-States	>50K
1973	30	Private	111415	HS-grad	9	Married-civ-spouse	Other-service	Husband	White	Male	0	0	55	Germany	<=50K
31960	36	Self-emp-inc	102729	Assoc-acdm	12	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	70	United-States	<=50K
25293	40	Private	388725	Some-college	10	Divorced	Exec-managerial	Not-in-family	White	Male	0	0	40	United-States	<=50K
12499	29	Private	340534	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	44	United-States	<=50K
1669	46	Private	99835	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	60	United-States	>50K
14768	32	Local-gov	198211	Assoc-voc	11	Married-spouse-absent	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
31096	59	Local-gov	140478	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
17171	18	Private	99219	11th	7	Never-married	Sales	Own-child	White	Female	0	0	15	United-States	<=50K
31536	29	?	207032	HS-grad	9	Married-spouse-absent	?	Unmarried	Black	Female	0	0	42	Haiti	<=50K
17974	46	Private	102569	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	15024	0	65	United-States	>50K
4599	46	Self-emp-inc	219962	Bachelors	13	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	7298	0	40	?	>50K
21037	54	Private	185407	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	60	United-States	>50K
28969	60	Private	252413	Some-college	10	Married-civ-spouse	Craft-repair	Husband	Other	Male	0	0	32	United-States	>50K
12792	57	Private	231232	7th-8th	4	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
15923	42	Private	228320	Some-college	10	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	50	United-States	>50K
23461	37	Private	260093	HS-grad	9	Never-married	Adm-clerical	Unmarried	Black	Female	0	0	40	United-States	<=50K
12343	42	Private	155469	Assoc-acdm	12	Widowed	Tech-support	Unmarried	White	Female	0	0	24	United-States	<=50K
16420	32	Private	430175	HS-grad	9	Divorced	Craft-repair	Other-relative	Black	Female	0	0	50	United-States	<=50K
10116	51	Private	161691	HS-grad	9	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	United-States	<=50K
11551	28	Private	197484	HS-grad	9	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	40	United-States	<=50K
25595	50	Self-emp-inc	304955	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	60	United-States	>50K
11155	26	Private	248990	11th	7	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	>50K
16998	39	Self-emp-not-inc	164593	Doctorate	16	Never-married	Prof-specialty	Not-in-family	White	Male	4787	0	40	United-States	>50K
28483	32	Private	226267	5th-6th	3	Married-spouse-absent	Craft-repair	Other-relative	White	Male	0	0	40	El-Salvador	<=50K
30791	20	Private	130840	10th	6	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	40	United-States	<=50K
17744	41	Private	150755	Doctorate	16	Married-civ-spouse	Exec-managerial	Husband	White	Male	15024	0	50	Canada	>50K
1216	48	Self-emp-not-inc	243631	Some-college	10	Married-civ-spouse	Craft-repair	Husband	Amer-Indian-Eskimo	Male	7688	0	40	United-States	>50K
1413	53	Private	34368	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	45	United-States	>50K
2495	50	Private	88842	Bachelors	13	Married-civ-spouse	Transport-moving	Husband	White	Male	7298	0	40	United-States	>50K
5649	32	Self-emp-not-inc	174789	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K
32278	55	Private	89182	12th	8	Divorced	Machine-op-inspct	Not-in-family	White	Female	0	0	40	Italy	<=50K
10080	31	Private	145377	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	60	United-States	<=50K
14856	38	Private	140854	Bachelors	13	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	40	United-States	>50K
4734	22	Private	239806	Assoc-voc	11	Never-married	Other-service	Other-relative	White	Female	0	0	40	Mexico	<=50K
8647	25	Private	282612	Assoc-voc	11	Never-married	Tech-support	Unmarried	Black	Female	0	0	40	United-States	<=50K
12450	41	Self-emp-not-inc	57924	Some-college	10	Married-civ-spouse	Farming-fishing	Husband	White	Male	7688	0	50	United-States	>50K
908	37	Self-emp-not-inc	168496	HS-grad	9	Divorced	Handlers-cleaners	Own-child	White	Male	0	0	10	United-States	<=50K
16971	66	Self-emp-not-inc	104576	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	8	United-States	>50K
678	31	Private	125457	HS-grad	9	Never-married	Craft-repair	Not-in-family	White	Male	0	0	45	United-States	<=50K
6502	33	Private	213226	HS-grad	9	Divorced	Sales	Not-in-family	White	Male	0	0	50	United-States	<=50K
11752	54	Private	326156	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
28470	43	Private	169383	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	45	United-States	>50K
1246	54	Self-emp-inc	166459	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	99999	0	60	United-States	>50K
11233	50	Private	165001	Bachelors	13	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	<=50K
16768	27	Private	420351	HS-grad	9	Never-married	Transport-moving	Own-child	White	Male	0	0	40	United-States	<=50K
842	51	Private	146813	Some-college	10	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
20649	29	Private	53434	Assoc-voc	11	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	60	United-States	>50K
28638	39	Private	98077	HS-grad	9	Married-civ-spouse	Other-service	Husband	White	Male	0	0	42	United-States	<=50K
29740	50	Self-emp-not-inc	124793	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	55	United-States	<=50K
12819	46	Private	154430	Masters	14	Divorced	Exec-managerial	Not-in-family	White	Female	0	0	50	United-States	>50K
12980	43	Private	269015	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	Black	Male	0	0	40	Germany	>50K
20132	48	Federal-gov	215389	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	Black	Male	0	0	40	United-States	>50K
4881	25	Private	308144	Bachelors	13	Never-married	Craft-repair	Not-in-family	White	Male	0	0	40	Mexico	<=50K
23604	52	Private	169549	Some-college	10	Divorced	Exec-managerial	Unmarried	White	Female	0	0	40	United-States	<=50K
3698	44	Self-emp-not-inc	158555	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
20541	52	Private	195635	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	2051	38	United-States	<=50K
10001	23	Private	268145	Bachelors	13	Never-married	Exec-managerial	Not-in-family	White	Female	0	0	45	United-States	<=50K
610	52	Private	200853	Masters	14	Divorced	Prof-specialty	Not-in-family	White	Female	6849	0	60	United-States	<=50K
3060	21	Private	98678	Some-college	10	Never-married	Other-service	Own-child	White	Male	0	0	15	United-States	<=50K
1368	52	Private	152234	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	Asian-Pac-Islander	Male	99999	0	40	Japan	>50K
13584	25	State-gov	143062	HS-grad	9	Never-married	Adm-clerical	Own-child	White	Female	0	0	40	United-States	<=50K
28805	63	Self-emp-inc	38472	Some-college	10	Widowed	Sales	Not-in-family	White	Female	14084	0	60	United-States	>50K
19264	60	Local-gov	227332	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
6961	51	Private	427781	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	Black	Male	0	0	40	United-States	<=50K
20552	33	Local-gov	220430	Bachelors	13	Married-civ-spouse	Protective-serv	Husband	Black	Male	0	0	70	United-States	>50K
5107	25	Private	200408	Assoc-acdm	12	Never-married	Craft-repair	Own-child	White	Male	0	0	40	United-States	<=50K
6834	60	?	112821	Some-college	10	Married-civ-spouse	?	Husband	White	Male	0	0	35	United-States	>50K
31903	35	Local-gov	116960	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1887	40	United-States	>50K
5965	42	Self-emp-not-inc	323790	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	1977	70	United-States	>50K
10621	38	Private	132879	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	7298	0	50	United-States	>50K
23600	41	Private	599629	Some-college	10	Married-civ-spouse	Adm-clerical	Wife	Black	Female	0	0	40	United-States	>50K
2345	29	Private	214858	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K
32399	42	Private	161510	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	7298	0	40	United-States	>50K
10003	49	Self-emp-inc	213354	Masters	14	Separated	Exec-managerial	Not-in-family	White	Male	0	0	70	United-States	>50K
17156	49	Private	179869	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
18016	37	Private	280966	Some-college	10	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	50	United-States	>50K
25622	45	Private	102771	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	1887	40	United-States	>50K
25623	58	Self-emp-not-inc	248841	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	15024	0	40	United-States	>50K
756	54	Private	285854	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	>50K
5647	30	Private	164190	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Male	0	0	38	?	<=50K
520	38	Self-emp-inc	99146	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	15024	0	80	United-States	>50K
31497	24	Private	155150	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K
26753	44	Private	115411	Some-college	10	Divorced	Machine-op-inspct	Not-in-family	White	Male	0	0	40	United-States	<=50K
25057	29	Local-gov	302422	Assoc-voc	11	Never-married	Protective-serv	Not-in-family	White	Male	0	1564	56	United-States	>50K
14900	56	Private	73684	7th-8th	4	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	Portugal	<=50K
8827	35	Self-emp-inc	338320	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
13516	45	Local-gov	364563	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	>50K
2664	40	Private	163215	Bachelors	13	Divorced	Exec-managerial	Not-in-family	White	Female	10520	0	40	United-States	>50K
2454	48	Private	207058	HS-grad	9	Divorced	Adm-clerical	Unmarried	White	Female	0	0	37	United-States	<=50K
26678	53	Local-gov	124094	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	5013	0	35	United-States	<=50K
23467	42	Self-emp-not-inc	269733	Masters	14	Married-civ-spouse	Sales	Husband	White	Male	99999	0	80	United-States	>50K
4654	33	Private	401104	HS-grad	9	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	50	United-States	>50K
31830	33	Private	72338	Prof-school	15	Married-civ-spouse	Exec-managerial	Husband	Asian-Pac-Islander	Male	0	0	65	Japan	>50K
12449	35	Private	205338	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
22582	17	Private	198146	11th	7	Never-married	Sales	Own-child	White	Female	0	0	16	United-States	<=50K
5795	35	Private	348690	Bachelors	13	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	<=50K
9799	52	Private	84278	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	7688	0	55	?	>50K
29401	60	Private	188650	5th-6th	3	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	?	>50K
9827	51	Local-gov	117496	Masters	14	Married-civ-spouse	Prof-specialty	Wife	White	Female	0	0	40	United-States	>50K
6619	33	State-gov	295589	Some-college	10	Separated	Adm-clerical	Own-child	Black	Male	0	0	35	United-States	<=50K
31724	45	Local-gov	234195	HS-grad	9	Divorced	Adm-clerical	Unmarried	White	Female	0	0	35	United-States	<=50K
1005	58	Private	356067	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	<=50K
23058	43	Private	320277	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	<=50K
29230	60	Private	178312	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	7298	0	65	United-States	>50K
21769	31	Private	36069	HS-grad	9	Never-married	Craft-repair	Not-in-family	White	Male	0	0	35	United-States	<=50K
8495	47	Self-emp-not-inc	159869	Doctorate	16	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	<=50K
13219	62	Self-emp-not-inc	136684	HS-grad	9	Widowed	Adm-clerical	Other-relative	White	Female	0	0	30	United-States	<=50K
30019	19	Private	166153	HS-grad	9	Never-married	Sales	Own-child	White	Female	0	0	30	United-States	<=50K
12894	26	Private	136951	HS-grad	9	Separated	Machine-op-inspct	Unmarried	Black	Female	0	0	40	United-States	<=50K
7562	61	Private	202202	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
18955	37	Self-emp-not-inc	36214	Bachelors	13	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	65	United-States	>50K
15998	41	Federal-gov	371382	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	Black	Male	0	0	40	United-States	>50K
19451	44	Private	176063	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	50	United-States	>50K
573	37	Private	22463	Assoc-voc	11	Married-civ-spouse	Craft-repair	Husband	White	Male	0	1977	40	United-States	>50K
3268	30	Private	403433	Bachelors	13	Never-married	Prof-specialty	Not-in-family	Black	Male	0	0	50	United-States	>50K
13905	47	Local-gov	162187	Some-college	10	Married-civ-spouse	Transport-moving	Husband	White	Male	0	1887	40	United-States	>50K
27434	52	Private	155983	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
27545	36	Private	227615	5th-6th	3	Married-spouse-absent	Craft-repair	Other-relative	White	Male	0	0	32	Mexico	<=50K
17240	52	Private	180142	Masters	14	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	45	United-States	<=50K
6736	22	Private	199555	Some-college	10	Never-married	Farming-fishing	Own-child	White	Male	0	0	25	United-States	<=50K
14658	42	Self-emp-not-inc	101593	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	60	United-States	>50K
6535	25	Private	169905	Assoc-voc	11	Never-married	Sales	Not-in-family	White	Male	27828	0	40	United-States	>50K
28372	57	Private	319122	Bachelors	13	Never-married	Sales	Not-in-family	White	Male	0	0	40	United-States	<=50K
17880	18	State-gov	76142	11th	7	Never-married	Other-service	Own-child	White	Male	0	0	8	United-States	<=50K
8450	52	Private	122109	HS-grad	9	Never-married	Prof-specialty	Unmarried	White	Female	0	323	40	United-States	<=50K
15621	41	Private	208470	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
