	age	workclass	fnlwgt	education	education_num	marital_status	occupation	relationship	race	sex	capital_gain	capital_loss	hours_per_week	native_country	class
30698	22	?	334593	Some-college	10	Never-married	?	Not-in-family	White	Male	0	0	40	United-States	<=50K
11708	20	Private	146879	HS-grad	9	Never-married	Other-service	Not-in-family	White	Male	0	2001	40	United-States	<=50K
18997	56	Private	235205	HS-grad	9	Widowed	Other-service	Unmarried	White	Female	0	0	40	United-States	<=50K
22137	28	Private	176683	Assoc-voc	11	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	70	United-States	>50K
7464	27	Local-gov	230885	Bachelors	13	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	45	United-States	>50K
30135	22	Private	117747	Some-college	10	Never-married	Craft-repair	Other-relative	Asian-Pac-Islander	Female	0	0	40	Vietnam	<=50K
5672	30	Private	213722	Some-college	10	Never-married	Sales	Not-in-family	White	Male	0	0	50	United-States	>50K
30805	40	Private	205047	HS-grad	9	Married-spouse-absent	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	>50K
31064	26	Private	212793	HS-grad	9	Never-married	Machine-op-inspct	Not-in-family	White	Male	0	0	40	United-States	<=50K
21520	29	Private	138537	Assoc-voc	11	Married-civ-spouse	Craft-repair	Husband	Asian-Pac-Islander	Male	0	0	40	Laos	<=50K
25892	26	Private	289700	Some-college	10	Married-civ-spouse	Other-service	Husband	White	Male	0	0	25	United-States	<=50K
7119	47	Private	26950	Masters	14	Divorced	Sales	Not-in-family	White	Female	0	0	6	United-States	<=50K
8274	56	Private	172071	HS-grad	9	Divorced	Other-service	Unmarried	Black	Female	0	0	40	Jamaica	<=50K
25243	33	Private	115496	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	60	United-States	>50K
11202	26	Private	187891	HS-grad	9	Never-married	Adm-clerical	Not-in-family	Black	Male	0	0	40	United-States	<=50K
28759	32	Self-emp-not-inc	134737	Bachelors	13	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	70	United-States	>50K
29538	22	Private	32616	Some-college	10	Never-married	Other-service	Not-in-family	White	Female	0	0	30	United-States	<=50K
30188	51	State-gov	172281	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	35	United-States	>50K
8299	23	Self-emp-not-inc	121313	HS-grad	9	Never-married	Craft-repair	Own-child	White	Male	0	0	40	United-States	<=50K
6261	41	Private	187336	HS-grad	9	Separated	Adm-clerical	Unmarried	White	Female	0	0	40	United-States	<=50K
9630	31	Local-gov	189269	HS-grad	9	Never-married	Protective-serv	Own-child	White	Male	0	0	40	United-States	<=50K
24687	36	Private	187098	HS-grad	9	Divorced	Adm-clerical	Unmarried	White	Female	0	0	40	United-States	<=50K
22559	63	Self-emp-not-inc	27653	HS-grad	9	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	35	United-States	<=50K
31180	75	Self-emp-inc	98116	Some-college	10	Widowed	Sales	Not-in-family	White	Male	0	0	40	United-States	>50K
24029	43	Self-emp-not-inc	96129	11th	7	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	60	United-States	<=50K
11256	20	Private	223515	Some-college	10	Never-married	Other-service	Own-child	White	Male	0	0	40	United-States	<=50K
29541	53	Private	285621	Masters	14	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	United-States	>50K
27540	34	Self-emp-inc	29254	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	70	United-States	<=50K
12820	32	Private	207685	HS-grad	9	Married-civ-spouse	Handlers-cleaners	Wife	Black	Female	3908	0	40	United-States	<=50K
30544	24	Private	118023	Some-college	10	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	30	United-States	<=50K
28193	21	Private	377931	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	2377	48	United-States	<=50K
27301	35	Private	257416	Assoc-voc	11	Never-married	Craft-repair	Own-child	Black	Male	0	0	40	United-States	<=50K
11979	34	Private	69251	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	Asian-Pac-Islander	Male	0	0	40	United-States	>50K
10268	47	Self-emp-inc	192894	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	1902	45	United-States	>50K
5583	27	Private	329005	HS-grad	9	Never-married	Craft-repair	Own-child	White	Male	0	0	40	United-States	<=50K
14212	18	Private	126142	10th	6	Never-married	Craft-repair	Own-child	White	Male	0	0	30	United-States	<=50K
22010	33	Private	168030	Some-college	10	Married-civ-spouse	Prof-specialty	Wife	White	Female	7298	0	21	United-States	>50K
13524	40	Private	169885	HS-grad	9	Separated	Other-service	Not-in-family	White	Female	0	0	40	United-States	<=50K
14837	21	Private	82847	Some-college	10	Never-married	Tech-support	Not-in-family	White	Female	0	0	50	United-States	<=50K
12084	40	State-gov	269733	Assoc-voc	11	Never-married	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
19988	38	Self-emp-inc	299036	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	55	United-States	>50K
24576	52	Self-emp-not-inc	129311	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	95	United-States	>50K
26638	55	Self-emp-not-inc	185195	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	99	United-States	<=50K
18433	39	Self-emp-not-inc	208109	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	60	United-States	>50K
6390	44	Self-emp-not-inc	315406	11th	7	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	88	United-States	<=50K
10598	30	Private	66278	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
19656	33	Private	171215	Masters	14	Never-married	Adm-clerical	Own-child	White	Male	0	0	40	United-States	<=50K
10587	33	Private	214129	Some-college	10	Divorced	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
762	34	Local-gov	119411	HS-grad	9	Divorced	Protective-serv	Unmarried	White	Male	0	0	40	Portugal	<=50K
10968	36	Private	75073	Some-college	10	Never-married	Craft-repair	Not-in-family	Black	Male	0	0	55	United-States	<=50K
4046	23	Private	291248	HS-grad	9	Never-married	Machine-op-inspct	Other-relative	Black	Male	0	0	40	United-States	<=50K
24015	58	?	353244	Bachelors	13	Widowed	?	Unmarried	White	Female	27828	0	50	United-States	>50K
7678	31	Local-gov	149184	Bachelors	13	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	97	United-States	>50K
25614	59	Private	365390	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
24153	35	Private	312232	HS-grad	9	Separated	Craft-repair	Not-in-family	White	Male	0	0	50	United-States	<=50K
9492	38	Private	115336	HS-grad	9	Divorced	Other-service	Unmarried	White	Female	0	0	70	United-States	<=50K
1883	27	Federal-gov	508336	Bachelors	13	Never-married	Exec-managerial	Not-in-family	Black	Male	0	0	48	United-States	<=50K
24926	62	State-gov	198686	HS-grad	9	Married-civ-spouse	Other-service	Husband	White	Male	0	0	40	United-States	<=50K
25214	28	Private	270973	Assoc-acdm	12	Never-married	Adm-clerical	Own-child	White	Female	0	0	40	United-States	<=50K
25443	44	Private	177083	HS-grad	9	Divorced	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
22389	51	Self-emp-not-inc	156802	HS-grad	9	Married-civ-spouse	Farming-fishing	Husband	White	Male	3103	0	60	United-States	>50K
10128	17	Private	186677	11th	7	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	12	United-States	<=50K
6935	60	?	191118	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	1848	40	United-States	>50K
30675	44	Private	155472	Assoc-acdm	12	Never-married	Prof-specialty	Unmarried	Black	Female	1151	0	50	United-States	<=50K
14911	67	?	188903	7th-8th	4	Married-civ-spouse	?	Husband	White	Male	2414	0	40	United-States	<=50K
21924	20	Private	116830	HS-grad	9	Never-married	Machine-op-inspct	Not-in-family	White	Male	0	0	40	United-States	<=50K
11313	19	Private	66838	Some-college	10	Never-married	Sales	Own-child	White	Female	0	0	9	United-States	<=50K
3141	27	Private	203776	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	<=50K
14868	19	Private	184737	HS-grad	9	Never-married	Other-service	Own-child	White	Female	0	1721	40	United-States	<=50K
14758	32	Private	239150	Some-college	10	Never-married	Craft-repair	Not-in-family	Black	Male	0	0	40	United-States	<=50K
10734	35	Private	112271	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	45	United-States	<=50K
12206	49	Self-emp-not-inc	199590	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	Mexico	<=50K
4892	23	Private	218215	Assoc-acdm	12	Never-married	Other-service	Own-child	White	Female	0	0	35	United-States	<=50K
7222	29	Private	126060	HS-grad	9	Married-civ-spouse	Sales	Wife	White	Female	0	0	40	United-States	>50K
9465	47	Private	303637	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	49	United-States	>50K
26018	23	Private	161478	Some-college	10	Never-married	Other-service	Own-child	Asian-Pac-Islander	Female	0	0	23	United-States	<=50K
19716	38	Self-emp-not-inc	280169	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	7298	0	50	United-States	>50K
26472	39	Private	234901	Assoc-acdm	12	Separated	Adm-clerical	Unmarried	White	Male	0	0	40	United-States	<=50K
32535	22	Private	325033	12th	8	Never-married	Protective-serv	Own-child	Black	Male	0	0	35	United-States	<=50K
22441	39	Self-emp-inc	143123	Assoc-voc	11	Married-civ-spouse	Craft-repair	Husband	White	Male	0	2415	40	United-States	>50K
7675	24	Private	403865	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	56	United-States	<=50K
24943	41	Private	149909	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	7688	0	50	United-States	>50K
26862	48	Self-emp-not-inc	160724	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	Asian-Pac-Islander	Male	0	0	40	Japan	<=50K
17667	18	Private	205004	Some-college	10	Never-married	Other-service	Own-child	White	Male	0	0	26	United-States	<=50K
26068	55	Federal-gov	186791	HS-grad	9	Divorced	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
30185	43	Private	193459	11th	7	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	40	United-States	<=50K
14604	80	Private	173488	Some-college	10	Widowed	Adm-clerical	Not-in-family	White	Female	0	0	20	United-States	<=50K
21741	25	Private	262778	Masters	14	Never-married	Other-service	Not-in-family	White	Female	0	0	37	United-States	<=50K
7508	42	Private	211860	HS-grad	9	Separated	Adm-clerical	Not-in-family	White	Male	0	0	40	United-States	<=50K
14959	19	Private	82210	HS-grad	9	Never-married	Sales	Not-in-family	White	Male	0	0	50	United-States	<=50K
19388	62	Private	147627	9th	5	Never-married	Priv-house-serv	Not-in-family	Black	Female	1055	0	22	United-States	<=50K
12683	42	State-gov	202011	Some-college	10	Never-married	Exec-managerial	Not-in-family	White	Female	0	0	40	United-States	<=50K
30836	30	Private	340899	Prof-school	15	Never-married	Prof-specialty	Not-in-family	White	Male	0	1590	80	United-States	<=50K
29241	33	Private	149184	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1977	50	United-States	>50K
23372	22	Private	85389	HS-grad	9	Never-married	Tech-support	Own-child	White	Male	0	0	40	United-States	<=50K
14859	45	?	27184	HS-grad	9	Widowed	?	Unmarried	White	Female	0	0	38	United-States	<=50K
28432	27	Private	165412	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
8410	45	Private	118291	Some-college	10	Never-married	Craft-repair	Not-in-family	White	Female	0	0	80	United-States	<=50K
18907	48	Private	64479	Bachelors	13	Divorced	Exec-managerial	Not-in-family	White	Male	0	0	47	United-States	<=50K
31659	24	State-gov	324637	Some-college	10	Never-married	Other-service	Not-in-family	White	Male	0	0	40	United-States	<=50K
16303	34	Private	55176	Some-college	10	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	40	United-States	>50K
15499	23	?	169104	Assoc-acdm	12	Never-married	?	Own-child	Asian-Pac-Islander	Male	0	0	16	Philippines	<=50K
31155	31	Self-emp-not-inc	44503	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
14715	33	Private	205152	Assoc-voc	11	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	55	United-States	>50K
10994	27	Private	234664	Some-college	10	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
27180	26	Self-emp-inc	66872	12th	8	Married-civ-spouse	Sales	Husband	Other	Male	0	0	98	Dominican-Republic	<=50K
8233	37	State-gov	103474	HS-grad	9	Never-married	Other-service	Own-child	White	Female	0	0	40	United-States	<=50K
9979	47	Local-gov	287320	Masters	14	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	40	United-States	<=50K
30306	37	Private	185567	HS-grad	9	Divorced	Machine-op-inspct	Unmarried	White	Male	0	0	40	United-States	>50K
23435	29	Federal-gov	119848	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	40	United-States	<=50K
14042	40	Private	173590	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
19986	19	?	385901	Some-college	10	Never-married	?	Own-child	White	Male	0	0	22	United-States	<=50K
26945	22	Private	123727	Some-college	10	Never-married	Handlers-cleaners	Not-in-family	White	Female	0	0	30	United-States	<=50K
6520	34	Private	325658	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	<=50K
12195	27	Private	110648	Bachelors	13	Never-married	Tech-support	Own-child	White	Male	0	0	40	United-States	<=50K
28318	38	Self-emp-not-inc	194534	Masters	14	Married-civ-spouse	Prof-specialty	Husband	Black	Male	99999	0	60	United-States	>50K
7442	24	Private	180060	Assoc-acdm	12	Never-married	Craft-repair	Not-in-family	White	Male	2354	0	40	United-States	<=50K
721	41	Private	125831	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	2051	60	United-States	<=50K
18542	67	Self-emp-inc	171564	HS-grad	9	Married-civ-spouse	Prof-specialty	Wife	White	Female	20051	0	30	England	>50K
19653	68	Private	32779	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	419	12	United-States	<=50K
24915	46	Private	74895	Assoc-acdm	12	Married-civ-spouse	Craft-repair	Husband	White	Male	0	1485	55	United-States	<=50K
25169	19	Private	43003	Some-college	10	Never-married	Other-service	Own-child	White	Male	0	0	20	United-States	<=50K
31870	44	Private	182370	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
22339	32	Private	339482	5th-6th	3	Separated	Farming-fishing	Other-relative	White	Male	0	0	60	Mexico	<=50K
24822	34	Private	100950	Assoc-voc	11	Never-married	Prof-specialty	Unmarried	White	Female	0	0	40	Germany	<=50K
22016	47	Private	230136	HS-grad	9	Married-civ-spouse	Other-service	Husband	Black	Male	0	0	60	United-States	>50K
10520	26	Local-gov	386949	HS-grad	9	Divorced	Adm-clerical	Unmarried	White	Female	0	0	25	United-States	<=50K
13890	47	Private	135803	HS-grad	9	Married-civ-spouse	Other-service	Husband	Asian-Pac-Islander	Male	0	0	25	Philippines	<=50K
15340	23	Private	237720	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	38	United-States	<=50K
3557	41	Private	82393	Bachelors	13	Never-married	Adm-clerical	Not-in-family	Asian-Pac-Islander	Male	0	0	50	United-States	<=50K
30032	24	Private	214542	Some-college	10	Never-married	Craft-repair	Own-child	White	Male	0	0	60	Canada	<=50K
22059	29	Private	26451	HS-grad	9	Married-civ-spouse	Handlers-cleaners	Husband	Amer-Indian-Eskimo	Male	0	0	40	United-States	<=50K
16197	68	Private	121846	7th-8th	4	Widowed	Other-service	Unmarried	Amer-Indian-Eskimo	Female	0	0	20	United-States	<=50K
22907	57	Private	122497	9th	5	Widowed	Other-service	Unmarried	Black	Male	0	0	52	?	<=50K
2101	52	Private	150930	Assoc-voc	11	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
29214	59	Private	96459	11th	7	Never-married	Machine-op-inspct	Not-in-family	White	Male	0	0	40	United-States	<=50K
11113	55	Private	220262	HS-grad	9	Divorced	Sales	Not-in-family	White	Female	0	0	40	United-States	<=50K
11257	37	Private	372525	Masters	14	Divorced	Prof-specialty	Unmarried	White	Male	0	0	48	United-States	<=50K
10254	31	Private	204752	12th	8	Never-married	Sales	Own-child	White	Male	0	0	32	United-States	<=50K
21363	49	Self-emp-not-inc	377622	Assoc-acdm	12	Divorced	Sales	Not-in-family	White	Male	0	0	50	United-States	<=50K
18557	68	Self-emp-not-inc	89011	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	Canada	<=50K
7639	19	Private	91928	Some-college	10	Never-married	Other-service	Other-relative	White	Female	0	0	35	United-States	<=50K
5985	58	Private	119558	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
6284	41	?	149385	HS-grad	9	Never-married	?	Not-in-family	White	Female	0	0	30	United-States	<=50K
32172	36	Private	54229	Assoc-acdm	12	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	0	37	United-States	<=50K
2688	42	Private	154374	Bachelors	13	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	58	United-States	<=50K
25330	44	Private	185057	Masters	14	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	35	United-States	<=50K
9372	58	Private	281792	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
8763	26	Private	247025	Some-college	10	Never-married	Handlers-cleaners	Not-in-family	White	Male	0	0	40	United-States	<=50K
16808	29	Private	211482	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	50	United-States	>50K
13313	29	Private	253856	Bachelors	13	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	20	United-States	<=50K
7264	38	Private	204556	HS-grad	9	Divorced	Craft-repair	Not-in-family	Black	Male	0	0	40	United-States	<=50K
30035	27	Private	401508	HS-grad	9	Never-married	Other-service	Unmarried	Black	Female	0	0	40	United-States	<=50K
17487	28	Private	190911	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
25999	37	Private	205339	HS-grad	9	Divorced	Craft-repair	Not-in-family	White	Male	0	0	49	United-States	<=50K
16448	44	Self-emp-not-inc	109684	Masters	14	Divorced	Exec-managerial	Unmarried	White	Female	0	0	40	United-States	<=50K
31853	28	Private	210765	HS-grad	9	Never-married	Craft-repair	Own-child	White	Male	0	0	40	United-States	<=50K
16160	62	Federal-gov	177295	HS-grad	9	Widowed	Adm-clerical	Unmarried	White	Female	0	0	40	United-States	<=50K
16576	49	Self-emp-inc	86701	Some-college	10	Married-civ-spouse	Craft-repair	Husband	Asian-Pac-Islander	Male	0	0	56	United-States	>50K
7516	29	Federal-gov	229300	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	48	United-States	<=50K
11311	29	Private	261375	HS-grad	9	Never-married	Adm-clerical	Own-child	Black	Female	0	0	60	United-States	<=50K
29203	38	Private	150057	HS-grad	9	Never-married	Handlers-cleaners	Not-in-family	White	Male	0	0	40	United-States	<=50K
22884	31	Private	252210	5th-6th	3	Never-married	Other-service	Own-child	White	Male	0	0	40	Mexico	<=50K
7075	28	?	291374	HS-grad	9	Separated	?	Unmarried	Black	Female	0	0	30	United-States	<=50K
