	age	workclass	fnlwgt	education	education_num	marital_status	occupation	relationship	race	sex	capital_gain	capital_loss	hours_per_week	native_country	class
31051	41	Private	142717	Some-college	10	Divorced	Tech-support	Unmarried	Black	Female	0	0	36	United-States	<=50K
7465	54	Private	174102	Some-college	10	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	40	United-States	>50K
6584	39	Private	192702	Masters	14	Never-married	Craft-repair	Not-in-family	White	Female	0	0	50	United-States	<=50K
6429	41	Private	280167	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	15024	0	70	United-States	>50K
7215	42	Self-emp-not-inc	198692	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	45	United-States	>50K
12589	65	?	143118	HS-grad	9	Widowed	?	Unmarried	White	Female	0	2206	10	United-States	<=50K
27554	60	Private	26721	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
19661	18	Private	123714	11th	7	Never-married	Handlers-cleaners	Not-in-family	Black	Male	0	0	40	United-States	<=50K
12629	48	Federal-gov	96854	Some-college	10	Never-married	Adm-clerical	Not-in-family	White	Male	0	0	30	United-States	<=50K
22732	28	Private	192384	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K
16818	55	State-gov	153451	HS-grad	9	Married-civ-spouse	Tech-support	Wife	White	Female	0	1887	40	United-States	>50K
24639	18	Private	25837	HS-grad	9	Never-married	Other-service	Not-in-family	White	Male	0	0	25	United-States	<=50K
25327	52	Private	81859	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	48	United-States	>50K
16619	36	Private	175360	Masters	14	Never-married	Adm-clerical	Not-in-family	White	Male	13550	0	50	United-States	>50K
19623	43	Private	124436	Some-college	10	Married-civ-spouse	Prof-specialty	Wife	White	Female	0	0	40	United-States	>50K
22371	36	Private	163278	Masters	14	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	40	United-States	<=50K
27976	31	Private	319146	Assoc-voc	11	Married-civ-spouse	Craft-repair	Husband	White	Male	4386	0	40	Mexico	>50K
10716	57	Private	180920	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	>50K
8098	18	?	215463	12th	8	Never-married	?	Own-child	White	Female	0	0	25	United-States	<=50K
23427	30	Private	169152	HS-grad	9	Never-married	Tech-support	Unmarried	White	Female	0	0	40	United-States	<=50K
30473	46	Private	192894	7th-8th	4	Married-civ-spouse	Farming-fishing	Husband	Black	Male	0	0	30	United-States	<=50K
18352	47	Private	102569	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	>50K
20093	26	Private	164488	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1887	40	United-States	>50K
22209	26	Private	200681	HS-grad	9	Never-married	Machine-op-inspct	Own-child	White	Male	0	0	40	United-States	<=50K
5485	35	Private	133454	10th	6	Divorced	Machine-op-inspct	Not-in-family	White	Male	0	0	50	United-States	<=50K
309	41	Self-emp-inc	34987	Some-college	10	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	54	United-States	>50K
10002	54	Private	257337	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
11416	38	Federal-gov	205852	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Male	0	0	45	United-States	>50K
22910	19	?	200790	12th	8	Married-civ-spouse	?	Other-relative	White	Female	15024	0	40	United-States	>50K
29451	32	Self-emp-not-inc	62272	HS-grad	9	Divorced	Exec-managerial	Unmarried	White	Female	0	0	40	United-States	<=50K
3142	47	Local-gov	328610	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
15406	32	Private	230420	HS-grad	9	Never-married	Machine-op-inspct	Not-in-family	White	Male	0	0	45	United-States	<=50K
20890	35	Self-emp-not-inc	170174	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	7298	0	60	United-States	>50K
9328	20	Private	120572	Some-college	10	Never-married	Other-service	Not-in-family	White	Female	0	0	12	United-States	<=50K
23496	45	Private	165937	HS-grad	9	Divorced	Transport-moving	Own-child	White	Male	0	0	60	United-States	<=50K
28076	41	Private	211253	Masters	14	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	0	40	United-States	>50K
29401	60	Private	188650	5th-6th	3	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	?	>50K
14486	27	Private	247711	HS-grad	9	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	United-States	<=50K
12875	37	Private	241998	Bachelors	13	Married-civ-spouse	Tech-support	Husband	White	Male	0	1977	40	United-States	>50K
4340	28	Private	98010	Some-college	10	Married-spouse-absent	Adm-clerical	Own-child	White	Female	0	0	40	United-States	<=50K
31036	22	?	199426	Some-college	10	Never-married	?	Not-in-family	White	Female	0	0	40	United-States	<=50K
13507	34	Private	236543	HS-grad	9	Never-married	Craft-repair	Own-child	White	Male	0	0	40	United-States	<=50K
14276	31	Self-emp-not-inc	389765	7th-8th	4	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	60	United-States	<=50K
9541	39	Local-gov	98587	Some-college	10	Divorced	Prof-specialty	Own-child	White	Female	0	0	45	United-States	<=50K
28774	51	Private	123053	Masters	14	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	5013	0	40	India	<=50K
1309	49	Private	125421	HS-grad	9	Married-civ-spouse	Craft-repair	Wife	White	Female	0	0	40	United-States	>50K
6443	21	Private	133471	Some-college	10	Never-married	Exec-managerial	Own-child	White	Male	0	0	40	United-States	<=50K
31907	48	Private	379883	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	Cuba	>50K
3901	18	?	437851	Some-college	10	Never-married	?	Own-child	White	Male	0	0	40	United-States	<=50K
20218	26	Private	485117	Bachelors	13	Never-married	Transport-moving	Own-child	White	Male	0	0	20	United-States	<=50K
5264	51	Private	224207	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K
31872	39	Private	174242	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	15024	0	60	United-States	>50K
27148	18	State-gov	389147	HS-grad	9	Never-married	Sales	Not-in-family	Black	Female	0	0	30	United-States	<=50K
31747	42	Private	170230	Bachelors	13	Divorced	Exec-managerial	Not-in-family	White	Female	0	0	55	United-States	>50K
28872	30	Private	212064	Bachelors	13	Never-married	Prof-specialty	Own-child	White	Female	0	0	40	United-States	<=50K
24666	35	Self-emp-inc	175769	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	65	United-States	>50K
3545	29	Private	151476	Some-college	10	Separated	Sales	Not-in-family	White	Female	0	0	40	United-States	<=50K
2664	40	Private	163215	Bachelors	13	Divorced	Exec-managerial	Not-in-family	White	Female	10520	0	40	United-States	>50K
29360	73	?	123345	HS-grad	9	Widowed	?	Not-in-family	White	Female	0	0	65	United-States	<=50K
29587	55	Private	110748	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	1887	40	United-States	>50K
27045	63	Private	109517	Some-college	10	Widowed	Adm-clerical	Unmarried	White	Female	0	0	43	United-States	<=50K
9111	19	State-gov	354104	Some-college	10	Never-married	Prof-specialty	Own-child	White	Male	0	0	10	United-States	<=50K
26798	20	Private	373935	HS-grad	9	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	35	United-States	<=50K
9632	42	Private	154374	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	2415	60	United-States	>50K
31642	57	Private	316000	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
14311	33	Private	136331	HS-grad	9	Married-spouse-absent	Craft-repair	Unmarried	White	Male	0	0	50	United-States	<=50K
6888	17	Private	100828	Some-college	10	Never-married	Adm-clerical	Own-child	White	Male	0	0	20	United-States	<=50K
29523	50	Private	123174	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	Black	Male	0	0	37	?	>50K
18622	70	?	118630	Assoc-voc	11	Widowed	?	Unmarried	White	Female	0	0	35	United-States	<=50K
28416	36	Private	405155	5th-6th	3	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	Mexico	<=50K
1181	40	Private	216237	Bachelors	13	Divorced	Exec-managerial	Not-in-family	White	Female	0	0	45	United-States	>50K
27600	39	Private	108140	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
28563	42	Self-emp-inc	348886	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	45	United-States	>50K
25646	36	Private	52327	Masters	14	Married-civ-spouse	Prof-specialty	Husband	Other	Male	0	0	40	Iran	>50K
5583	27	Private	329005	HS-grad	9	Never-married	Craft-repair	Own-child	White	Male	0	0	40	United-States	<=50K
29823	38	Private	187983	Prof-school	15	Married-civ-spouse	Sales	Wife	White	Female	0	0	40	United-States	<=50K
24071	39	Local-gov	236391	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	38	United-States	>50K
216	50	Private	313321	Assoc-acdm	12	Divorced	Sales	Not-in-family	White	Female	0	0	40	United-States	<=50K
21505	46	Local-gov	65535	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	48	United-States	>50K
7549	28	Local-gov	86615	HS-grad	9	Never-married	Other-service	Own-child	Black	Male	0	0	30	United-States	<=50K
28334	56	Private	200316	Some-college	10	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	35	United-States	<=50K
29794	47	Private	358465	Some-college	10	Divorced	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
1907	26	Self-emp-not-inc	219897	Masters	14	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	50	United-States	<=50K
19844	43	Federal-gov	175669	Some-college	10	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	United-States	<=50K
23780	34	Private	34572	HS-grad	9	Never-married	Handlers-cleaners	Not-in-family	White	Male	0	0	60	United-States	<=50K
15726	37	Private	125933	Assoc-acdm	12	Married-civ-spouse	Exec-managerial	Husband	White	Male	7688	0	50	United-States	>50K
16325	32	Private	299635	Assoc-voc	11	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	45	United-States	<=50K
29266	52	Local-gov	89705	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
19398	34	Private	118551	Bachelors	13	Never-married	Tech-support	Not-in-family	White	Female	0	0	40	United-States	<=50K
6817	56	Private	206399	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
26058	26	Private	188767	HS-grad	9	Never-married	Handlers-cleaners	Not-in-family	White	Male	0	0	40	United-States	<=50K
25422	50	Private	65408	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	>50K
24834	30	Private	54608	Assoc-acdm	12	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	<=50K
29767	33	Private	226267	Assoc-acdm	12	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	Mexico	<=50K
22906	47	Local-gov	126754	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
12714	47	State-gov	54887	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
29394	29	Private	235393	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	Black	Male	0	0	40	United-States	<=50K
29822	47	Local-gov	191389	HS-grad	9	Divorced	Adm-clerical	Unmarried	White	Female	0	0	35	United-States	<=50K
16554	35	Private	255635	9th	5	Married-civ-spouse	Craft-repair	Husband	Other	Male	0	0	40	Mexico	<=50K
13892	64	Self-emp-not-inc	339321	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	24	United-States	>50K
9822	25	Private	57635	Assoc-voc	11	Married-civ-spouse	Sales	Wife	White	Female	0	0	42	United-States	>50K
32139	47	Self-emp-not-inc	242391	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	15024	0	40	United-States	>50K
24810	43	Private	196545	Bachelors	13	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	1902	40	United-States	>50K
9647	29	Private	161155	Assoc-acdm	12	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	<=50K
7317	67	Self-emp-inc	330144	Masters	14	Married-civ-spouse	Sales	Husband	White	Male	0	0	48	United-States	>50K
31171	28	Private	87239	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
19564	43	Local-gov	196308	HS-grad	9	Divorced	Exec-managerial	Unmarried	Amer-Indian-Eskimo	Female	0	0	40	United-States	<=50K
19577	44	Local-gov	193425	Masters	14	Married-civ-spouse	Prof-specialty	Wife	White	Female	4386	0	40	United-States	>50K
10811	65	Private	242580	Some-college	10	Divorced	Prof-specialty	Not-in-family	White	Male	11678	0	50	United-States	>50K
6532	49	Private	176814	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	Canada	<=50K
22547	47	Private	60267	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	38	United-States	>50K
12450	41	Self-emp-not-inc	57924	Some-college	10	Married-civ-spouse	Farming-fishing	Husband	White	Male	7688	0	50	United-States	>50K
32535	22	Private	325033	12th	8	Never-married	Protective-serv	Own-child	Black	Male	0	0	35	United-States	<=50K
26982	65	?	240857	Bachelors	13	Married-civ-spouse	?	Husband	White	Male	0	2377	40	United-States	>50K
2618	31	Private	124827	Assoc-voc	11	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K
24969	23	Private	320294	HS-grad	9	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	40	United-States	<=50K
16530	25	Private	207875	7th-8th	4	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	40	Mexico	<=50K
645	50	Self-emp-inc	195322	Doctorate	16	Separated	Prof-specialty	Not-in-family	White	Male	0	0	40	United-States	>50K
18987	48	Private	182541	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	15024	0	45	United-States	>50K
10454	41	Private	340148	Some-college	10	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	45	United-States	<=50K
18123	36	Federal-gov	106297	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
6165	51	Private	30008	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	60	United-States	<=50K
22556	64	?	380687	Bachelors	13	Married-civ-spouse	?	Wife	Black	Female	0	0	8	United-States	<=50K
4374	31	Self-emp-not-inc	348038	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1902	50	Puerto-Rico	>50K
20751	36	Private	177907	Some-college	10	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	65	United-States	<=50K
18430	34	Self-emp-inc	174215	Masters	14	Never-married	Exec-managerial	Not-in-family	White	Female	4787	0	45	France	>50K
9977	26	Private	102460	Some-college	10	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	<=50K
11071	58	Private	430005	10th	6	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	50	United-States	>50K
30034	59	Private	126668	Assoc-voc	11	Married-civ-spouse	Prof-specialty	Husband	White	Male	5178	0	50	United-States	>50K
32265	37	Local-gov	180342	Bachelors	13	Married-civ-spouse	Other-service	Husband	White	Male	0	0	40	United-States	>50K
11736	41	Private	66118	Bachelors	13	Divorced	Prof-specialty	Own-child	White	Female	0	0	40	United-States	<=50K
5222	54	Federal-gov	392502	Some-college	10	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
6351	19	?	263224	11th	7	Never-married	?	Unmarried	White	Female	0	0	30	United-States	<=50K
20098	35	Private	224512	Masters	14	Married-civ-spouse	Sales	Husband	White	Male	0	0	55	United-States	>50K
30404	31	Private	168906	Bachelors	13	Divorced	Exec-managerial	Not-in-family	White	Female	0	0	50	United-States	>50K
10632	41	State-gov	197558	Bachelors	13	Divorced	Exec-managerial	Not-in-family	White	Male	0	0	40	United-States	<=50K
28690	36	Private	386726	Masters	14	Married-civ-spouse	Prof-specialty	Wife	White	Female	0	1977	44	United-States	>50K
13905	47	Local-gov	162187	Some-college	10	Married-civ-spouse	Transport-moving	Husband	White	Male	0	1887	40	United-States	>50K
2278	17	Private	329783	10th	6	Never-married	Sales	Other-relative	White	Female	0	0	10	United-States	<=50K
23046	39	Private	174242	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
20483	79	Local-gov	146244	Doctorate	16	Widowed	Prof-specialty	Unmarried	White	Female	0	0	40	United-States	<=50K
27585	51	Private	123429	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
16621	53	Federal-gov	105788	Bachelors	13	Divorced	Exec-managerial	Unmarried	Black	Female	0	0	50	United-States	>50K
10857	34	Private	349169	Masters	14	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	Mexico	<=50K
12870	32	Private	245487	5th-6th	3	Married-civ-spouse	Machine-op-inspct	Husband	Amer-Indian-Eskimo	Male	0	0	40	Mexico	<=50K
12725	39	Private	191342	Bachelors	13	Married-civ-spouse	Craft-repair	Husband	Asian-Pac-Islander	Male	0	0	40	Philippines	>50K
13805	34	Self-emp-inc	242984	Bachelors	13	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	50	United-States	<=50K
29578	32	Private	108116	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	1902	60	United-States	>50K
27435	57	Federal-gov	414994	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
25729	45	Private	33794	Masters	14	Married-civ-spouse	Other-service	Husband	White	Male	0	0	40	United-States	<=50K
29112	33	Local-gov	194901	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
20971	23	Private	164231	11th	7	Separated	Prof-specialty	Own-child	White	Male	0	0	35	United-States	<=50K
11334	59	?	188070	Masters	14	Married-civ-spouse	?	Husband	White	Male	0	0	35	United-States	>50K
21219	50	Private	161438	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
8265	24	Private	96178	Bachelors	13	Never-married	Adm-clerical	Own-child	White	Female	0	0	40	United-States	<=50K
17270	24	Private	197387	HS-grad	9	Never-married	Other-service	Own-child	White	Male	0	0	40	Mexico	<=50K
16483	31	Private	152156	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	45	United-States	<=50K
30129	37	Federal-gov	45937	Assoc-acdm	12	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	0	40	United-States	>50K
9766	34	Private	189759	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	1977	45	United-States	>50K
29819	52	?	244214	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	0	35	United-States	<=50K
10891	33	Self-emp-not-inc	58702	Assoc-voc	11	Married-civ-spouse	Prof-specialty	Wife	White	Female	3103	0	50	United-States	>50K
12201	44	Private	121874	Some-college	10	Divorced	Sales	Unmarried	White	Male	0	0	55	United-States	>50K
16903	40	Federal-gov	121012	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	7298	0	48	United-States	>50K
15565	46	Self-emp-inc	170850	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	50	United-States	>50K
1300	29	Federal-gov	301010	Some-college	10	Never-married	Armed-Forces	Not-in-family	Black	Male	0	0	60	United-States	<=50K
29774	39	Private	177154	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	15024	0	50	United-States	>50K
13796	39	Federal-gov	432555	HS-grad	9	Married-civ-spouse	Adm-clerical	Husband	Black	Male	0	1628	40	United-States	<=50K
14757	52	Federal-gov	22428	Bachelors	13	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	60	United-States	>50K
28646	41	Self-emp-not-inc	193459	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	<=50K
31822	32	Private	106437	HS-grad	9	Separated	Adm-clerical	Unmarried	White	Female	0	0	40	United-States	<=50K
16320	46	Private	190115	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	1887	40	United-States	>50K
29626	29	Federal-gov	116394	Bachelors	13	Married-AF-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K
23815	71	Self-emp-inc	66624	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	2392	60	United-States	>50K
8688	38	Private	354739	Assoc-voc	11	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	0	0	36	Philippines	>50K
22583	23	Private	178207	Some-college	10	Never-married	Handlers-cleaners	Unmarried	Amer-Indian-Eskimo	Female	0	0	35	United-States	<=50K
28610	38	Local-gov	73715	Some-college	10	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	60	United-States	>50K
9416	42	Federal-gov	132125	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	52	United-States	>50K
11395	46	Private	182689	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	<=50K
11805	24	Private	100321	Some-college	10	Divorced	Craft-repair	Not-in-family	White	Male	0	0	48	United-States	<=50K
31387	34	State-gov	118551	Bachelors	13	Married-civ-spouse	Tech-support	Own-child	White	Female	5178	0	25	?	>50K
27286	29	Self-emp-not-inc	85572	11th	7	Married-civ-spouse	Other-service	Wife	White	Female	0	0	5	United-States	<=50K
1765	49	Private	159816	Bachelors	13	Married-civ-spouse	Prof-specialty	Wife	White	Female	99999	0	20	United-States	>50K
22717	26	Local-gov	213451	Some-college	10	Never-married	Other-service	Own-child	Black	Female	0	0	10	Jamaica	<=50K
10713	26	Private	187652	Assoc-acdm	12	Never-married	Tech-support	Own-child	White	Male	0	0	40	United-States	<=50K
6244	18	Private	84253	11th	7	Never-married	Other-service	Own-child	White	Female	0	0	24	United-States	<=50K
19515	80	Local-gov	20101	HS-grad	9	Widowed	Other-service	Unmarried	Amer-Indian-Eskimo	Female	0	0	32	United-States	<=50K
123	29	State-gov	267989	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K
32308	37	Private	377798	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	3103	0	40	United-States	>50K
31576	38	Private	133963	Bachelors	13	Divorced	Prof-specialty	Not-in-family	White	Female	0	0	50	United-States	>50K
20551	21	?	213055	Some-college	10	Never-married	?	Unmarried	Other	Female	0	0	40	United-States	<=50K
1336	39	Private	174938	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	40	United-States	<=50K
352	33	Private	111363	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
22708	53	Local-gov	283602	Masters	14	Married-civ-spouse	Prof-specialty	Wife	White	Female	15024	0	40	United-States	>50K
16674	21	Private	32732	Some-college	10	Never-married	Sales	Not-in-family	White	Male	0	0	40	United-States	<=50K
6384	35	Private	38948	Some-college	10	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
7194	37	Local-gov	218184	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1887	40	United-States	>50K
304	24	Private	303296	Some-college	10	Married-civ-spouse	Adm-clerical	Wife	Asian-Pac-Islander	Female	0	0	40	Laos	<=50K
23106	54	Self-emp-inc	162439	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	98	United-States	>50K
7721	47	Private	129513	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	60	United-States	>50K
22580	55	Private	162205	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	5178	0	72	United-States	>50K
7683	24	?	112683	HS-grad	9	Never-married	?	Not-in-family	White	Female	0	0	32	United-States	<=50K
20404	27	Private	150958	5th-6th	3	Never-married	Farming-fishing	Unmarried	White	Male	0	0	48	Guatemala	<=50K
31182	47	Private	57534	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
28202	31	Private	110643	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	1977	55	United-States	>50K
18774	30	State-gov	158291	Bachelors	13	Never-married	Adm-clerical	Not-in-family	White	Male	0	0	40	United-States	<=50K
4495	50	State-gov	103063	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
31727	50	Private	176157	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
15956	59	Private	233312	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
22251	50	Private	97741	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	45	United-States	>50K
29188	48	Private	121253	Bachelors	13	Married-spouse-absent	Sales	Unmarried	White	Female	0	2472	70	United-States	>50K
22078	39	Private	106961	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K
30078	54	Private	425804	Some-college	10	Never-married	Exec-managerial	Not-in-family	White	Female	0	0	45	United-States	>50K
20985	27	Private	194690	9th	5	Never-married	Other-service	Own-child	White	Male	0	0	50	Mexico	<=50K
