	content	label
10720	the thing that sucks is if i did not have to work today i really could of slept in because the kids are gone	0
19056	Not really that i can think of.	0
9028	Huckabee can be pretty slick and glib  but he seemed to stumble on the gay marriage issue. He made some odd sounding statements.	0
4152	"you know fuck it I'm doing ""Jew-Boy money"""	1
3116	I'd die first. Damn fareway.	1
9290	word  I'm in gear and focused on this frigid ass night.	0
6724	ps...ur cute...ur good looking  your funny  your a dick  your an ass  your cynical. I LOVE IT!	1
7712	"9na :)"""	0
4755	not to sound amazingly  astoundingly gay (not that that's bad) but you sound like a man in desperate need of a few pillow shams	1
5532	I get that too! It sucks!	1
12980	on which side of the nerd spectrum is a geek? Being a geek is actually kind of cool now  right?	0
9341	I've gotta admit  he makes a really cute Waffle Bitch. @CaryRN  I think I can even hire him out.	0
3025	Oh man  that sucks. @Vincentdooly can you help @dsmoore out?	1
4362	well clearly the shoe purchase is more impressive  because ITS A FUCKING SHOE!!!	1
15160	ahaha thankss kidd ndd yeah i knoo reallyy huh...theeree soo stupidd there to scaredd to sayy anythingg too myy face	0
3357	Wow  that sucks.Merry Christmas to you and your honey (wow  we are both celebrating 'firsts' on that one) -The Bs	1
18197	nope	0
14258	Is someone on your mind right now?	0
5982	THE NEW FUCKING GENERAL OF THE WORLD  THAT'S WHAT.	1
6043	not really; i think i named all of them  which kind of sucks.	1
9285	haha  i hate it when that happens	0
145	DOGS LICK THEIR ASS...NEED I SAY MORE? DOG.	1
1641	"lol!!!!  I used to be the wknd assignment editor and would get mail addressed to ""Weekend Ass"". I didn't know how to feel."	1
13465	Hope so  but damn. I want out of here. *grumbles*	0
14294	Hahhahaha	0
12645	damn  were you using peerguardian/encryption?	0
2469	WTF emo ass lookin bitch &gt;&lt; *sigh*	1
15721	do you have any memories you&;d like to forget?	0
9313	im glad u hate the cowboys otherwise id hate u becuz I can't watch espn without hearing about TO and romo	0
18113	Do youu?	0
17436	kkkkk i think ive got this message like 18 times already haha	0
4190	can you help clue me in on how to connect all facebook etc? thanks for coming last nite hope you didnt hate it lol	1
2735	not telling. you will have to just find out on your own. it probably won&;t be too hard though.	1
18942	it was gov made  i know it	0
3476	that's the coolest damn thing yet! Have you put it on your own website yet? Its a pretty simple ap  just don't use huge pics	1
6373	Yeah... sucks.. But yo  I tried to go to your webpage link but it dont work? And wut school u go to? Howard?	1
8844	chica i am too beat to go any damn where  pero i want pancakes. bad. :(	0
5850	meh. All year round baby. They're actually growing like fuck at the moment  except for the caterpillar incident yesterday.	1
146	No  I HATE those commercials! Just GROSS. *gag* Okay okay  you've got an hour before showtime. hehehe &#9829;	1
6844	totally loved Odo. But the Ferengi make my skin crawl. out of all the species  they're the ones i hate the most. yuck!	1
16603	your beautiful  and it seems like all the rude comments you get  is all from one person. dont listen to them everyone knows you are the sweetest girl ever and cold never be mean	0
8816	"Well I have been in other maternity pants for several weeks  but can no longer comfortably zip my ""fat"" jeans-Liz Lange mid-belly!"	0
2226	I didn't call her fat at all! Keep your fucking nose out of other peoples business!	1
17958	Do you bite your lip a lot?	0
2927	dig deep and find that special Christmas hate!	1
18489	WHUUT HAPPENEDD??	0
16504	well w.e. its obvious he is a player so i think its funny u got played	0
8360	that sucks man hope you find him soon.	0
9293	Damn the Mom cosign is heavy! That turkey must be bomb!	0
2251	rogue. I hate you and your ability to spell correctly. though some of them were red  but they were communist. not rouge.	1
11039	His ass gone fuck up his money by making retort videos. Disney ain't with that  Boy...Charles is trying to Kanye his way in	0
996	TWITTER SLUT!	1
19101	Okayyyyyy.	0
18984	What was your last wish for?	0
3619	Get Shit Done Day is almost over  fuck it  you should come	1
9082	http://twitpic.com/tyu9 - Fuck that looks like fun!!	0
7037	whats the operating system on it? i have windows vista and vista sucks bad..it is full of bugs still. shuts down and freezing alot	1
7530	Nerd alert!	1
265	no i think you will hate it. Its a bunch of dirty work.	1
13572	wait. nevermind. DAMN YOU SLOW BRAINWAVES	0
5980	LOL FAT NIGGAZ UNITE FATRON!!! HAHAHAHA	1
9798	Grrr! Damn you Pat! XD	0
10529	Yo Scott  @tomvenuto is launching Body Fat Solution book on Friday...  Any chance you can mail that day my friend?	0
18437	Do you like shopping for new clothes?	0
14924	yes i think so	0
4133	HAHA  that did brighten my day considerably.  How about on the one day of Christmas my broke ass got my gf gift cert to Chili's	1
9305	: Infact blackberry needs to employ his ass on the campaign to make the ultimate blackberry that his ass can not break or lose.	0
3197	it's one thing if it's my friends using it on me  but I hate when 23 year olds message me on OKC and call me that or Older woman	1
10451	well  damn  I thought we'd come to Florida. (Dream on  Karen.)	0
9692	Haha  still working at 6:30pm on a friday? Damn!	0
4675	you cock juggling thundercunt!!!! I have the best childish insults ever.	1
5718	thats what you get for being a fat ass....FAT ASS...	1
4322	I want beach now. Damn.	1
7808	I work in McCormick Place & hate the commute to nwi. You probably wouldn't even need to rehearse with the repetitive repertoire.	0
3805	you are GAY!!!!!	1
4748	"P.S. ""Fuckitty fuck fuck"" is def. worse to say in a Holy Place. Especially if you're Catholic."	1
2218	i got the whale too.  :(	1
7890	oooommmmmmmmg im watching biggest loser and i dont know who to vote for who are u going to do	0
16786	nope.	0
16071	So tell me  if you came up on a dead corpse...what would you do?	0
7081	haha i don't really like walmart that much either. hmm yeah that sucks :( hope you find one	1
12801	get yer own damn beer!	0
9153	Looks like they are all sold out already.  Damn.	0
12530	U FUCKING FORGOT THE HOTTEST PERSON ALIVE! BLAKE LIVELY! SHE'S THE ONLY ONE THAT CAN MAKE ME (ya know) WITHOUT TOUCHING SHIT	0
9076	http://twitpic.com/qcy4 - I HATE YOU MERIEM	0
1659	"I'm laughing at your ""Don't hate me  please.""  Can you imagine a man ever saying that?  Not to be gender specific  but..."	1
13965	I've tried giving you treats  wet food  milk. You hate everything-except what you vacuum up off the carpet. Stupid cat. *sigh*	0
11961	Well  I'm wearing underpants and a shirt. I'm not a fucking savage.	0
13922	- ergh I hate that! It's happened to me plenty times. D: Wear thick socks?	0
7493	YOU KNOW IT BITCH. :D	1
8593	Thanks :-) I'm doing my best  fuck this wind! It's been fun watching people slip on the ice though!	0
8668	Fucking incredible. He rocked harder than anyone I've ever seen.	0
7980	who u tellin i hate doing them im doing them now i was suppose to be orff an hour ago.....	0
19151	7 1/2	0
1079	I wanna butt fuck you. Cuz im a horny gremlin	1
14722	Papapapapa shore do :] haha r I like any thing i can do the robot to haha	0
19412	Hmm..i had been sick all wk so Ive only been around Timothy. And well I texted chels. So i guess just them two. Oh and you :) your questions make me smile sometimes hahaha	0
18129	Why do people feel weird when they forget their cellphone?	0
16709	Where does the toetag go on a dead person if they don&;t have toes?	0
12088	@graf808 Damn it you two  get a room already! ;-p	0
3250	because I hate you. The last one I rewrote cuz there was a typo and it was bothering me	1
6946	HAPPY FUCKING BDAY YOU OLD MAN!!!!!! &lt;3333333333 CELEBRATE TONIGHT WITH A TALL COLD ONE :) wooo!	1
2676	Nope. I actually have a life. *COUGHCOUGH* unlike you  the lonely pathetic ugly lowlife man/woman who&;s life events are: staying on formspring creating fakes and starting shit. Seriously  I&;m not the bitch  you are. END OF STORY. KCOOLBYE.	1
17801	If you could rid the world of one thing  what would it be?	0
11325	I'm not sure I can know you anymore.  Why do you hate freedom?	0
2966	Tell them you want YouTube to quit fucking with things that no one wants fucked with.	1
7831	Damn him!!  Oh well...worth a try.	0
13197	I am officially creeped the fuck out.	0
2483	aww that sucks :/	1
2601	who tha fuck is &quot;Krista&quot; r this is not &quot;Krista&quot;	1
8414	"sucks aye."""	0
14394	yes i have before. many a times :P ha	0
16172	What is boring to you?	0
16844	are you a trusting person?	0
2682	Grosss! Your face is nasty	1
12603	thank's L. i hate when he works nights cause i'm awake during the day while he's sleeping. but now he's going hunting!	0
17841	Sooooooo srry this is late!!!:) im juzz doin mothur freakin boring!!:) zzzzzz zzzz snore snore!!:) LMBO	0
19036	Thats for Taelin to know .	0
11057	WOW thats crazy. Thats sumthing my retarded ass would do.	0
9373	I totally agree  nothing I hate more than to take someone a good bottle then they serve you a glass of their cheap shit!	0
25	the hormones are worse for guys.  I cant tell you how much I truly hate the thoughts that go through my head.	1
10120	"Good ones! Mine is ""Merry Christmas  Kiss My Ass  Kiss Your Ass  Kiss His Ass  Happy Hannukah"" burst out laffing every time...."	0
15255	Not too much	0
7687	damn kenny u need emotional condoms and shit son.	1
11161	i mean he acts like he is thankful for his fans but i think its all an act cuz he sucks at giving info/directions #$%# sorry again	0
1411	because like everything you do  its ASS Backwards !!!!	1
19812	yea i don't like it when it's dirty	0
6140	if you don't know who i am  why follow me? get a fucking life and stop bitching about the past	1
17153	smile. eyes. complection	0
5217	Ok is it gay day today? or are those some cute azn girl socks u sexed	1
1827	Hey  at leat you got SOMETHING. Know what we get at work  as I found out 2day? NADDA! Bah hum bug! Damn scrooges!	1
9043	I'm sorry. It sucks that you do make an effort and you get ignored and afterwards everyone blames you for not trying...	0
5780	I just got done busting my ass for the day. I need Booze!	1
4172	Haha  damn him indeed	1
14173	Where is your biological mother right now?	0
9714	hahahaha word I was just myspacin and saw like 30 star tattoos back to back...damn that browse function	0
5226	Son. Of. A. Bitch. :-p	1
6988	Hot damn  champ right here! Had the old school TT shell helmet on for the whole trip. Backwards even! Huoooooooah!	1
879	bitch you wanna go? Ill kick your ass	1
4703	Damn those Mythbuster guys! Anyone who works or lives in Alameda must be crazy anyway!	1
1794	That sucks - at least I have my iPod. Still  least I'm not alone! :D	1
6943	hahaha. once years ago when he was sleeping I applied some to his lips. I hate it when guys hve better lips 4 lipstick than me	1
3111	emang lagu2nya emo? bukannya mellow? :D	1
17372	hot cheetos :D oh! and el torito salsa :D	0
15369	Define a great life?	0
12125	"I want to make sure that nobody ever calls me ""fat"" again and that when I look in the mirror my outside reflects my inside."	0
15696	cuz she is a fucking diva :D	0
18709	lilgego1youngg@yahoo.com	0
18520	vacations.	0
7175	the only show more thug is the nigga who be in the woods eating beetles and drinking his piss! that niggas GANGSTA!	1
4875	damn u i wanted to see sexy lesbian porn lmao	1
12402	there a famous crab house off regisitertown or was it randalltown rd.. dang i hate the fact i cant remember all the good spots	0
14871	Do you eat breakfast daily?	0
15052	How do you get cold sores? Are they really herpes?r	0
5590	I slept horribly. Kepted waking up every hour. Kept tossing and turning. Argh I hate having to work today! Time for cardio!	1
5246	ha! my ass be bowling lol	1
9417	Your chappy is fucking gorgeous inside and out  by the way. And thanks for the nod in the acknowledgments! Fucking beautiful!	0
5732	SHUT THE FUCK UP!	1
11209	I'm cool with darts  if we still get to kick someone's ass either before or after.	0
15730	&quot;musta&quot;(mooosta)- a Filipino word w/c means how are you.. so  musta? :]	0
13889	kcs got a nice body  but shes insane. taryns got a nice rack  but shes a bitch.	0
19376	Haha! Staring at my doctor thru sunglasses while he was in my mouth! HAHAHA!!!	0
15236	pu01ddu05dfu05dfu0131u029es u028eu0287u0287u01ddu0279d u01ddu0279u0250 nou028e uu01ddu0265u0287 su0131u0265u0287 pu0250u01ddu0279 uu0250u0254 nou028e u025fu0131	0
14630	anger and greed.	0
16084	im a girl:)	0
10274	Hahaha... I guess I m loser now. I dont go out much! When I get my new job  maybe I will visit Longhis :)	0
14237	My best friend is married to a guy that has a little 2 year old girl	0
3952	you  dear sister  are a freak. this heat sucks.	1
11550	don't have time to review the whole thing right now  but here - fucking - here.  I'll take contributions to the bottom line tks	0
2781	I hope yhu dnt thinkkk yhur prety casue yhur not!	1
19506	Yes ma'am	0
3467	Ohhh I hate snow days because then we have to make them up later.	1
8486	uh well  that sucks. you should complain..j/k.	0
6315	are you just acting like a dick now?	1
13134	no false  that is a false fucking tweet  I know what your doing.	0
12471	fuck you  do you know how cold it was in nyc today?!	0
9615	Post-traumatic stress does horrible things to a mind. Especially when it's an inbred retard's mind.	0
13887	Aw that sucks. I didn't get incomprehensible profs until 3rd year :P	0
11947	The custard cream thing makes me crave some proper Bird's custard  as hot as possible. Damn you!	0
18211	Do you like beef jerky?	0
7591	Wow! That sucks.	1
16039	In scale from 1-5  how afraid of dark are you?	0
5077	damn straight	1
6257	shut your ass up I did....they got me though	1
9708	that sucks... hope your okay :/	0
18047	Would you ever date someone covered in tattoos?	0
6314	mate u know there are french umbracians out there cg09 u may get ur ass whupped :-}	1
2850	Gay fag.	1
4111	"Thanks! I'm not familiar w/ the ""nerd heard"" language. You should add #NH  so I can say #WUW #NH @craigsanaotmy!"	1
6162	"you need to get rid of that game""COCK"" you have running the team. Guy is a worthless crybaby  just like all UF staff/players"	1
9103	I hate you. I've had it for a few months and I'm only medium.	0
11400	confessions? i was so horny one time i used a tiny trash bag 2 fuk the block whore. and it bust!!	0
1842	Figured tis the season to be fat. For a bit. And then start working properly on weight in the New Year-A is coming to gym with me!	1
501	oh LOL I use a client so I never get the fail whale :-p	1
9101	don't u hate unrealistic theories?	0
12152	My KEGELS can't take the archives. Fuck!  Got them workin' workin' day & night!	0
17388	I don't know what an ocean park is.. but if it counts  I've went to seaworld twice :]	0
7665	YOU ARE FUCKING BR00T4L	1
12775	That sucks. Maybe they were just spam who had accounts deleted. #gno	0
5035	Pretty sure it's CO2 and H2O produces sugar  but damn that was a long time ago	1
5319	Fuck the pics! @giove_dea WE WANT VIDS!!	1
4672	im horny god damn porn fuck eon now I need real cock. where's ashley!	1
11971	Do you really think Chris Pirillo is going to respond to your question.. If he does then I'll feel like an ass..	0
11723	@jenndow @JenF80 And you call ME a twitter-whore. XD	0
13632	damn!  I hate to miss that  but I'm in Vegas again.	0
10497	being a control freak... it's like mental therapy to do stuff like Ann's.	0
19205	How many times have you had the hippups today? :D	0
19348	YES!~!!!!	0
14768	Have you ever gotten fired from a job?	0
15134	not really	0
2333	fuck up foo.	1
1226	Ech! LOL....if it was me  I would wash the sweats at least twice...then again I hate bugs!	1
3319	Are you out celebrating your birthday? If so  a birthday drink is ok! But don't forget the marathon. I hate being such a stickler.	1
10563	i have a headache too... hate having head aches...	0
1068	aww that's awful!! XD I loved the art  and watching them all freak out. I hated the asian dude  he was a dmbass.	1
17102	the guy at lunch at ur table at school who u hang out with and talk to he is HOT	0
3836	I'm giving you fair warning to hate; high of 73 on wednesday  78 on thurs	1
15253	Can you sleep in jeans?	0
15636	nom nom	0
8757	I'm just that damn cool homie.  You'll know what's up when I don't tweet for exactly 1hr and 56min. LOL	0
7994	Thanks for your kind words about Sincerity Sucks. That's always been one of my favorites.	0
15210	Lots :) show your face.	0
8751	damn! somebody just told me its snow in germany..now im not ready to go anymore  lol	0
312	Listen  RayRay  I gave you the lowdown as soon as I got it. I hadn't heard it b4 and I was shocked. She seems to hate his guts.	1
1976	LMAO. I was very confused. What a bitch she is.	1
7	...go absolutely insane.hate to be the bearer of bad news..LoL..dont shoot the messenger (cause we all know you bought that pistol	1
15954	Why is it when something doesn&;t work we have this urge to physically abuse it?	0
18620	Camping with a ton of friends or hotel with a few friends?	0
15496	Is there ever a day that mattresses are not on sale?	0
10980	Damn.  How about nonsensical blogger?  You need one of those?	0
14705	What color leaf would you like to be?	0
3138	nope can't deny that sweet face or lil schnauzer w/ ears~always wished Hildie had her pig tails~how is cropping still happening?	1
13669	lol why u hate winter??? hehe lucky  we got summer @ xmas!!!	0
8731	Oh that sucks. Hmm  maybe you'll get sick and need another house call soon...	0
12226	lol to ever since I got this twitterific I'm tweeting my ass off lol	0
7219	fuck yeah. swing by sometime (after the 17th) and i'll take you to rocco's. yeah  think about that.	1
2535	i want you dead.	1
13028	damn I have to drive my dad to the airport that time oh well wonder wit it's about	0
6025	She can bust her ass on stage and GAIN fans  You gotta love her.	1
4284	of course @bapper is cold..he eats picked radishes all winter..if he had some whale meat he'd be fine..	1
4864	ur a huge loser did u know that? lol	1
15216	i dgaf	0
1778	just to clarify-  not really to the cunt punting... but really to the you being welcome to come over anytime!	1
8820	it sucks but at least I get shit done unlike my good for nothing brothers lolz	0
16932	Are you nice to people you dislike?	0
7749	Stumped on that one...hate to admit it!	0
13626	it was so busy last night! Then hella people came in @10 min till closing & I was all mad cuz I had to make their damn drinks haha	0
11232	sweet! playoffs should be soon shouldn't they? the season is damn near over!	0
2997	Prison Bitch is a sparkling addition to any resume.	1
12235	"She also stood on her chair and screamed ""Don't pick the fat chicks from Danvers"" when he was bringing someone up on stage."	0
9697	i hate bees	0
16987	stalkerrrr	0
1413	I hate you sometimes. lol	1
14513	ummmm all i do in the bathroom is shower o.O i like my showers.	0
106	well find him and kick his butt too! I hate it when people take advantage of the mentally challenged.	1
1597	That ALWAYS happens to me! Damn skype.	1
344	"says ""no more pizzas for the situation room! or else we will be fat when the war is over..."""	1
17287	Are your underwear and socks folded in your drawer or just thrown in?	0
6214	I totally forgot Affliction!!!' fuck outta here!! I got ur tribal tattoo right here!!!!!!!!	1
16909	toasted lol wat a random question !	0
5989	I cunt wait for u to start shitting out the gifts I sent jew.	1
10611	damn  we're in a tight spot	0
10162	i just love the speed & simplicity cum features of Google Chrome	0
11308	"Fuck  don't even get me started. As soon as I saw ""Animal Fri--""  I was half way to creaming myself."	0
15419	yupz yupz hehe	0
18312	What doesn't kill you  only makes you stronger.	0
9421	is it? damn then id say hrmm...iono gah!	0
1014	I really hate bailing these guys out! They treat everyone like crap!	1
9135	LOL!  I'd hate to see you on the news. Don't cut anyone.  RELAX!	0
9130	what's with the lack of internet? is it comcast? are they being a bitch?	0
15032	what would you like for your birthday? :)	0
2194	Yea that is some BS! I HATE MESS LIKE THAT!	1
3132	I've been wondering that myself. Its been down for quite a damn long time... @tqbf any comment on that?	1
9334	yeah that's called my drunk ass taking a pic of myself on the carpet as I'm LEAVING! SMH	0
12206	Damn  CARRIE  of course.	0
12066	yeah me either... I don't even know where the damn databases are stored. Its in ASP (original style)... yay!	0
9774	damn right I am.	0
3439	Damn! Break me off some bread!	1
19838	repeat	0
1982	the only show more thug is the nigga who be in the woods eating beetles and drinking his piss! that niggas GANGSTA!	1
9178	That sucks smelly donkey testicals. I was up and doing house work then.	0
10748	I JUST WANT THE DAMN LATKES	0
7084	Damn you for seeing the season premire over a month ago!!	1
18325	Sassy. she was a cat. i hate cat's now. funny and weird huh?	0
17946	YO DAWG I HERD U LIKE CANS  SO WE PUT A CAN IN YO CAN SO YOU CAN HAVE A CAN WHILE ON THE CAN	0
101	i loved it  i laughed my ass off	1
11698	a 14 hour nap!  Gosh.  That's a long ass nap!	0
842	"did you come up with the ""server-hugger"" moniker  or what some other wise-ass?"	1
5472	I take full pride in being a nerd. Hahah.	1
14412	Swedish fish &amp;&amp; reeeeses. YUM	0
3763	get drumk bitch!	1
9312	u kinda are a freak but in a good way...ily :D	0
16316	i love your hair.	0
7732	hate friendfeed...especially since Scoble endorses it :)	0
14956	Not currently. :/	0
5549	i know  haha. 1408 is so gay. i don't even know why i'm watching it.	1
10358	Yep  I hate paying taxes too and the more I make the more I pay  but it's part of life and not a waste of money.	0
4939	why do you eat so much you fat bastard	1
451	fuck yo couch	1
14498	yes. i sure hope so. i feel like it works my brain and makes me think!! :)	0
13848	They are a pain in the ass but oh sooo comfy!!! Worth the $1000!!!	0
7107	Amen.  Thrilled to see Brad Sucks on Rock Band 2. Congrats man  I hope you get some of those 80 MS Points. @bradsucks FTW!	1
13155	- re: Retweeter  that sucks - can't stand peeps like that. Hubby really is a gift! I hope you have someone like that in your life	0
3216	LMAO!! I aint gonna front  shit did look kinda moist! Ol Duncan Hines Ass!!! LOL!!	1
14105	Michael Jackson! haha wait wrong one  Michael Jordon i meant ahah	0
3934	Wow  that sucks!	1
7912	damn  man. those look like some good eats.	0
4102	you dont need a big fat spirit animal to be embarassed...	1
2872	imagine a building. not any building...a fucking 300 acre building full of weed....not any weed...but Caucasian Monkey-fuck Weed!	1
18950	How come ur pics r all over photobucket. And this girl name Cheyenne Lerner has a BUNCH of pictures of u! Like more than u have!	0
16720	Do you like carrots?	0
8338	dude after last night goddamn I am beat the fuck up. And it's NEGATIVE 44 DEGREES up here in Winnipeg. So crazy...	0
10733	there r things I'm happy about  just not in the Xmas spirit. But thanks 4 the pity and smart ass comments.	0
828	"i'm glad someone is teaching that 3-year-old how to ""slap dat ass"" :)"	1
3641	dude  fucking seriously  you watched hella  now pay or wait an hour. bull shit. I want Stage 6 back!	1
14379	waldo. and helga. nahh jk  guys-lucas casey mclaine gabe jack dakota s. jake nathan girls- maddie cassie nicky	0
8221	Damn. How much damage to new truck? Luckily I've only hit one  and that was 12 years ago. I grew up in state with 3 deer per person.	0
2911	Slurpees are awesome. Damn  now I really really want one O.o	1
16094	Do you do what needs to be done regardless of the consequences	0
5616	hmmm....or do they hate you because you didn't let them join in the parranda? Nah  probably the corp council thing	1
1468	u know it was over $1200 2 get that bar replaced. George is gonna take that outta thier ass LOL	1
5650	summer workout tape? How you gonna workout to Kanyes depressing ass album  ok  maybe 2 songs	1
7063	Mind your own state politics. Joe Smith was a mammal before a prophet. Some mammals are gay and even heterosexuals have anal sex.	1
18760	Do you have any jewelery on?	0
11072	The world needs to know about the Notorious Camera Whore Squirrel! D8	0
5600	sucks  don't it?	1
18295	i dont handle it	0
17094	Have you ever cheated in a relationship?	0
10226	Happy last day @ Y!. I'm sure ur gonna continue to kick ass at @raptr  and that @seldo will miss u dearly :-)	0
7815	damn that's quite a long code...but  one thing I can tell right now is that STDOUT and tty output streams need not be same	0
7394	that song is so emo to me	1
15451	favorite food when i&;s freezing cold?	0
17060	Janet son of a gun. haha	0
4600	point taken. fuck.	1
3758	It's gay as fuck? I wasn't aware fuck could be gay? Why are you cussing?	1
11665	Seriously?! Damn  I've got Tata Sky. :(  :P	0
1182	i know you got some bama ass shit on your ipod somewhere... some Pastor Troy or something lol.	1
9221	Hate from a friend.	0
4341	That's...so gay it's painful.	1
700	"i don't know how to pronounce it  but it sounds like fucking jersey!"""	1
6407	I remember when being snippy just meant I was trying to piss someone off... am I showing my age? :)	1
19677	Nope	0
5186	@farwyde Cock your gun.	1
9771	damn I want some of em vmodas! :)	0
18852	yes. my sister. all the time	0
12458	I know...its so fucking ridiculous. XD	0
12669	ah  lucky! i heard america's a bitch tho	0
19450	What are your plans for the weekend?	0
7431	what if it could be all 3 that would stink on 2 levels  but I bet it is a fat bonus  or ur picking up his backyard	1
355	what a coincidence! I'm wearing my fat jeans today and it felt like they were my skinny jeans!	1
13845	oh  I agree. the only soup that's a pain in the ass is gumbo :-)	0
5740	Would you believe the same article said eating less helps us live longer  too? Damn those scientists!	1
19643	What&;s your favorite kind of fruit pie?	0
17256	Haha  i knowww.r i was kiiddding!	0
16458	What did you do over the weekend?	0
12987	damn its better than takin the greyhound thou lol!!	0
16899	iKno dat grul	0
16597	Ummm probably playing softball for 10 years(:	0
12173	that sucks rocks. doesn't hekp much but it loads fine for me in NY. maybe it's a server issue in your neck of the woods..	0
15740	You definitely have a chance baby  and I'm really into you too :))) hopefully when i see you there will be some kissing going on<3 and I'm not perfect  YOU are<33	0
10736	- i know  right!? it's lammmeee. except  i'd love her too.she's hot. and funny. you're right. i hate my life.	0
12182	Grievances are to be aired during the airing of grievances  not after I pin your ass. You'll have to wait until next year. :)	0
9994	FUCK YEAH!  You know what goes good with cookies  right?	0
9318	U really hate that iPhone don't u? I love mine	0
19416	who is your bestfriend???	0
6924	what do you use then? cuz I hate Itunes	1
18936	deffinatly my old one :) the poeple at my new one is kinda stuck up  and the school is to small for me	0
16038	Being able to control other peoples thoughts. hahahha	0
8548	damn that sux	0
12699	"Damn  but that is beautiful. Time to dig out my Blackfive ""Don't be a Dou'Che"" shirt in salute."	0
16887	What is unbelieveable to you?	0
