	age	job	marital	education	default	balance	housing	loan	contact	day	month	duration	campaign	pdays	previous	poutcome	y
9048	60	housemaid	married	tertiary	no	443	no	no	unknown	5	jun	60	1	-1	0	unknown	no
41561	74	retired	married	primary	no	1765	no	no	telephone	11	sep	290	2	-1	0	unknown	yes
29377	40	technician	divorced	secondary	no	93	no	no	cellular	2	feb	123	2	-1	0	unknown	no
30319	35	management	divorced	tertiary	no	457	yes	no	cellular	5	feb	114	3	-1	0	unknown	no
11218	50	admin.	married	secondary	no	1019	yes	no	unknown	18	jun	76	1	-1	0	unknown	no
43029	35	technician	single	tertiary	no	992	yes	no	telephone	12	feb	1416	1	170	4	failure	no
27417	57	unemployed	married	primary	no	3367	no	no	telephone	21	nov	126	1	-1	0	unknown	no
11161	59	management	divorced	tertiary	no	1304	no	no	unknown	18	jun	220	1	-1	0	unknown	no
34177	24	student	single	secondary	no	160	no	no	cellular	4	may	109	2	-1	0	unknown	no
17443	33	blue-collar	married	secondary	no	0	yes	yes	cellular	28	jul	83	12	-1	0	unknown	no
34483	30	blue-collar	married	secondary	no	61	yes	no	cellular	5	may	525	1	-1	0	unknown	yes
9011	36	blue-collar	married	secondary	no	1772	no	no	unknown	5	jun	208	1	-1	0	unknown	yes
13255	28	management	single	unknown	no	81	no	yes	cellular	8	jul	158	1	-1	0	unknown	no
4122	47	admin.	married	secondary	no	292	yes	no	unknown	19	may	82	3	-1	0	unknown	no
13539	46	technician	married	secondary	yes	4	no	yes	cellular	9	jul	78	1	-1	0	unknown	no
1176	37	blue-collar	married	primary	no	190	yes	yes	unknown	8	may	194	1	-1	0	unknown	no
1805	37	admin.	single	secondary	no	1113	yes	no	unknown	9	may	237	1	-1	0	unknown	no
16950	31	services	married	secondary	no	395	no	no	cellular	25	jul	174	3	-1	0	unknown	no
4693	48	blue-collar	married	secondary	no	5058	no	no	unknown	20	may	169	4	-1	0	unknown	no
7427	54	blue-collar	divorced	secondary	no	0	yes	yes	unknown	29	may	273	2	-1	0	unknown	no
6746	34	services	married	secondary	no	1182	yes	no	unknown	28	may	124	1	-1	0	unknown	no
33455	73	retired	married	primary	no	253	no	no	cellular	20	apr	345	1	-1	0	unknown	yes
17687	46	entrepreneur	married	secondary	no	0	no	no	cellular	29	jul	100	12	-1	0	unknown	no
15257	29	unemployed	married	secondary	no	-25	yes	no	cellular	17	jul	143	1	-1	0	unknown	no
23403	53	management	divorced	tertiary	no	253	no	no	cellular	27	aug	202	6	-1	0	unknown	no
19777	50	blue-collar	married	primary	no	-98	no	yes	cellular	8	aug	550	2	-1	0	unknown	no
15656	27	admin.	single	secondary	no	15	no	yes	cellular	21	jul	177	1	-1	0	unknown	no
11476	56	unemployed	married	secondary	no	216	no	no	unknown	19	jun	77	1	-1	0	unknown	no
6045	55	blue-collar	single	primary	no	39	yes	no	unknown	26	may	128	5	-1	0	unknown	no
39253	36	entrepreneur	married	secondary	no	246	yes	no	cellular	18	may	427	4	-1	0	unknown	no
925	30	management	single	tertiary	no	112	yes	no	unknown	7	may	245	1	-1	0	unknown	no
22313	33	technician	divorced	secondary	yes	6	no	no	cellular	22	aug	239	2	-1	0	unknown	no
10290	46	blue-collar	married	primary	no	642	no	no	unknown	12	jun	110	4	-1	0	unknown	no
16946	25	blue-collar	married	secondary	no	59	yes	no	cellular	25	jul	246	1	-1	0	unknown	no
26456	30	technician	single	secondary	no	4888	yes	no	cellular	20	nov	274	2	-1	0	unknown	no
7911	40	blue-collar	married	primary	no	303	no	no	unknown	30	may	104	6	-1	0	unknown	no
6174	36	blue-collar	married	unknown	no	-417	yes	no	unknown	27	may	597	3	-1	0	unknown	no
6349	37	entrepreneur	married	tertiary	no	836	yes	no	unknown	27	may	129	2	-1	0	unknown	no
19229	51	blue-collar	married	secondary	no	187	yes	no	cellular	6	aug	277	3	-1	0	unknown	no
12163	42	blue-collar	married	secondary	no	525	yes	no	unknown	20	jun	10	6	-1	0	unknown	no
11601	48	technician	married	secondary	no	7	no	no	unknown	19	jun	354	7	-1	0	unknown	no
10334	53	self-employed	married	tertiary	no	4397	yes	no	unknown	12	jun	252	1	-1	0	unknown	no
44898	24	management	single	tertiary	no	393	no	no	cellular	27	sep	1298	1	-1	0	unknown	yes
42823	40	blue-collar	married	secondary	no	275	yes	no	cellular	1	feb	196	2	-1	0	unknown	no
29788	40	unemployed	married	primary	no	69	no	yes	cellular	4	feb	171	1	-1	0	unknown	no
9040	59	retired	divorced	primary	no	-88	yes	no	unknown	5	jun	910	2	-1	0	unknown	yes
15056	30	management	single	tertiary	no	4	yes	no	cellular	17	jul	284	1	-1	0	unknown	no
42375	53	technician	married	secondary	no	1982	yes	yes	cellular	27	nov	160	1	-1	0	unknown	yes
16235	29	technician	single	tertiary	no	48	yes	no	cellular	23	jul	164	1	-1	0	unknown	no
43087	59	unemployed	divorced	secondary	no	7469	no	no	cellular	22	feb	287	1	130	1	failure	no
1018	52	entrepreneur	divorced	primary	no	278	yes	no	unknown	7	may	688	2	-1	0	unknown	no
9614	57	technician	divorced	secondary	no	204	no	no	unknown	6	jun	97	5	-1	0	unknown	no
24117	27	management	single	tertiary	no	185	no	no	cellular	31	oct	18	1	-1	0	unknown	no
42412	42	blue-collar	married	secondary	no	2913	no	no	cellular	4	dec	127	2	184	2	success	no
20	28	blue-collar	married	secondary	no	723	yes	yes	unknown	5	may	262	1	-1	0	unknown	no
11067	52	management	married	tertiary	no	7388	no	yes	unknown	17	jun	291	2	-1	0	unknown	no
40436	58	housemaid	divorced	secondary	no	0	no	no	cellular	2	jul	478	2	-1	0	unknown	yes
32525	25	student	single	secondary	no	1790	no	no	cellular	17	apr	224	1	322	3	failure	no
17317	28	admin.	single	tertiary	no	1104	yes	no	cellular	28	jul	73	7	-1	0	unknown	no
17569	47	entrepreneur	married	tertiary	no	459	yes	no	cellular	29	jul	189	4	-1	0	unknown	no
32163	58	retired	divorced	primary	no	2745	no	yes	cellular	15	apr	469	1	-1	0	unknown	no
622	40	technician	married	secondary	no	109	yes	no	unknown	6	may	147	2	-1	0	unknown	no
36797	44	blue-collar	married	primary	no	887	yes	no	cellular	12	may	165	2	363	1	failure	no
27870	31	technician	married	secondary	no	0	yes	yes	cellular	28	jan	71	1	223	9	other	no
13507	31	services	divorced	unknown	no	0	no	yes	cellular	9	jul	138	1	-1	0	unknown	no
5850	27	unemployed	married	secondary	no	293	yes	no	unknown	26	may	70	3	-1	0	unknown	no
25511	40	management	married	tertiary	no	2168	yes	yes	cellular	19	nov	530	1	-1	0	unknown	no
15627	34	management	married	tertiary	no	13	yes	no	cellular	21	jul	47	1	-1	0	unknown	no
29938	51	unemployed	single	tertiary	no	1594	no	no	telephone	4	feb	197	1	-1	0	unknown	no
22756	33	unemployed	single	secondary	no	0	yes	yes	cellular	25	aug	159	2	-1	0	unknown	no
19212	45	admin.	married	secondary	no	925	no	no	cellular	6	aug	406	2	-1	0	unknown	yes
8118	40	technician	married	secondary	yes	34	yes	no	unknown	2	jun	68	1	-1	0	unknown	no
45071	27	unemployed	single	secondary	no	771	no	no	cellular	21	oct	181	1	302	3	other	yes
24865	38	management	married	tertiary	no	1802	no	no	cellular	18	nov	74	1	-1	0	unknown	no
3168	36	blue-collar	married	secondary	no	-406	yes	yes	unknown	14	may	104	3	-1	0	unknown	no
2201	24	blue-collar	single	secondary	no	117	yes	yes	unknown	12	may	470	1	-1	0	unknown	no
29058	32	services	married	secondary	no	289	yes	no	cellular	2	feb	63	1	257	2	failure	no
10275	52	management	divorced	tertiary	no	50	yes	no	unknown	12	jun	84	3	-1	0	unknown	no
968	53	blue-collar	married	secondary	no	732	yes	no	unknown	7	may	530	2	-1	0	unknown	no
10104	53	admin.	single	secondary	no	-285	no	yes	unknown	11	jun	328	1	-1	0	unknown	no
37398	22	management	single	tertiary	no	374	yes	no	cellular	13	may	158	5	-1	0	unknown	no
18592	38	technician	married	secondary	no	2398	yes	yes	cellular	31	jul	18	33	-1	0	unknown	no
16626	47	housemaid	married	primary	no	0	yes	no	telephone	24	jul	193	1	-1	0	unknown	no
28097	31	services	single	unknown	yes	-10	no	no	cellular	28	jan	134	2	-1	0	unknown	no
36499	43	admin.	single	secondary	no	277	yes	no	cellular	12	may	315	2	363	1	failure	no
43195	29	student	single	unknown	no	7585	no	no	cellular	3	mar	145	2	198	1	failure	yes
3350	34	blue-collar	married	secondary	no	298	yes	no	unknown	15	may	182	1	-1	0	unknown	no
