	age	job	marital	education	default	balance	housing	loan	contact	day	month	duration	campaign	pdays	previous	poutcome	y
32596	28	entrepreneur	married	secondary	no	490	yes	no	cellular	17	apr	728	1	316	3	other	no
31055	85	retired	married	primary	no	12114	no	no	telephone	12	feb	165	2	-1	0	unknown	yes
44978	58	admin.	married	secondary	no	3927	no	no	cellular	11	oct	124	3	363	1	failure	no
12058	41	technician	single	secondary	no	1147	yes	no	unknown	20	jun	17	10	-1	0	unknown	no
26126	49	technician	married	secondary	no	0	yes	no	cellular	19	nov	102	2	-1	0	unknown	no
14989	36	technician	married	secondary	no	522	yes	no	cellular	17	jul	185	1	-1	0	unknown	no
32466	53	management	married	tertiary	no	1319	yes	no	cellular	16	apr	427	1	150	1	failure	no
3523	48	blue-collar	married	primary	no	559	yes	no	unknown	15	may	1231	2	-1	0	unknown	no
19118	38	admin.	married	tertiary	no	1980	no	no	cellular	5	aug	176	2	-1	0	unknown	no
35197	30	admin.	married	tertiary	no	400	yes	no	cellular	7	may	223	1	-1	0	unknown	no
30925	34	admin.	married	secondary	no	764	no	no	cellular	9	feb	89	2	-1	0	unknown	no
16141	40	management	married	tertiary	no	995	yes	no	cellular	22	jul	96	2	-1	0	unknown	no
28984	40	admin.	married	secondary	no	5	no	no	cellular	2	feb	174	1	-1	0	unknown	no
34808	30	admin.	married	secondary	no	-150	yes	no	cellular	6	may	174	1	365	1	failure	no
4289	34	admin.	married	secondary	no	645	yes	no	unknown	19	may	420	1	-1	0	unknown	no
19960	41	management	married	tertiary	no	3353	no	no	cellular	8	aug	51	2	-1	0	unknown	no
12947	39	blue-collar	married	unknown	no	18	no	no	cellular	7	jul	75	3	-1	0	unknown	no
29406	29	technician	single	secondary	no	286	no	no	telephone	2	feb	70	2	-1	0	unknown	no
27675	30	services	married	secondary	no	9531	no	no	cellular	21	nov	105	4	-1	0	unknown	no
18951	46	blue-collar	married	secondary	no	-396	no	yes	cellular	4	aug	115	1	-1	0	unknown	no
12740	42	blue-collar	divorced	secondary	no	3407	no	no	cellular	7	jul	277	2	-1	0	unknown	no
38531	34	blue-collar	divorced	primary	no	390	yes	no	cellular	15	may	372	2	371	2	success	no
29283	38	unemployed	single	secondary	no	2876	no	no	cellular	2	feb	245	2	-1	0	unknown	no
13728	52	entrepreneur	married	primary	no	-104	no	yes	cellular	10	jul	124	1	-1	0	unknown	no
18267	38	unemployed	married	primary	no	311	no	no	telephone	31	jul	80	11	-1	0	unknown	no
40946	43	retired	divorced	primary	no	5805	no	no	cellular	13	aug	111	5	-1	0	unknown	no
35814	47	blue-collar	divorced	primary	no	603	yes	yes	cellular	8	may	1080	1	-1	0	unknown	yes
29043	40	unemployed	single	tertiary	no	97	yes	yes	cellular	2	feb	73	1	252	1	failure	no
9072	46	management	divorced	tertiary	no	743	no	no	unknown	5	jun	36	2	-1	0	unknown	no
10047	47	technician	divorced	secondary	no	450	no	no	unknown	11	jun	40	5	-1	0	unknown	no
34332	32	blue-collar	single	secondary	no	400	no	no	cellular	4	may	268	3	-1	0	unknown	yes
27015	43	management	married	tertiary	no	0	no	no	cellular	21	nov	107	2	-1	0	unknown	no
40827	33	admin.	divorced	secondary	no	661	yes	no	cellular	11	aug	108	1	99	7	failure	no
43144	27	services	single	secondary	no	195	yes	no	cellular	25	feb	416	3	-1	0	unknown	yes
17658	44	technician	married	secondary	no	1226	yes	yes	cellular	29	jul	51	2	-1	0	unknown	no
41101	82	retired	married	secondary	no	276	no	no	telephone	17	aug	199	1	-1	0	unknown	yes
23089	37	management	single	tertiary	no	-533	no	no	cellular	26	aug	234	4	-1	0	unknown	no
27784	49	management	married	tertiary	no	865	no	no	cellular	28	jan	280	1	-1	0	unknown	no
15302	32	admin.	married	secondary	no	280	yes	no	cellular	18	jul	59	4	-1	0	unknown	no
27513	50	retired	married	secondary	no	1047	no	no	cellular	21	nov	98	5	-1	0	unknown	no
37549	30	blue-collar	married	secondary	no	2583	yes	no	cellular	14	may	436	3	-1	0	unknown	no
4264	45	blue-collar	married	secondary	no	42	yes	no	unknown	19	may	125	5	-1	0	unknown	no
37718	30	technician	married	secondary	no	0	yes	no	cellular	14	may	47	3	-1	0	unknown	no
44766	51	housemaid	divorced	primary	no	127	no	no	unknown	13	sep	69	1	-1	0	unknown	no
43762	61	technician	married	secondary	no	1191	no	no	cellular	21	may	214	4	-1	0	unknown	yes
26104	35	unemployed	married	secondary	no	759	no	no	cellular	19	nov	556	3	-1	0	unknown	no
28205	51	management	single	tertiary	no	0	yes	no	telephone	29	jan	121	1	244	2	failure	no
23934	40	technician	divorced	secondary	no	0	no	no	cellular	29	aug	299	3	-1	0	unknown	no
43389	34	blue-collar	married	primary	no	1666	yes	no	unknown	31	mar	30	1	-1	0	unknown	no
35250	41	management	married	primary	no	733	yes	no	cellular	7	may	69	1	335	7	failure	no
19242	33	housemaid	married	primary	no	580	no	no	cellular	6	aug	209	2	-1	0	unknown	no
328	57	technician	married	unknown	no	206	yes	no	unknown	5	may	216	3	-1	0	unknown	no
33029	34	blue-collar	married	secondary	no	3186	yes	no	cellular	17	apr	321	2	-1	0	unknown	no
20202	59	retired	married	secondary	no	997	no	yes	cellular	11	aug	250	4	-1	0	unknown	no
34754	34	technician	single	secondary	no	22	yes	no	cellular	6	may	197	1	-1	0	unknown	no
7437	28	management	single	tertiary	no	1086	yes	no	unknown	29	may	128	2	-1	0	unknown	no
27166	31	admin.	married	secondary	no	457	yes	no	cellular	21	nov	283	1	171	5	failure	no
37949	28	student	single	secondary	no	1377	yes	no	cellular	14	may	688	2	-1	0	unknown	yes
16408	57	management	married	tertiary	no	246	yes	no	cellular	23	jul	322	2	-1	0	unknown	no
28619	28	technician	single	secondary	no	8	yes	no	cellular	29	jan	389	2	254	3	failure	no
20359	53	self-employed	married	primary	no	2639	no	no	cellular	11	aug	304	4	-1	0	unknown	no
21927	32	technician	married	secondary	no	20	no	no	cellular	20	aug	210	2	-1	0	unknown	no
44502	34	management	married	tertiary	no	573	no	no	cellular	10	aug	122	1	-1	0	unknown	no
28196	41	management	married	tertiary	no	-412	yes	no	cellular	29	jan	85	1	195	5	other	no
3397	41	blue-collar	married	secondary	yes	-204	yes	no	unknown	15	may	50	7	-1	0	unknown	no
14057	33	admin.	single	secondary	no	32	no	no	cellular	11	jul	43	1	-1	0	unknown	no
30042	53	blue-collar	divorced	primary	no	255	yes	no	cellular	4	feb	134	2	272	2	failure	no
18488	41	services	married	secondary	no	-459	yes	no	cellular	31	jul	162	2	-1	0	unknown	no
6548	43	blue-collar	married	primary	no	-127	yes	no	unknown	27	may	102	3	-1	0	unknown	no
27480	31	management	single	tertiary	no	3283	no	no	cellular	21	nov	377	1	-1	0	unknown	no
11176	49	blue-collar	married	secondary	no	1743	no	no	unknown	18	jun	68	1	-1	0	unknown	no
15245	58	technician	married	tertiary	no	1692	yes	no	telephone	17	jul	517	5	-1	0	unknown	no
3210	60	retired	married	secondary	no	2537	yes	yes	unknown	15	may	230	1	-1	0	unknown	no
31265	45	admin.	divorced	secondary	no	2353	yes	no	cellular	5	mar	182	1	107	2	other	yes
24382	51	services	married	secondary	no	1191	no	yes	cellular	17	nov	214	1	-1	0	unknown	no
21189	48	blue-collar	married	primary	no	-83	no	no	cellular	14	aug	136	3	-1	0	unknown	no
8888	29	admin.	divorced	secondary	yes	-489	yes	no	unknown	4	jun	249	2	-1	0	unknown	no
19608	30	management	married	tertiary	no	3330	no	no	cellular	7	aug	109	6	-1	0	unknown	no
25338	35	management	married	tertiary	no	2472	no	no	cellular	18	nov	586	2	-1	0	unknown	no
27955	54	admin.	married	secondary	no	1279	yes	yes	cellular	28	jan	102	2	-1	0	unknown	no
11778	37	unemployed	married	secondary	no	1038	no	no	unknown	20	jun	307	3	-1	0	unknown	no
1493	38	blue-collar	married	primary	no	362	yes	no	unknown	8	may	100	5	-1	0	unknown	no
40567	69	retired	married	primary	no	154	no	no	cellular	13	jul	144	4	-1	0	unknown	no
6286	31	blue-collar	single	secondary	no	116	yes	no	unknown	27	may	261	1	-1	0	unknown	no
6958	26	blue-collar	married	secondary	no	-284	yes	no	unknown	28	may	207	3	-1	0	unknown	no
20998	41	management	married	tertiary	no	1194	no	no	cellular	14	aug	50	5	-1	0	unknown	no
23558	32	technician	single	tertiary	no	632	yes	no	cellular	28	aug	82	7	-1	0	unknown	no
13273	31	blue-collar	single	primary	no	485	no	yes	cellular	8	jul	447	2	-1	0	unknown	no
12813	39	admin.	married	secondary	no	2319	no	no	cellular	7	jul	84	1	-1	0	unknown	no
12047	53	retired	divorced	secondary	no	797	no	no	unknown	20	jun	14	6	-1	0	unknown	no
18078	60	housemaid	married	primary	no	726	no	yes	cellular	30	jul	94	5	-1	0	unknown	no
41020	45	management	single	tertiary	no	2067	yes	no	cellular	13	aug	393	2	462	1	success	yes
21050	43	management	married	tertiary	no	696	no	no	cellular	14	aug	110	8	-1	0	unknown	no
26338	30	services	married	secondary	no	586	yes	no	cellular	20	nov	148	6	176	4	failure	no
29700	51	retired	single	secondary	no	5885	no	no	telephone	3	feb	134	6	-1	0	unknown	no
25509	58	entrepreneur	married	tertiary	no	6384	no	no	cellular	19	nov	90	3	-1	0	unknown	no
13695	36	admin.	divorced	primary	no	227	no	no	cellular	9	jul	185	1	-1	0	unknown	no
19185	50	services	married	unknown	no	37	no	no	cellular	5	aug	307	4	-1	0	unknown	no
26191	49	self-employed	divorced	secondary	no	-478	yes	yes	cellular	20	nov	291	1	-1	0	unknown	no
12668	32	blue-collar	divorced	primary	no	4805	no	yes	cellular	4	jul	138	3	-1	0	unknown	no
21192	52	blue-collar	married	primary	no	66653	no	no	cellular	14	aug	109	3	-1	0	unknown	no
17706	45	management	single	tertiary	no	2532	no	no	cellular	29	jul	64	6	-1	0	unknown	no
20414	31	technician	single	secondary	no	826	yes	no	cellular	12	aug	246	2	-1	0	unknown	no
2934	33	technician	single	secondary	no	189	yes	no	unknown	14	may	260	1	-1	0	unknown	no
34477	52	admin.	married	primary	no	576	yes	no	cellular	5	may	139	1	286	1	failure	no
44796	39	management	married	unknown	no	76	no	no	cellular	15	sep	200	1	183	1	success	yes
44298	33	services	single	unknown	no	2297	no	no	cellular	27	jul	527	1	-1	0	unknown	yes
16098	50	blue-collar	married	secondary	no	2013	no	yes	cellular	22	jul	226	1	-1	0	unknown	no
22602	53	services	married	secondary	no	1	no	no	cellular	22	aug	120	10	-1	0	unknown	no
33027	29	blue-collar	married	primary	no	459	yes	yes	cellular	17	apr	202	3	318	1	failure	no
2624	53	admin.	divorced	secondary	no	887	yes	no	unknown	13	may	169	2	-1	0	unknown	no
42985	44	management	married	tertiary	no	1791	no	no	cellular	11	feb	71	1	190	1	success	yes
18040	41	management	single	unknown	no	335	no	no	cellular	30	jul	44	4	-1	0	unknown	no
24561	52	retired	married	secondary	no	5057	no	no	cellular	17	nov	104	1	-1	0	unknown	no
38992	29	admin.	married	secondary	no	22171	yes	no	cellular	18	may	44	1	355	3	failure	no
27534	46	self-employed	divorced	tertiary	no	8017	yes	yes	cellular	21	nov	169	2	-1	0	unknown	no
33530	36	admin.	married	secondary	no	421	yes	no	cellular	20	apr	246	2	334	3	other	no
14743	27	entrepreneur	married	tertiary	no	139	no	no	cellular	15	jul	448	5	-1	0	unknown	yes
20745	36	management	divorced	tertiary	no	59	no	no	cellular	13	aug	526	2	-1	0	unknown	yes
15256	35	admin.	married	secondary	no	449	yes	no	cellular	17	jul	43	8	-1	0	unknown	no
41867	70	retired	married	secondary	no	3175	no	no	cellular	19	oct	115	2	-1	0	unknown	no
32826	42	services	married	secondary	no	1545	yes	no	cellular	17	apr	426	3	323	3	failure	no
35236	32	technician	single	secondary	no	129	yes	no	cellular	7	may	213	1	-1	0	unknown	no
28199	29	unemployed	single	secondary	no	323	no	no	cellular	29	jan	151	1	-1	0	unknown	no
22405	35	management	married	tertiary	no	-126	no	no	cellular	22	aug	82	2	-1	0	unknown	no
39477	49	technician	divorced	secondary	no	972	no	no	cellular	25	may	613	2	-1	0	unknown	no
494	30	blue-collar	divorced	secondary	no	-209	yes	no	unknown	6	may	188	2	-1	0	unknown	no
32916	36	blue-collar	divorced	secondary	no	313	yes	yes	cellular	17	apr	264	2	-1	0	unknown	no
14924	38	blue-collar	married	secondary	no	329	yes	yes	cellular	16	jul	111	4	-1	0	unknown	no
3747	37	management	single	tertiary	no	499	yes	no	unknown	16	may	537	1	-1	0	unknown	no
41619	19	student	single	unknown	no	179	no	no	cellular	24	sep	62	3	-1	0	unknown	no
19440	30	management	single	tertiary	no	223	no	no	cellular	6	aug	106	3	-1	0	unknown	no
40309	25	student	single	secondary	no	548	no	yes	cellular	16	jun	281	1	-1	0	unknown	no
23474	55	technician	married	secondary	no	3207	no	no	cellular	28	aug	85	12	-1	0	unknown	no
10023	35	housemaid	single	unknown	no	4378	no	no	unknown	9	jun	376	3	-1	0	unknown	no
6754	47	technician	married	secondary	no	970	yes	no	unknown	28	may	742	3	-1	0	unknown	no
21116	42	management	married	tertiary	no	36	no	no	cellular	14	aug	366	2	-1	0	unknown	no
19332	48	admin.	married	secondary	no	490	no	no	cellular	6	aug	136	2	-1	0	unknown	no
9558	37	self-employed	single	tertiary	no	1549	no	no	unknown	6	jun	48	2	-1	0	unknown	no
1197	51	management	married	primary	yes	57	yes	yes	unknown	8	may	61	1	-1	0	unknown	no
35463	24	management	single	tertiary	no	1085	no	yes	cellular	7	may	95	6	-1	0	unknown	no
28394	43	services	single	secondary	no	620	no	yes	cellular	29	jan	155	1	-1	0	unknown	no
1882	34	admin.	married	secondary	no	-312	yes	no	unknown	9	may	232	1	-1	0	unknown	no
28506	40	management	single	tertiary	no	732	no	no	cellular	29	jan	148	2	-1	0	unknown	no
19731	51	housemaid	married	primary	no	1138	no	no	cellular	7	aug	265	3	-1	0	unknown	no
27004	41	entrepreneur	divorced	tertiary	no	285	no	yes	cellular	21	nov	158	1	-1	0	unknown	no
5738	46	blue-collar	married	primary	no	537	no	no	unknown	26	may	222	5	-1	0	unknown	no
40441	56	blue-collar	married	primary	no	1137	no	no	telephone	2	jul	176	1	-1	0	unknown	yes
38594	40	blue-collar	married	secondary	no	5	yes	no	cellular	15	may	364	2	-1	0	unknown	no
16739	47	blue-collar	married	unknown	no	2458	no	no	cellular	24	jul	172	3	-1	0	unknown	no
609	32	services	married	secondary	no	243	yes	yes	unknown	6	may	144	1	-1	0	unknown	no
8506	40	blue-collar	married	primary	no	1698	yes	yes	unknown	3	jun	240	5	-1	0	unknown	no
37871	42	blue-collar	divorced	primary	no	1563	yes	no	cellular	14	may	164	2	364	1	failure	no
42126	48	management	married	secondary	no	0	yes	yes	cellular	3	nov	1233	1	351	2	failure	yes
42993	31	management	single	tertiary	no	533	no	no	cellular	11	feb	144	1	91	9	success	yes
3801	28	blue-collar	married	primary	no	507	yes	no	unknown	16	may	359	1	-1	0	unknown	no
14395	33	services	married	secondary	no	0	yes	no	cellular	14	jul	163	2	-1	0	unknown	no
27392	31	technician	married	tertiary	no	95	no	no	cellular	21	nov	48	6	-1	0	unknown	no
27436	49	management	married	tertiary	no	22520	no	no	cellular	21	nov	579	9	-1	0	unknown	yes
7447	32	technician	divorced	secondary	no	211	yes	yes	unknown	29	may	230	4	-1	0	unknown	no
133	55	admin.	single	secondary	no	802	yes	yes	unknown	5	may	100	2	-1	0	unknown	no
11974	29	technician	single	secondary	no	142	yes	yes	unknown	20	jun	312	2	-1	0	unknown	no
44490	26	admin.	married	secondary	no	284	no	no	unknown	10	aug	11	1	-1	0	unknown	no
287	50	technician	single	tertiary	no	339	yes	no	unknown	5	may	2	3	-1	0	unknown	no
12342	25	admin.	single	secondary	no	681	yes	no	unknown	26	jun	105	3	-1	0	unknown	no
4032	44	blue-collar	married	primary	no	75	no	no	unknown	16	may	107	3	-1	0	unknown	no
13294	60	management	married	tertiary	no	0	yes	no	cellular	8	jul	59	1	-1	0	unknown	no
10562	54	blue-collar	married	primary	no	0	no	no	unknown	16	jun	101	6	-1	0	unknown	no
28436	53	admin.	single	secondary	no	393	no	no	cellular	29	jan	69	1	-1	0	unknown	no
39386	36	management	single	tertiary	no	490	no	no	cellular	22	may	72	1	-1	0	unknown	no
41541	67	retired	married	primary	no	708	no	no	cellular	11	sep	96	2	-1	0	unknown	no
8960	29	management	married	tertiary	no	941	yes	no	unknown	4	jun	570	11	-1	0	unknown	no
10278	37	management	single	tertiary	no	8828	no	no	unknown	12	jun	1010	3	-1	0	unknown	yes
16369	29	housemaid	married	primary	no	417	no	no	cellular	23	jul	108	2	-1	0	unknown	no
30327	28	entrepreneur	single	tertiary	no	16	no	no	cellular	5	feb	48	1	-1	0	unknown	no
29994	28	services	single	secondary	no	458	no	no	cellular	4	feb	112	4	201	3	failure	no
18085	47	blue-collar	married	primary	no	269	yes	no	cellular	30	jul	145	5	-1	0	unknown	no
41097	55	entrepreneur	married	tertiary	no	0	no	no	cellular	17	aug	116	1	-1	0	unknown	no
37116	31	services	single	secondary	no	6737	yes	no	cellular	13	may	12	7	-1	0	unknown	no
8453	37	management	married	tertiary	no	0	yes	no	unknown	3	jun	247	13	-1	0	unknown	no
25333	51	management	married	tertiary	no	1612	yes	no	cellular	18	nov	61	2	131	1	failure	no
963	48	services	divorced	secondary	no	852	yes	yes	unknown	7	may	202	1	-1	0	unknown	no
15226	34	unemployed	married	secondary	no	2126	yes	no	cellular	17	jul	215	2	-1	0	unknown	no
43974	75	retired	married	secondary	no	468	no	no	telephone	24	jun	316	1	-1	0	unknown	no
39973	52	management	divorced	tertiary	no	2104	no	no	cellular	3	jun	210	2	-1	0	unknown	yes
16766	47	blue-collar	divorced	secondary	no	506	no	no	cellular	24	jul	134	1	-1	0	unknown	no
9059	55	retired	divorced	tertiary	no	1218	no	yes	unknown	5	jun	145	1	-1	0	unknown	no
19779	31	management	single	tertiary	no	30	no	no	cellular	8	aug	161	2	-1	0	unknown	no
1485	42	technician	married	secondary	no	0	no	yes	unknown	8	may	7	3	-1	0	unknown	no
3711	42	admin.	divorced	secondary	no	63	no	no	unknown	16	may	88	6	-1	0	unknown	no
24871	59	blue-collar	married	primary	no	14	yes	yes	cellular	18	nov	319	2	182	1	failure	no
16756	43	management	married	secondary	no	5	yes	no	cellular	24	jul	953	1	-1	0	unknown	no
35162	26	blue-collar	single	secondary	no	7475	yes	no	cellular	7	may	204	1	-1	0	unknown	no
6291	29	blue-collar	married	primary	no	715	yes	no	unknown	27	may	170	1	-1	0	unknown	no
36055	40	blue-collar	married	secondary	no	6767	yes	no	cellular	11	may	431	1	172	2	failure	no
44719	28	management	single	tertiary	no	890	yes	no	cellular	7	sep	201	1	-1	0	unknown	yes
17960	55	services	divorced	secondary	no	1817	no	no	cellular	30	jul	404	4	-1	0	unknown	no
34968	55	blue-collar	married	primary	no	663	yes	no	cellular	6	may	230	1	-1	0	unknown	no
21662	43	technician	married	secondary	no	0	no	no	cellular	19	aug	103	2	-1	0	unknown	no
11149	46	management	single	tertiary	no	46	no	yes	unknown	18	jun	107	1	-1	0	unknown	no
14860	57	technician	married	primary	no	0	no	no	cellular	16	jul	214	1	-1	0	unknown	no
18388	37	technician	single	secondary	no	884	yes	yes	cellular	31	jul	128	2	-1	0	unknown	no
31298	70	retired	married	secondary	no	6422	no	no	cellular	10	mar	122	1	-1	0	unknown	yes
29420	33	management	married	tertiary	no	644	yes	yes	cellular	3	feb	124	2	271	2	failure	no
13528	60	retired	married	unknown	no	2150	yes	yes	cellular	9	jul	119	1	-1	0	unknown	no
1194	43	management	married	tertiary	no	870	yes	yes	unknown	8	may	528	1	-1	0	unknown	no
20990	35	technician	single	tertiary	no	755	no	no	cellular	14	aug	125	2	-1	0	unknown	no
34032	28	technician	single	secondary	no	227	no	no	cellular	30	apr	278	1	-1	0	unknown	yes
10400	35	blue-collar	married	primary	no	1116	yes	no	unknown	12	jun	124	1	-1	0	unknown	no
32529	28	student	single	secondary	no	378	yes	no	cellular	17	apr	346	1	-1	0	unknown	no
43737	38	management	married	tertiary	no	1276	no	no	cellular	17	may	272	2	182	3	success	yes
32391	32	services	married	secondary	no	1273	yes	no	cellular	16	apr	1365	2	328	1	failure	yes
23585	59	retired	married	secondary	no	0	no	no	cellular	28	aug	359	7	-1	0	unknown	no
43291	74	retired	married	tertiary	no	1843	no	no	cellular	15	mar	192	1	185	2	success	yes
14277	28	technician	single	secondary	no	36	no	no	cellular	14	jul	158	3	-1	0	unknown	no
27169	46	self-employed	married	primary	no	2747	no	no	cellular	21	nov	162	2	-1	0	unknown	no
31131	31	management	married	tertiary	no	131	no	no	cellular	18	feb	332	2	-1	0	unknown	yes
9156	55	management	single	tertiary	no	7025	no	no	unknown	5	jun	139	3	-1	0	unknown	no
33164	31	admin.	single	secondary	no	483	yes	yes	cellular	20	apr	159	2	-1	0	unknown	no
32024	41	management	married	tertiary	no	-456	no	no	cellular	14	apr	427	4	144	1	failure	no
