	age	workclass	fnlwgt	education	education_num	marital_status	occupation	relationship	race	sex	capital_gain	capital_loss	hours_per_week	native_country	class
30715	31	Private	129775	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	65	United-States	<=50K
24063	61	Private	143800	10th	6	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	50	United-States	>50K
23973	37	Private	112271	11th	7	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
20170	64	Self-emp-not-inc	149698	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
10464	31	Private	118551	9th	5	Divorced	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
17540	48	Private	143098	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	0	1902	40	China	>50K
6785	42	Local-gov	255675	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
12097	21	Private	104981	Some-college	10	Never-married	Prof-specialty	Own-child	White	Male	0	0	48	United-States	<=50K
10210	90	Self-emp-not-inc	282095	Some-college	10	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	40	United-States	<=50K
24376	22	Private	233955	Bachelors	13	Never-married	Prof-specialty	Not-in-family	Amer-Indian-Eskimo	Female	14344	0	40	United-States	>50K
3509	18	Private	89478	Some-college	10	Never-married	Sales	Own-child	White	Female	0	0	20	United-States	<=50K
25501	38	State-gov	321943	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
14694	47	Self-emp-not-inc	213745	Some-college	10	Divorced	Other-service	Unmarried	White	Female	0	0	45	United-States	<=50K
22194	55	Private	160362	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	>50K
24086	25	Private	208591	HS-grad	9	Never-married	Machine-op-inspct	Own-child	White	Male	0	0	40	United-States	<=50K
27092	37	Private	138192	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	45	United-States	<=50K
24209	60	Local-gov	195453	Assoc-voc	11	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	60	United-States	>50K
6181	50	Private	178530	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	60	United-States	>50K
22696	31	Private	167725	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	15024	0	48	Philippines	>50K
20736	42	Private	172297	Masters	14	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	1902	40	United-States	>50K
19552	51	Private	317396	Some-college	10	Divorced	Adm-clerical	Unmarried	White	Female	0	0	40	United-States	<=50K
29609	43	Self-emp-inc	130126	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	15024	0	45	United-States	>50K
28189	38	Private	114059	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	60	United-States	<=50K
30286	62	Private	223975	7th-8th	4	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	20	United-States	<=50K
15114	27	Private	152951	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
23844	50	Private	128143	Bachelors	13	Married-civ-spouse	Craft-repair	Husband	White	Male	0	1887	50	United-States	>50K
20716	52	Private	155433	5th-6th	3	Never-married	Machine-op-inspct	Not-in-family	White	Female	0	0	40	?	<=50K
11383	29	Private	108594	HS-grad	9	Never-married	Craft-repair	Own-child	White	Male	0	0	40	United-States	<=50K
7252	26	Private	177929	Bachelors	13	Never-married	Sales	Not-in-family	White	Male	0	0	48	United-States	<=50K
5716	19	Private	274657	5th-6th	3	Never-married	Other-service	Not-in-family	White	Male	0	0	50	Guatemala	<=50K
29972	47	Private	293623	11th	7	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	Dominican-Republic	<=50K
12026	56	Private	195668	10th	6	Married-civ-spouse	Other-service	Husband	White	Male	0	0	35	Cuba	>50K
696	35	Private	203628	Masters	14	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	60	United-States	>50K
3418	46	State-gov	192779	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	7688	0	40	United-States	>50K
13712	18	Private	27780	HS-grad	9	Never-married	Sales	Own-child	White	Female	0	0	25	United-States	<=50K
32532	34	Private	204461	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	60	United-States	>50K
21735	42	Private	78765	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	3103	0	45	United-States	>50K
25241	29	Private	110226	Masters	14	Never-married	Sales	Not-in-family	White	Male	0	0	65	?	<=50K
30833	25	Private	110978	Assoc-acdm	12	Married-civ-spouse	Adm-clerical	Wife	Asian-Pac-Islander	Female	0	0	37	India	>50K
31578	36	State-gov	179488	Bachelors	13	Married-civ-spouse	Protective-serv	Husband	White	Male	7298	0	55	United-States	>50K
1868	46	Private	187226	9th	5	Divorced	Other-service	Not-in-family	White	Male	0	0	25	United-States	<=50K
23683	58	Private	142158	Bachelors	13	Divorced	Exec-managerial	Unmarried	White	Female	0	0	35	United-States	<=50K
24804	40	Self-emp-inc	111483	Bachelors	13	Never-married	Prof-specialty	Own-child	White	Male	0	0	40	United-States	<=50K
15433	31	Private	25216	Bachelors	13	Divorced	Exec-managerial	Unmarried	White	Female	0	0	40	United-States	<=50K
18713	30	Private	293512	Assoc-voc	11	Never-married	Prof-specialty	Not-in-family	Black	Male	0	0	40	United-States	<=50K
4750	65	Self-emp-inc	208452	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	35	United-States	>50K
8267	39	Private	110713	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	50	United-States	>50K
15847	46	Local-gov	125457	Masters	14	Married-civ-spouse	Prof-specialty	Husband	Black	Male	0	0	38	United-States	>50K
3220	47	Self-emp-inc	101926	Bachelors	13	Divorced	Exec-managerial	Not-in-family	White	Male	0	0	70	United-States	>50K
19436	35	Private	103986	Assoc-voc	11	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	40	United-States	>50K
22733	49	Private	43348	Masters	14	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	40	United-States	>50K
15257	53	Private	341439	Masters	14	Never-married	Exec-managerial	Not-in-family	White	Female	0	0	60	United-States	>50K
7041	35	Private	141896	12th	8	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
32195	41	Private	112283	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	60	United-States	>50K
3135	60	Private	191188	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	<=50K
5870	51	Private	320513	7th-8th	4	Married-spouse-absent	Craft-repair	Not-in-family	Black	Male	0	0	50	Dominican-Republic	<=50K
11737	47	Private	274883	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	<=50K
22991	36	Private	198841	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
18597	59	Federal-gov	190541	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
24839	44	Private	227065	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
14104	80	Private	148623	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	35	United-States	>50K
2738	37	Private	93717	Some-college	10	Married-civ-spouse	Adm-clerical	Wife	White	Female	7298	0	45	United-States	>50K
31159	50	Private	228238	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
23304	66	Local-gov	188220	HS-grad	9	Widowed	Adm-clerical	Unmarried	White	Female	0	0	35	United-States	>50K
25492	58	Private	374108	Some-college	10	Divorced	Prof-specialty	Unmarried	White	Female	0	0	40	United-States	<=50K
4471	46	Private	175109	HS-grad	9	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	1485	40	United-States	>50K
21347	30	Private	196385	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	15024	0	35	United-States	>50K
24912	34	Private	102858	HS-grad	9	Separated	Adm-clerical	Unmarried	White	Male	0	0	40	United-States	<=50K
31551	33	Private	188246	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	<=50K
28624	26	Local-gov	283217	Some-college	10	Never-married	Protective-serv	Own-child	White	Male	0	0	40	United-States	<=50K
23288	55	Local-gov	159028	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	<=50K
12889	33	Private	164190	Assoc-voc	11	Married-civ-spouse	Craft-repair	Husband	White	Male	7298	0	40	United-States	>50K
10346	22	Private	239612	HS-grad	9	Never-married	Adm-clerical	Own-child	White	Male	0	0	20	United-States	<=50K
31825	49	Private	133669	Some-college	10	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	>50K
29500	50	Private	313546	HS-grad	9	Separated	Other-service	Unmarried	Black	Female	0	0	40	United-States	<=50K
6643	43	Private	178417	Bachelors	13	Divorced	Prof-specialty	Not-in-family	White	Male	0	0	40	United-States	<=50K
16862	35	Self-emp-not-inc	193260	Masters	14	Married-civ-spouse	Sales	Husband	Asian-Pac-Islander	Male	0	0	40	?	>50K
24038	28	Private	141957	Assoc-acdm	12	Married-civ-spouse	Tech-support	Husband	White	Male	0	1887	70	United-States	>50K
19416	50	Private	31014	HS-grad	9	Married-civ-spouse	Prof-specialty	Wife	White	Female	0	0	40	United-States	>50K
9190	44	Self-emp-not-inc	231348	Some-college	10	Married-civ-spouse	Other-service	Husband	White	Male	0	0	40	United-States	>50K
11255	30	Private	84119	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	2051	40	United-States	<=50K
30518	38	Self-emp-not-inc	245372	Some-college	10	Married-civ-spouse	Prof-specialty	Husband	White	Male	3137	0	50	United-States	<=50K
10525	23	Private	188505	Bachelors	13	Never-married	Other-service	Own-child	White	Female	0	0	25	United-States	<=50K
24347	38	Private	192930	HS-grad	9	Separated	Sales	Unmarried	White	Female	0	0	10	United-States	<=50K
21605	28	Private	100829	Bachelors	13	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	0	50	United-States	>50K
19672	69	Private	269499	HS-grad	9	Widowed	Handlers-cleaners	Not-in-family	White	Female	0	0	8	United-States	<=50K
9353	18	?	85154	12th	8	Never-married	?	Own-child	Asian-Pac-Islander	Female	0	0	24	Germany	<=50K
23983	59	Private	200700	Bachelors	13	Married-civ-spouse	Craft-repair	Husband	Black	Male	0	0	48	United-States	>50K
14594	51	Private	339905	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	7688	0	40	United-States	>50K
19893	25	Self-emp-inc	148888	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	60	United-States	>50K
24362	29	Private	53271	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
7258	42	State-gov	102343	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	0	0	72	India	>50K
4438	68	Private	128472	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	55	United-States	>50K
19727	38	Private	152237	Bachelors	13	Never-married	Sales	Not-in-family	White	Male	0	0	45	?	>50K
24208	19	Private	194905	Some-college	10	Never-married	Other-service	Own-child	White	Female	0	0	30	United-States	<=50K
6384	35	Private	38948	Some-college	10	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
5447	20	Private	89991	Some-college	10	Never-married	Other-service	Own-child	White	Female	0	0	32	United-States	<=50K
6512	37	Self-emp-not-inc	188774	Bachelors	13	Never-married	Protective-serv	Not-in-family	White	Male	0	0	55	United-States	>50K
2236	60	Private	207665	HS-grad	9	Married-civ-spouse	Tech-support	Wife	White	Female	0	0	40	United-States	>50K
28315	39	Private	365739	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
31483	47	Self-emp-not-inc	33300	Assoc-acdm	12	Never-married	Farming-fishing	Other-relative	White	Male	10520	0	45	United-States	>50K
5188	33	Private	124187	11th	7	Never-married	Transport-moving	Not-in-family	Black	Male	0	0	60	United-States	<=50K
26311	35	State-gov	154410	Some-college	10	Never-married	Farming-fishing	Own-child	White	Male	0	0	40	United-States	<=50K
19837	43	Private	160246	Some-college	10	Divorced	Prof-specialty	Unmarried	Black	Female	0	0	40	United-States	<=50K
29140	31	Private	29662	Some-college	10	Never-married	Sales	Not-in-family	White	Female	0	0	60	United-States	<=50K
1182	36	Private	416745	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	<=50K
19518	29	Self-emp-not-inc	181466	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	35	United-States	<=50K
14143	28	Private	190525	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	46	United-States	>50K
32290	31	Private	47151	HS-grad	9	Never-married	Other-service	Not-in-family	White	Female	0	0	56	United-States	<=50K
28652	50	Self-emp-not-inc	42402	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	2415	30	United-States	>50K
15746	31	Private	181091	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K
5765	32	Local-gov	217296	HS-grad	9	Married-civ-spouse	Transport-moving	Wife	White	Female	4064	0	22	United-States	<=50K
5224	51	Private	193720	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	45	United-States	>50K
643	36	Private	188563	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	5178	0	50	United-States	>50K
26967	49	Self-emp-inc	101722	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	60	United-States	>50K
7989	47	Local-gov	174533	Assoc-voc	11	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
8914	35	Private	287548	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	55	United-States	>50K
9651	34	Private	188900	Bachelors	13	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	0	40	United-States	<=50K
21939	20	Private	181761	HS-grad	9	Never-married	Adm-clerical	Own-child	White	Female	0	0	40	United-States	<=50K
26987	37	State-gov	29145	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
19350	38	Private	183279	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	43	United-States	<=50K
10945	45	Private	187581	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
16420	32	Private	430175	HS-grad	9	Divorced	Craft-repair	Other-relative	Black	Female	0	0	50	United-States	<=50K
9930	33	Private	345277	Bachelors	13	Never-married	Tech-support	Not-in-family	White	Female	0	0	45	United-States	>50K
5095	24	State-gov	165201	Some-college	10	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	45	United-States	<=50K
1718	35	Private	30381	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	45	United-States	>50K
13130	51	Local-gov	201560	Bachelors	13	Married-civ-spouse	Prof-specialty	Wife	White	Female	0	0	40	United-States	>50K
15768	48	Private	114561	Bachelors	13	Married-spouse-absent	Prof-specialty	Other-relative	Asian-Pac-Islander	Female	0	0	36	Philippines	>50K
22547	47	Private	60267	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	38	United-States	>50K
3538	36	Self-emp-inc	213008	Assoc-acdm	12	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
11613	59	Private	268840	Some-college	10	Married-civ-spouse	Adm-clerical	Other-relative	White	Female	0	0	16	United-States	>50K
16246	35	Self-emp-inc	135436	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K
20638	39	Private	99146	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	?	>50K
22737	30	Private	218551	Assoc-voc	11	Married-civ-spouse	Sales	Husband	White	Male	0	0	45	United-States	>50K
26789	39	Private	160728	HS-grad	9	Divorced	Machine-op-inspct	Unmarried	White	Male	2977	0	40	United-States	<=50K
10341	23	Private	154210	Some-college	10	Never-married	Adm-clerical	Other-relative	Asian-Pac-Islander	Male	0	0	14	Puerto-Rico	<=50K
7299	59	Private	109638	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
2436	31	State-gov	151763	Masters	14	Never-married	Adm-clerical	Not-in-family	White	Male	0	0	25	United-States	<=50K
19745	36	Local-gov	137314	Some-college	10	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	60	United-States	>50K
21484	19	Private	201743	Some-college	10	Never-married	Other-service	Own-child	White	Female	0	0	20	United-States	<=50K
6270	55	Private	234327	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
10192	59	Private	453067	Some-college	10	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	36	United-States	>50K
9985	26	Private	142689	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	45	?	<=50K
5747	56	Self-emp-not-inc	172618	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	7688	0	40	United-States	>50K
3583	43	Local-gov	96102	Some-college	10	Married-civ-spouse	Protective-serv	Husband	White	Male	0	1887	40	United-States	>50K
8041	32	Private	272944	Some-college	10	Never-married	Craft-repair	Not-in-family	White	Female	0	0	40	United-States	<=50K
628	33	Private	205469	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
29459	29	Private	228860	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	1887	50	United-States	>50K
11171	46	Private	54985	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	1887	40	United-States	>50K
11015	35	Private	143058	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	60	United-States	>50K
27302	33	Private	215288	11th	7	Never-married	Handlers-cleaners	Own-child	Black	Male	0	0	40	United-States	<=50K
8669	50	Private	24013	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	84	United-States	>50K
11334	59	?	188070	Masters	14	Married-civ-spouse	?	Husband	White	Male	0	0	35	United-States	>50K
9683	58	State-gov	198145	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	35	United-States	>50K
28182	23	Self-emp-inc	39844	HS-grad	9	Never-married	Transport-moving	Not-in-family	White	Male	0	0	50	United-States	<=50K
4321	32	Private	80058	HS-grad	9	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	<=50K
14924	43	Federal-gov	19914	Some-college	10	Widowed	Exec-managerial	Unmarried	Amer-Indian-Eskimo	Female	0	0	15	United-States	<=50K
27999	21	Private	140764	HS-grad	9	Never-married	Adm-clerical	Other-relative	White	Female	0	0	45	United-States	<=50K
1530	47	Private	232628	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	Black	Male	0	0	40	United-States	<=50K
13128	42	Local-gov	174575	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	5178	0	40	United-States	>50K
26795	69	Self-emp-inc	107850	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	6514	0	40	United-States	>50K
25561	24	Private	162312	HS-grad	9	Never-married	Sales	Own-child	Asian-Pac-Islander	Male	0	0	40	South	<=50K
15533	21	Without-pay	232719	HS-grad	9	Never-married	Craft-repair	Own-child	Black	Male	0	0	40	United-States	<=50K
27920	23	Private	107882	Bachelors	13	Never-married	Adm-clerical	Own-child	White	Female	0	0	40	United-States	<=50K
11723	61	Self-emp-inc	61040	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	7688	0	36	United-States	>50K
8367	53	Private	151580	Some-college	10	Married-civ-spouse	Prof-specialty	Husband	White	Male	15024	0	40	United-States	>50K
18761	41	Private	126076	Some-college	10	Divorced	Craft-repair	Not-in-family	White	Female	0	0	50	United-States	<=50K
23181	27	Private	224105	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	7298	0	40	United-States	>50K
21827	33	Private	219838	10th	6	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	40	United-States	<=50K
30740	42	State-gov	333530	Some-college	10	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	0	40	United-States	>50K
215	37	Private	635913	Bachelors	13	Never-married	Exec-managerial	Not-in-family	Black	Male	0	0	60	United-States	>50K
20179	54	Private	97778	7th-8th	4	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
3402	66	?	190324	HS-grad	9	Married-civ-spouse	?	Husband	Black	Male	0	0	18	United-States	<=50K
15492	44	Self-emp-not-inc	38876	HS-grad	9	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	40	United-States	<=50K
27022	63	?	29859	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	1485	40	United-States	>50K
28207	78	Private	184759	7th-8th	4	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	1797	0	15	United-States	<=50K
10175	50	Self-emp-not-inc	225772	Doctorate	16	Divorced	Prof-specialty	Not-in-family	White	Female	0	0	60	United-States	>50K
4484	59	Private	370615	HS-grad	9	Widowed	Adm-clerical	Unmarried	White	Female	0	0	60	United-States	<=50K
16650	23	Private	190290	Bachelors	13	Never-married	Prof-specialty	Own-child	White	Male	0	0	40	United-States	<=50K
5739	20	Private	329530	9th	5	Never-married	Priv-house-serv	Own-child	White	Male	0	0	40	Mexico	<=50K
27122	38	Private	186325	Some-college	10	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	0	38	United-States	>50K
5926	42	Private	259643	Masters	14	Divorced	Prof-specialty	Not-in-family	White	Male	4650	0	40	United-States	<=50K
29409	39	Private	306646	Assoc-acdm	12	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
29502	25	Local-gov	476599	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	40	United-States	<=50K
29510	46	Private	102318	Some-college	10	Married-civ-spouse	Transport-moving	Husband	White	Male	0	1887	40	United-States	>50K
9125	19	Private	169758	Some-college	10	Never-married	Sales	Own-child	White	Male	0	0	35	United-States	<=50K
6465	52	Self-emp-inc	173754	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	15024	0	60	United-States	>50K
17781	42	Private	31387	Doctorate	16	Married-spouse-absent	Prof-specialty	Unmarried	Amer-Indian-Eskimo	Female	0	0	40	United-States	<=50K
6997	40	Private	141657	HS-grad	9	Divorced	Adm-clerical	Unmarried	White	Female	0	0	40	United-States	<=50K
3207	23	?	123983	Bachelors	13	Never-married	?	Own-child	Other	Male	0	0	40	United-States	<=50K
17949	28	State-gov	381789	Some-college	10	Separated	Exec-managerial	Own-child	White	Male	0	2339	40	United-States	<=50K
6349	50	Local-gov	145166	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	7298	0	40	United-States	>50K
29752	69	?	117525	Assoc-acdm	12	Divorced	?	Unmarried	White	Female	0	0	1	United-States	<=50K
11231	23	Private	170482	Some-college	10	Never-married	Sales	Own-child	White	Male	0	0	45	United-States	<=50K
25423	31	Private	173279	Bachelors	13	Married-civ-spouse	Tech-support	Husband	Asian-Pac-Islander	Male	0	0	40	United-States	>50K
750	29	State-gov	356089	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	7688	0	40	United-States	>50K
11041	39	State-gov	239409	HS-grad	9	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	50	United-States	<=50K
