	age	workclass	fnlwgt	education	education_num	marital_status	occupation	relationship	race	sex	capital_gain	capital_loss	hours_per_week	native_country	class
25303	90	?	175444	7th-8th	4	Separated	?	Not-in-family	White	Female	0	0	15	United-States	<=50K
13370	38	?	70282	Masters	14	Married-civ-spouse	?	Wife	Black	Female	15024	0	2	United-States	>50K
16093	59	Local-gov	102442	Bachelors	13	Married-civ-spouse	Prof-specialty	Wife	White	Female	0	0	45	United-States	>50K
22282	42	Federal-gov	214838	HS-grad	9	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	30	United-States	>50K
8193	34	?	353881	Assoc-voc	11	Married-civ-spouse	?	Husband	White	Male	3103	0	60	United-States	>50K
29772	36	Private	346478	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	2415	45	United-States	>50K
4068	25	Private	111058	Assoc-acdm	12	Never-married	Exec-managerial	Own-child	White	Male	0	0	40	United-States	<=50K
11813	23	Private	184813	Some-college	10	Married-civ-spouse	Other-service	Husband	White	Male	0	0	20	United-States	<=50K
32300	61	Private	232719	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	<=50K
17922	18	Private	118938	11th	7	Never-married	Sales	Own-child	White	Male	0	0	18	United-States	<=50K
15311	41	Private	267252	Some-college	10	Married-civ-spouse	Machine-op-inspct	Husband	Black	Male	0	1902	40	United-States	>50K
28952	42	Self-emp-not-inc	351161	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1887	40	United-States	>50K
7408	48	Private	141483	Some-college	10	Divorced	Exec-managerial	Unmarried	White	Female	0	0	40	United-States	<=50K
2371	61	Local-gov	192060	Bachelors	13	Separated	Prof-specialty	Not-in-family	White	Male	0	0	30	?	<=50K
11756	36	Private	99872	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	Asian-Pac-Islander	Male	0	0	40	India	<=50K
11477	36	Private	58337	10th	6	Never-married	Sales	Unmarried	White	Female	0	0	35	?	<=50K
20070	46	Private	358585	Some-college	10	Divorced	Craft-repair	Unmarried	White	Male	0	0	40	United-States	>50K
18513	33	Private	280111	11th	7	Never-married	Adm-clerical	Unmarried	Black	Female	0	0	38	United-States	<=50K
1153	51	Private	302847	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	54	United-States	<=50K
17209	53	?	123011	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	0	40	United-States	>50K
18488	37	Private	179671	HS-grad	9	Divorced	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
17648	27	?	216479	Bachelors	13	Married-civ-spouse	?	Wife	White	Female	0	0	24	United-States	>50K
7689	33	Self-emp-not-inc	38223	HS-grad	9	Never-married	Farming-fishing	Own-child	White	Male	0	0	70	United-States	<=50K
2825	38	Private	187264	HS-grad	9	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	0	55	United-States	<=50K
22808	36	Federal-gov	210945	Some-college	10	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	70	United-States	<=50K
26331	27	?	280699	Some-college	10	Never-married	?	Unmarried	White	Female	0	0	40	United-States	<=50K
19325	60	Federal-gov	237317	Assoc-voc	11	Divorced	Prof-specialty	Unmarried	White	Male	4934	0	40	United-States	>50K
16734	27	Private	116207	9th	5	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	32	United-States	<=50K
6365	50	Local-gov	370733	HS-grad	9	Married-civ-spouse	Adm-clerical	Husband	Black	Male	0	0	40	United-States	<=50K
10406	31	Private	103435	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	50	United-States	>50K
15744	47	Private	408788	Assoc-voc	11	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
2623	24	Private	210781	Bachelors	13	Never-married	Craft-repair	Not-in-family	White	Female	0	0	40	United-States	<=50K
22652	32	Private	288229	Some-college	10	Married-civ-spouse	Sales	Other-relative	Asian-Pac-Islander	Female	0	0	40	Greece	<=50K
8188	43	Private	242488	Some-college	10	Married-civ-spouse	Adm-clerical	Husband	White	Male	5013	0	40	United-States	<=50K
3552	56	Private	192869	Masters	14	Married-civ-spouse	Craft-repair	Husband	White	Male	0	1977	44	United-States	>50K
22540	43	Private	244172	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	35	?	<=50K
22452	51	Private	355954	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	60	United-States	>50K
10993	23	Private	117583	HS-grad	9	Never-married	Craft-repair	Own-child	White	Male	0	0	40	United-States	<=50K
22153	57	Private	170287	Masters	14	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	40	United-States	>50K
17202	25	Private	178478	Bachelors	13	Never-married	Tech-support	Own-child	White	Female	0	0	40	United-States	<=50K
20823	34	Federal-gov	199934	Some-college	10	Married-civ-spouse	Adm-clerical	Husband	Black	Male	0	0	40	United-States	>50K
13289	37	Private	91711	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	60	United-States	>50K
6218	30	Self-emp-not-inc	523095	Some-college	10	Never-married	Craft-repair	Not-in-family	White	Male	0	0	45	United-States	<=50K
5432	44	Private	83508	Prof-school	15	Divorced	Prof-specialty	Not-in-family	White	Female	2354	0	99	United-States	<=50K
9565	36	Self-emp-not-inc	219611	Bachelors	13	Never-married	Sales	Not-in-family	Black	Female	2174	0	50	United-States	<=50K
1043	44	Private	167005	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	7688	0	60	United-States	>50K
12679	48	Private	267912	Bachelors	13	Never-married	Other-service	Not-in-family	White	Male	0	0	50	Mexico	>50K
17706	36	Private	279721	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	<=50K
23771	20	Private	55465	HS-grad	9	Never-married	Other-service	Own-child	White	Male	0	0	35	United-States	<=50K
538	31	Self-emp-inc	41493	Bachelors	13	Never-married	Farming-fishing	Not-in-family	White	Female	0	0	45	United-States	<=50K
16384	21	Private	253190	HS-grad	9	Never-married	Other-service	Own-child	White	Male	0	0	40	United-States	<=50K
17894	26	Private	359327	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	50	?	<=50K
28915	29	Local-gov	82393	HS-grad	9	Never-married	Handlers-cleaners	Unmarried	Asian-Pac-Islander	Male	0	1590	45	United-States	<=50K
22369	32	State-gov	111363	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	75	United-States	>50K
18576	23	Private	166527	Some-college	10	Never-married	Exec-managerial	Own-child	Other	Female	0	0	40	United-States	<=50K
10629	33	Local-gov	120508	Bachelors	13	Divorced	Protective-serv	Unmarried	White	Female	0	0	60	Germany	<=50K
6256	51	Private	335997	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	4386	0	55	United-States	>50K
5643	38	Private	256864	HS-grad	9	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	50	United-States	>50K
10872	38	Private	377486	HS-grad	9	Never-married	Craft-repair	Not-in-family	White	Male	0	0	36	United-States	<=50K
7773	25	?	218948	7th-8th	4	Never-married	?	Not-in-family	White	Female	0	0	32	Mexico	<=50K
25135	40	Private	46990	Doctorate	16	Married-civ-spouse	Prof-specialty	Wife	White	Female	0	1977	20	United-States	>50K
21559	40	Private	144928	Some-college	10	Divorced	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
29357	50	Private	176227	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	?	>50K
11814	42	Self-emp-not-inc	32185	Bachelors	13	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	60	United-States	>50K
30799	43	Private	155106	Assoc-acdm	12	Divorced	Craft-repair	Not-in-family	White	Male	0	2444	70	United-States	>50K
29100	43	Private	136721	12th	8	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
23186	24	Private	62952	HS-grad	9	Never-married	Craft-repair	Own-child	White	Male	0	0	40	United-States	<=50K
26536	38	Private	195025	HS-grad	9	Separated	Other-service	Unmarried	Black	Female	0	0	32	United-States	<=50K
20138	25	Private	170786	9th	5	Never-married	Transport-moving	Other-relative	White	Male	0	0	40	United-States	<=50K
24	59	Private	109015	HS-grad	9	Divorced	Tech-support	Unmarried	White	Female	0	0	40	United-States	<=50K
32146	39	Private	117381	Some-college	10	Divorced	Transport-moving	Not-in-family	White	Male	0	0	65	United-States	<=50K
29289	30	Private	331419	Assoc-acdm	12	Never-married	Craft-repair	Not-in-family	White	Male	4787	0	50	United-States	>50K
12603	39	Private	185053	HS-grad	9	Never-married	Machine-op-inspct	Not-in-family	White	Female	0	0	40	United-States	<=50K
23293	33	Private	203463	HS-grad	9	Divorced	Other-service	Own-child	White	Female	0	0	40	United-States	<=50K
32500	34	Private	60567	11th	7	Divorced	Transport-moving	Unmarried	White	Male	0	880	60	United-States	<=50K
18138	39	Private	1455435	Assoc-acdm	12	Separated	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
32374	23	Private	265077	Assoc-voc	11	Never-married	Other-service	Not-in-family	White	Female	0	0	40	United-States	<=50K
6517	24	Private	194748	HS-grad	9	Never-married	Transport-moving	Not-in-family	White	Female	0	0	49	United-States	<=50K
32249	35	Private	91839	Bachelors	13	Married-civ-spouse	Other-service	Husband	Amer-Indian-Eskimo	Male	7688	0	20	United-States	>50K
23736	32	Private	44675	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	65	United-States	>50K
26064	34	Self-emp-not-inc	124052	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	30	United-States	<=50K
30090	45	Private	481987	Masters	14	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	18	United-States	>50K
27969	42	Private	100800	HS-grad	9	Never-married	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
9263	26	Federal-gov	211596	Masters	14	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	40	United-States	<=50K
18223	62	Private	200332	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K
14216	34	State-gov	252529	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	48	United-States	<=50K
24135	25	Private	220220	11th	7	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	45	United-States	<=50K
20761	40	Private	213821	Masters	14	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	40	United-States	>50K
16121	33	Private	460408	HS-grad	9	Never-married	Sales	Not-in-family	White	Male	3325	0	50	United-States	<=50K
6359	75	State-gov	113868	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	Black	Male	0	0	20	United-States	>50K
15552	35	Private	98948	Bachelors	13	Married-civ-spouse	Other-service	Wife	White	Female	0	0	32	United-States	<=50K
15436	30	Private	186932	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	5178	0	75	United-States	>50K
6585	41	Private	166813	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	55	United-States	<=50K
18791	28	Local-gov	202558	Some-college	10	Never-married	Exec-managerial	Own-child	White	Female	0	0	40	United-States	<=50K
26968	26	Private	120268	HS-grad	9	Married-civ-spouse	Other-service	Husband	White	Male	0	0	50	United-States	<=50K
18419	30	Private	114691	Bachelors	13	Never-married	Adm-clerical	Other-relative	White	Male	0	0	40	United-States	<=50K
18349	24	Private	450695	Some-college	10	Never-married	Sales	Own-child	White	Male	0	0	35	United-States	<=50K
13109	34	Private	737315	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
12624	63	Self-emp-inc	110890	Masters	14	Divorced	Prof-specialty	Not-in-family	White	Male	0	0	70	United-States	>50K
11007	52	Private	139671	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	1977	50	United-States	>50K
20532	41	Private	184466	11th	7	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	55	United-States	<=50K
25760	48	State-gov	120131	HS-grad	9	Divorced	Craft-repair	Own-child	White	Male	8614	0	40	United-States	>50K
32451	40	Private	195617	Some-college	10	Separated	Exec-managerial	Unmarried	White	Female	0	0	20	United-States	<=50K
15663	33	Federal-gov	137059	Some-college	10	Never-married	Other-service	Not-in-family	White	Female	0	0	10	United-States	<=50K
3133	45	Private	67716	HS-grad	9	Never-married	Craft-repair	Own-child	White	Male	10520	0	48	United-States	>50K
872	71	Self-emp-not-inc	143437	Masters	14	Married-civ-spouse	Sales	Husband	White	Male	10605	0	40	United-States	>50K
5507	25	Private	139730	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	80	United-States	>50K
4112	38	State-gov	31352	Some-college	10	Divorced	Protective-serv	Unmarried	Amer-Indian-Eskimo	Female	0	0	40	United-States	>50K
10624	52	Private	185407	Assoc-voc	11	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	48	Poland	>50K
22615	26	Private	270151	Bachelors	13	Never-married	Sales	Not-in-family	White	Female	0	0	40	United-States	<=50K
2768	24	Private	29810	HS-grad	9	Divorced	Sales	Not-in-family	White	Female	0	0	38	United-States	<=50K
24900	45	Private	246891	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	72	Canada	>50K
13932	30	State-gov	23037	Some-college	10	Never-married	Other-service	Own-child	Amer-Indian-Eskimo	Male	0	0	84	United-States	<=50K
14234	44	Private	159297	HS-grad	9	Married-civ-spouse	Exec-managerial	Wife	Asian-Pac-Islander	Female	0	0	40	?	>50K
4492	37	Local-gov	233825	Bachelors	13	Married-civ-spouse	Prof-specialty	Wife	White	Female	15024	0	50	United-States	>50K
17183	51	Local-gov	156003	HS-grad	9	Divorced	Protective-serv	Not-in-family	White	Male	0	0	40	United-States	<=50K
29157	38	Private	207202	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	48	United-States	>50K
13544	31	Private	113364	Assoc-acdm	12	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	55	United-States	<=50K
29670	34	Private	100593	Some-college	10	Divorced	Prof-specialty	Unmarried	White	Female	0	0	6	United-States	<=50K
30035	27	Private	401508	HS-grad	9	Never-married	Other-service	Unmarried	Black	Female	0	0	40	United-States	<=50K
13894	48	Private	174794	Assoc-voc	11	Divorced	Adm-clerical	Unmarried	White	Female	0	0	40	United-States	<=50K
8967	38	Local-gov	421446	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	Black	Male	0	0	50	United-States	>50K
26314	38	Private	252662	Bachelors	13	Divorced	Exec-managerial	Not-in-family	White	Male	0	0	40	United-States	<=50K
16723	21	State-gov	151790	Some-college	10	Never-married	Adm-clerical	Own-child	White	Female	0	0	30	United-States	<=50K
6332	66	Private	127139	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
10930	59	Private	186385	10th	6	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K
22657	51	Private	138852	HS-grad	9	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	40	United-States	<=50K
26608	60	Private	166330	HS-grad	9	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	United-States	<=50K
4539	57	State-gov	32694	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K
31452	55	Local-gov	143949	Masters	14	Married-civ-spouse	Prof-specialty	Wife	White	Female	3103	0	45	United-States	>50K
10027	28	Private	154571	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	Asian-Pac-Islander	Male	0	0	40	Philippines	<=50K
425	25	Private	133373	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	60	United-States	<=50K
27282	33	Private	188246	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	7298	0	45	United-States	>50K
12949	39	Self-emp-not-inc	34378	HS-grad	9	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	50	United-States	<=50K
31346	64	Federal-gov	271550	Some-college	10	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	>50K
3515	62	Self-emp-not-inc	192236	Bachelors	13	Divorced	Prof-specialty	Not-in-family	White	Female	0	0	40	United-States	>50K
29395	53	Private	151864	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
18357	50	Private	145333	Doctorate	16	Divorced	Prof-specialty	Other-relative	White	Male	10520	0	50	United-States	>50K
26863	37	Self-emp-inc	86459	Assoc-acdm	12	Separated	Exec-managerial	Unmarried	White	Male	0	0	50	United-States	<=50K
18754	25	Private	204536	HS-grad	9	Never-married	Craft-repair	Not-in-family	White	Male	0	0	35	United-States	<=50K
10638	18	Private	186909	Some-college	10	Never-married	Other-service	Own-child	White	Female	0	0	16	United-States	<=50K
20171	25	Private	71351	1st-4th	2	Never-married	Other-service	Other-relative	White	Male	0	0	25	El-Salvador	<=50K
15176	74	?	292627	1st-4th	2	Married-civ-spouse	?	Husband	Black	Male	0	0	40	United-States	<=50K
32440	30	Self-emp-not-inc	176185	Some-college	10	Married-spouse-absent	Craft-repair	Own-child	White	Male	0	0	60	United-States	>50K
18265	40	Private	198316	10th	6	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
19808	32	Private	207400	HS-grad	9	Never-married	Machine-op-inspct	Unmarried	Black	Female	0	0	40	United-States	<=50K
22716	40	Private	224658	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	45	United-States	>50K
16667	45	Self-emp-inc	151584	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	35	United-States	>50K
10185	48	Self-emp-not-inc	164582	Some-college	10	Married-civ-spouse	Farming-fishing	Husband	White	Male	7298	0	60	United-States	>50K
3806	32	Federal-gov	111567	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
692	42	Private	262425	Some-college	10	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	<=50K
21159	59	Private	258579	Some-college	10	Married-civ-spouse	Transport-moving	Husband	White	Male	3103	0	35	United-States	>50K
27390	42	Private	146659	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1902	50	United-States	>50K
3292	62	Private	185503	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K
12521	39	Private	305597	Assoc-voc	11	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
10389	34	Private	36385	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	45	United-States	>50K
15870	36	Private	272944	Assoc-voc	11	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	60	United-States	>50K
16770	26	Private	116044	11th	7	Separated	Craft-repair	Other-relative	White	Male	2907	0	50	United-States	<=50K
3896	57	State-gov	141459	Some-college	10	Divorced	Prof-specialty	Unmarried	White	Female	0	0	40	United-States	<=50K
28966	39	Federal-gov	184964	Some-college	10	Divorced	Adm-clerical	Not-in-family	White	Male	0	0	40	United-States	>50K
6310	41	Private	42563	Bachelors	13	Married-civ-spouse	Tech-support	Wife	White	Female	0	0	25	United-States	>50K
5944	35	Private	377798	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	50	United-States	>50K
2719	39	Private	144169	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	50	United-States	>50K
3728	30	Private	151868	9th	5	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
11301	36	Private	20507	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	7688	0	50	United-States	>50K
9551	37	Private	277022	HS-grad	9	Never-married	Handlers-cleaners	Unmarried	White	Female	3887	0	40	Nicaragua	<=50K
8962	32	Private	167531	Prof-school	15	Married-civ-spouse	Prof-specialty	Wife	Asian-Pac-Islander	Female	15024	0	50	United-States	>50K
6387	64	Private	149044	Masters	14	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	0	2057	60	China	<=50K
2175	27	Private	359155	Bachelors	13	Married-civ-spouse	Prof-specialty	Wife	White	Female	0	0	40	United-States	>50K
29299	39	Self-emp-not-inc	148443	HS-grad	9	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	60	United-States	<=50K
15263	49	Private	39986	9th	5	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
3031	31	Private	327825	HS-grad	9	Separated	Machine-op-inspct	Unmarried	White	Female	0	2238	40	United-States	<=50K
1381	23	Private	37072	Bachelors	13	Never-married	Sales	Not-in-family	White	Male	0	0	50	United-States	<=50K
7343	52	Private	181677	10th	6	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	30	United-States	>50K
30628	65	?	115513	Bachelors	13	Married-civ-spouse	?	Husband	White	Male	5556	0	48	United-States	>50K
28064	47	Local-gov	102628	Some-college	10	Married-civ-spouse	Other-service	Husband	White	Male	0	0	40	United-States	>50K
30519	34	Local-gov	93886	Bachelors	13	Married-civ-spouse	Prof-specialty	Wife	White	Female	0	0	46	United-States	>50K
16327	51	Private	33304	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
16455	26	Private	58098	Some-college	10	Never-married	Adm-clerical	Not-in-family	White	Female	0	1974	40	United-States	<=50K
8310	69	Private	113035	1st-4th	2	Widowed	Priv-house-serv	Not-in-family	Black	Female	0	0	4	United-States	<=50K
31456	30	Private	378009	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
8044	33	Private	236818	Assoc-voc	11	Never-married	Prof-specialty	Unmarried	Black	Female	0	0	26	United-States	<=50K
16543	62	Self-emp-not-inc	162347	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	15	United-States	>50K
982	23	?	184699	HS-grad	9	Never-married	?	Unmarried	Black	Female	0	0	40	United-States	<=50K
12161	20	?	40060	Some-college	10	Never-married	?	Own-child	White	Male	0	0	56	United-States	<=50K
6561	26	Private	167761	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K
22244	34	Private	79637	Bachelors	13	Never-married	Exec-managerial	Own-child	Amer-Indian-Eskimo	Female	0	0	40	United-States	<=50K
8495	47	Self-emp-not-inc	159869	Doctorate	16	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	<=50K
10538	66	Private	185336	HS-grad	9	Widowed	Sales	Other-relative	White	Female	0	0	35	United-States	<=50K
31182	47	Private	57534	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
19457	53	Private	217568	HS-grad	9	Widowed	Craft-repair	Unmarried	Black	Female	0	0	40	United-States	<=50K
31148	40	Federal-gov	330174	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	7688	0	40	United-States	>50K
6045	52	Self-emp-not-inc	313243	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	55	United-States	>50K
4880	37	Private	30267	11th	7	Never-married	Transport-moving	Not-in-family	White	Male	0	0	60	United-States	>50K
17335	26	Private	233777	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	>50K
24522	48	Self-emp-inc	54190	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	15024	0	40	United-States	>50K
16365	61	Private	122246	12th	8	Married-civ-spouse	Other-service	Wife	White	Female	0	0	40	United-States	<=50K
22432	50	Self-emp-not-inc	172281	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	7688	0	50	United-States	>50K
18517	20	Private	173851	Some-college	10	Never-married	Farming-fishing	Own-child	White	Male	0	0	40	United-States	<=50K
9743	33	Self-emp-not-inc	193246	HS-grad	9	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	55	France	<=50K
5977	29	?	134566	Doctorate	16	Married-civ-spouse	?	Husband	White	Male	0	0	50	United-States	>50K
1002	38	State-gov	343642	HS-grad	9	Married-civ-spouse	Prof-specialty	Wife	White	Female	0	0	40	United-States	>50K
3775	20	?	29810	Some-college	10	Never-married	?	Own-child	White	Female	0	0	40	United-States	<=50K
20902	34	Private	90614	Assoc-acdm	12	Married-civ-spouse	Tech-support	Husband	White	Male	0	2042	10	United-States	<=50K
23318	36	Self-emp-not-inc	147258	Assoc-voc	11	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	60	United-States	>50K
