	age	job	marital	education	default	balance	housing	loan	contact	day	month	duration	campaign	pdays	previous	poutcome	y
42173	24	student	single	tertiary	no	235	no	no	cellular	9	nov	118	1	-1	0	unknown	yes
30538	58	management	married	tertiary	no	3342	no	no	cellular	5	feb	344	5	-1	0	unknown	yes
8662	38	blue-collar	married	primary	no	635	yes	no	unknown	3	jun	157	2	-1	0	unknown	no
766	44	admin.	divorced	secondary	no	161	yes	no	unknown	7	may	89	2	-1	0	unknown	no
23750	35	technician	married	secondary	no	433	no	no	cellular	28	aug	14	16	-1	0	unknown	no
40166	41	unemployed	single	primary	no	216	no	no	cellular	5	jun	577	3	-1	0	unknown	yes
14735	36	admin.	married	secondary	no	898	no	no	cellular	15	jul	118	5	-1	0	unknown	no
15392	41	blue-collar	divorced	primary	no	138	yes	no	cellular	18	jul	640	3	-1	0	unknown	yes
44375	53	admin.	single	secondary	no	2398	yes	no	cellular	2	aug	317	1	180	2	failure	yes
40869	36	management	single	tertiary	no	3850	yes	no	cellular	12	aug	239	2	100	4	failure	yes
31402	39	management	married	secondary	no	2981	no	no	cellular	26	mar	200	1	-1	0	unknown	yes
