	age	job	marital	education	default	balance	housing	loan	contact	day	month	duration	campaign	pdays	previous	poutcome	y
11280	39	blue-collar	single	secondary	no	1967	no	no	unknown	18	jun	156	9	-1	0	unknown	no
13576	47	services	married	secondary	no	0	yes	no	cellular	9	jul	289	1	-1	0	unknown	no
42956	25	student	single	secondary	no	125	no	no	cellular	9	feb	215	1	92	2	success	yes
9326	39	blue-collar	married	secondary	no	599	yes	no	unknown	6	jun	53	1	-1	0	unknown	no
31195	37	admin.	married	secondary	no	3427	no	no	cellular	27	feb	46	1	-1	0	unknown	no
32289	32	admin.	married	secondary	no	1078	yes	no	cellular	16	apr	177	1	-1	0	unknown	no
16700	47	technician	married	unknown	no	751	yes	no	cellular	24	jul	99	1	-1	0	unknown	no
36526	41	blue-collar	married	secondary	no	849	yes	yes	cellular	12	may	100	4	-1	0	unknown	no
36670	30	services	single	secondary	no	-158	yes	no	cellular	12	may	426	1	370	2	failure	yes
20351	32	management	single	tertiary	no	1434	no	no	cellular	11	aug	1144	3	-1	0	unknown	no
40054	37	management	married	tertiary	no	108	yes	yes	cellular	4	jun	262	2	-1	0	unknown	yes
21369	32	technician	divorced	secondary	no	2870	no	no	cellular	18	aug	91	4	-1	0	unknown	no
31371	59	admin.	married	secondary	no	3735	no	no	cellular	18	mar	203	4	121	2	failure	yes
31035	40	technician	divorced	tertiary	no	4736	yes	no	cellular	11	feb	285	2	-1	0	unknown	yes
2580	25	services	single	secondary	no	54	yes	no	unknown	13	may	318	2	-1	0	unknown	no
23543	43	technician	divorced	secondary	no	0	no	no	cellular	28	aug	192	2	-1	0	unknown	no
1087	30	blue-collar	married	secondary	no	309	yes	no	unknown	7	may	1574	2	-1	0	unknown	yes
22779	52	unknown	married	secondary	no	142	no	no	cellular	25	aug	112	6	-1	0	unknown	no
40703	59	retired	married	unknown	no	1116	no	no	cellular	7	aug	149	2	99	1	failure	no
33616	42	management	divorced	secondary	no	317	yes	no	cellular	20	apr	136	3	-1	0	unknown	no
16864	28	technician	single	tertiary	no	1628	yes	no	cellular	25	jul	1422	2	-1	0	unknown	yes
35026	29	admin.	single	secondary	no	27	yes	no	cellular	6	may	754	1	-1	0	unknown	yes
39651	21	admin.	single	secondary	no	524	no	no	cellular	26	may	185	1	-1	0	unknown	yes
25501	43	entrepreneur	single	primary	no	2124	yes	no	cellular	19	nov	104	1	-1	0	unknown	no
43255	33	management	married	tertiary	no	0	yes	no	cellular	9	mar	305	1	326	1	success	yes
3948	50	blue-collar	married	primary	no	231	yes	no	unknown	16	may	171	4	-1	0	unknown	no
42891	80	retired	married	secondary	no	2354	no	no	telephone	4	feb	739	1	181	2	failure	yes
20621	49	blue-collar	married	primary	no	408	no	no	cellular	12	aug	559	4	-1	0	unknown	yes
42156	33	management	single	tertiary	no	5276	no	no	cellular	4	nov	572	1	-1	0	unknown	no
42263	45	blue-collar	married	unknown	no	1529	yes	no	cellular	13	nov	181	1	197	1	success	yes
18789	36	blue-collar	married	secondary	no	306	no	no	cellular	31	jul	43	3	-1	0	unknown	no
19886	33	management	married	tertiary	no	1047	no	no	cellular	8	aug	512	4	-1	0	unknown	yes
21422	58	retired	married	primary	no	1241	no	no	cellular	18	aug	194	2	-1	0	unknown	yes
31594	41	services	single	secondary	no	-68	yes	no	cellular	3	apr	100	3	-1	0	unknown	no
40524	79	retired	married	primary	no	429	no	no	telephone	8	jul	1006	2	-1	0	unknown	yes
13840	36	management	married	tertiary	no	789	yes	yes	cellular	10	jul	80	1	-1	0	unknown	no
34307	30	self-employed	married	tertiary	no	2666	no	no	cellular	4	may	781	3	89	1	success	yes
41951	76	retired	married	tertiary	no	2991	no	no	cellular	22	oct	344	1	183	1	success	yes
41923	87	retired	divorced	primary	no	6746	no	no	telephone	21	oct	749	1	-1	0	unknown	yes
43482	36	blue-collar	married	primary	no	1177	no	no	cellular	15	apr	330	1	311	4	success	yes
24096	39	admin.	married	secondary	no	1757	no	no	telephone	28	oct	125	1	-1	0	unknown	yes
37663	49	management	married	tertiary	no	85	yes	no	cellular	14	may	590	5	359	1	other	yes
28041	45	management	married	secondary	no	672	yes	no	telephone	28	jan	227	3	187	1	other	no
1640	28	admin.	single	tertiary	no	422	yes	no	unknown	9	may	274	1	-1	0	unknown	no
44444	56	management	divorced	tertiary	no	2037	no	no	cellular	5	aug	318	1	91	6	failure	yes
35458	57	technician	married	secondary	no	1753	yes	no	cellular	7	may	539	1	-1	0	unknown	no
41581	32	technician	single	tertiary	no	1855	no	no	cellular	15	sep	126	2	134	1	other	yes
31746	51	blue-collar	married	secondary	no	4787	yes	no	cellular	7	apr	895	1	-1	0	unknown	yes
10109	52	retired	married	unknown	no	293	no	no	unknown	11	jun	706	1	-1	0	unknown	yes
44655	62	management	married	secondary	no	1128	no	no	cellular	2	sep	236	1	290	3	other	yes
18279	59	blue-collar	divorced	primary	no	4399	yes	no	telephone	31	jul	69	8	-1	0	unknown	no
15286	40	entrepreneur	divorced	secondary	no	2998	yes	no	cellular	18	jul	623	3	-1	0	unknown	yes
23684	53	management	divorced	tertiary	no	15	no	no	cellular	28	aug	76	5	-1	0	unknown	no
390	60	retired	divorced	secondary	no	545	yes	no	unknown	6	may	1030	1	-1	0	unknown	yes
1221	41	admin.	single	secondary	no	1715	yes	no	unknown	8	may	462	1	-1	0	unknown	no
17546	48	management	divorced	tertiary	no	2263	no	no	cellular	29	jul	874	2	-1	0	unknown	yes
41674	37	technician	married	unknown	no	189	no	no	cellular	1	oct	238	1	107	2	success	yes
23872	48	technician	married	tertiary	no	16	no	no	cellular	29	aug	77	2	-1	0	unknown	no
21146	56	blue-collar	married	primary	no	8163	no	no	cellular	14	aug	1231	4	-1	0	unknown	yes
42853	52	blue-collar	married	secondary	no	955	no	yes	cellular	3	feb	153	1	48	3	success	yes
41849	27	management	married	tertiary	no	893	no	no	cellular	16	oct	154	2	-1	0	unknown	yes
33737	38	technician	married	secondary	no	0	yes	no	cellular	22	apr	315	1	-1	0	unknown	yes
42649	54	management	divorced	tertiary	no	496	no	no	cellular	13	jan	452	3	-1	0	unknown	yes
17386	39	management	single	tertiary	no	759	yes	no	cellular	28	jul	310	5	-1	0	unknown	no
3995	53	blue-collar	married	secondary	no	2	yes	no	unknown	16	may	851	2	-1	0	unknown	no
40698	32	services	single	secondary	no	6983	no	no	cellular	7	aug	255	1	-1	0	unknown	yes
42290	33	admin.	married	secondary	no	920	no	no	cellular	16	nov	130	1	95	2	failure	yes
39788	53	technician	married	secondary	no	284	no	no	cellular	1	jun	781	1	-1	0	unknown	yes
27927	43	unknown	single	unknown	no	181	no	no	telephone	28	jan	41	1	-1	0	unknown	no
21669	34	technician	single	tertiary	no	82	no	no	cellular	19	aug	292	4	-1	0	unknown	no
8571	44	services	married	secondary	no	-1621	yes	yes	unknown	3	jun	171	5	-1	0	unknown	no
42194	67	management	married	tertiary	no	405	no	no	cellular	10	nov	344	2	95	2	success	yes
41885	76	housemaid	divorced	primary	no	1411	no	no	telephone	19	oct	233	2	187	3	success	yes
37886	36	blue-collar	married	secondary	no	1049	yes	no	cellular	14	may	224	4	-1	0	unknown	yes
42335	78	retired	married	tertiary	no	1204	no	no	telephone	17	nov	135	1	-1	0	unknown	yes
44990	31	management	married	tertiary	no	4328	no	no	cellular	12	oct	203	4	165	14	success	yes
12807	32	services	single	secondary	no	-1139	yes	no	cellular	7	jul	201	1	-1	0	unknown	no
33961	31	management	married	tertiary	no	1331	no	no	cellular	30	apr	297	1	86	3	success	yes
26527	58	admin.	married	unknown	no	5763	no	no	cellular	20	nov	52	1	-1	0	unknown	no
1470	60	blue-collar	divorced	primary	no	7601	yes	no	unknown	8	may	285	1	-1	0	unknown	no
13328	25	blue-collar	single	secondary	no	224	no	yes	telephone	8	jul	17	4	-1	0	unknown	no
41297	43	management	single	tertiary	no	1696	yes	no	cellular	26	aug	257	1	474	3	failure	yes
27603	48	technician	married	secondary	no	761	no	no	cellular	21	nov	307	2	-1	0	unknown	no
3230	42	technician	single	secondary	no	1882	yes	no	unknown	15	may	87	1	-1	0	unknown	no
39630	26	student	single	tertiary	no	39	no	no	cellular	26	may	396	3	-1	0	unknown	yes
26879	30	blue-collar	married	secondary	no	321	yes	no	cellular	20	nov	738	2	-1	0	unknown	no
28197	47	blue-collar	married	secondary	no	1125	yes	no	cellular	29	jan	1101	1	-1	0	unknown	yes
34627	35	management	married	tertiary	no	76	no	no	cellular	5	may	283	1	362	9	failure	no
44102	80	retired	married	secondary	no	668	no	no	telephone	8	jul	250	1	371	1	success	yes
11115	51	retired	married	primary	no	67	no	no	unknown	18	jun	835	1	-1	0	unknown	yes
44518	30	student	single	secondary	no	1779	no	no	cellular	11	aug	233	1	433	1	success	yes
11305	37	services	divorced	primary	no	0	yes	no	unknown	18	jun	77	2	-1	0	unknown	no
43487	22	services	single	secondary	no	129	no	no	cellular	15	apr	218	2	181	1	success	yes
39602	25	management	single	tertiary	no	530	no	no	cellular	26	may	88	1	-1	0	unknown	no
39412	26	student	single	secondary	no	620	no	no	cellular	22	may	223	1	94	1	success	yes
19694	59	services	married	primary	no	927	no	no	cellular	7	aug	1934	2	-1	0	unknown	no
31520	46	self-employed	married	secondary	no	-30	yes	yes	cellular	2	apr	164	1	300	2	failure	no
22191	31	technician	single	tertiary	no	176	no	no	cellular	21	aug	241	4	-1	0	unknown	no
19690	45	technician	divorced	secondary	no	2657	no	no	cellular	7	aug	895	3	-1	0	unknown	yes
16223	39	housemaid	married	secondary	no	1029	yes	yes	cellular	23	jul	133	3	-1	0	unknown	no
32585	32	management	divorced	tertiary	no	294	yes	no	cellular	17	apr	1095	1	274	5	success	yes
10052	37	management	married	tertiary	no	1393	no	yes	unknown	11	jun	129	3	-1	0	unknown	no
40521	31	management	single	secondary	no	202	yes	no	cellular	8	jul	167	1	62	1	failure	yes
41334	29	unemployed	single	tertiary	no	1311	no	no	cellular	28	aug	622	1	-1	0	unknown	yes
22850	40	technician	single	secondary	no	103	no	no	cellular	25	aug	106	7	-1	0	unknown	no
33484	51	entrepreneur	married	tertiary	no	83	no	no	cellular	20	apr	267	2	-1	0	unknown	yes
37711	39	management	married	tertiary	no	1738	yes	no	cellular	14	may	633	1	358	1	other	yes
24079	51	entrepreneur	married	tertiary	no	5254	yes	no	unknown	23	oct	134	1	-1	0	unknown	yes
34619	43	blue-collar	married	secondary	no	-755	yes	yes	cellular	5	may	162	1	337	1	failure	no
27682	40	technician	married	tertiary	no	180	yes	yes	cellular	21	nov	48	4	-1	0	unknown	no
42967	33	technician	single	secondary	no	2085	no	no	cellular	9	feb	501	2	-1	0	unknown	yes
36233	40	blue-collar	married	secondary	no	-438	no	no	cellular	11	may	1017	1	-1	0	unknown	yes
42447	50	admin.	married	secondary	no	10250	yes	no	cellular	7	dec	254	3	385	2	other	yes
9104	43	blue-collar	single	secondary	no	318	yes	no	unknown	5	jun	736	2	-1	0	unknown	yes
19727	48	services	married	secondary	no	0	no	no	cellular	7	aug	163	5	-1	0	unknown	no
4770	34	blue-collar	married	secondary	no	120	yes	no	unknown	21	may	369	1	-1	0	unknown	no
26518	54	management	divorced	secondary	no	300	yes	no	cellular	20	nov	562	2	-1	0	unknown	yes
37252	38	blue-collar	single	secondary	no	1137	no	no	cellular	13	may	316	1	-1	0	unknown	no
43242	51	admin.	married	tertiary	no	0	yes	yes	cellular	8	mar	124	2	-1	0	unknown	yes
3248	49	entrepreneur	married	tertiary	no	221	yes	no	unknown	15	may	305	1	-1	0	unknown	no
28309	48	self-employed	married	tertiary	no	0	no	no	cellular	29	jan	1249	3	-1	0	unknown	yes
42475	22	student	single	tertiary	no	1258	no	no	cellular	10	dec	182	1	156	1	failure	no
25739	42	blue-collar	married	primary	no	807	yes	no	cellular	19	nov	1057	1	-1	0	unknown	yes
44973	67	retired	married	secondary	no	203	no	no	cellular	11	oct	405	1	266	2	success	yes
36711	41	admin.	divorced	secondary	no	1634	yes	yes	cellular	12	may	16	5	-1	0	unknown	no
30669	50	management	married	tertiary	no	346	no	no	cellular	6	feb	178	1	-1	0	unknown	yes
35292	58	management	married	primary	no	1052	yes	no	cellular	7	may	147	1	359	4	failure	no
27742	59	services	divorced	secondary	no	1	yes	no	cellular	28	jan	602	1	253	5	other	yes
37611	49	blue-collar	married	secondary	no	-454	yes	no	cellular	14	may	558	1	-1	0	unknown	yes
32694	38	blue-collar	married	primary	no	398	yes	yes	cellular	17	apr	239	1	332	1	failure	no
33197	25	blue-collar	single	unknown	no	586	yes	no	cellular	20	apr	712	1	-1	0	unknown	no
