	age	job	marital	education	default	balance	housing	loan	contact	day	month	duration	campaign	pdays	previous	poutcome	y
29718	41	management	divorced	tertiary	no	236	no	no	cellular	3	feb	159	2	-1	0	unknown	no
25973	43	management	married	primary	no	8167	yes	no	telephone	19	nov	202	2	184	2	failure	no
31314	59	unemployed	married	secondary	no	0	no	no	cellular	11	mar	74	1	-1	0	unknown	no
21765	44	management	married	secondary	no	238	no	no	cellular	19	aug	147	3	-1	0	unknown	no
31871	41	services	married	secondary	no	803	yes	no	cellular	9	apr	592	4	316	3	failure	yes
11692	48	self-employed	divorced	secondary	yes	7	no	no	unknown	20	jun	633	2	-1	0	unknown	no
22088	30	technician	single	tertiary	no	196	no	no	cellular	21	aug	210	2	-1	0	unknown	no
39947	54	management	married	primary	no	2587	no	no	cellular	2	jun	236	2	-1	0	unknown	yes
30594	31	services	single	secondary	no	13	no	yes	cellular	6	feb	1019	2	-1	0	unknown	yes
17354	25	unemployed	married	secondary	no	157	yes	no	cellular	28	jul	33	31	-1	0	unknown	no
41126	26	management	single	tertiary	no	2506	no	no	cellular	18	aug	134	1	82	3	failure	no
18809	54	housemaid	married	secondary	no	991	no	no	telephone	31	jul	11	6	-1	0	unknown	no
36845	38	management	single	tertiary	no	3646	yes	no	cellular	12	may	1710	2	286	1	other	yes
8454	40	retired	single	secondary	no	1734	yes	no	unknown	3	jun	123	4	-1	0	unknown	no
3548	42	technician	single	secondary	no	1364	yes	no	unknown	15	may	1867	6	-1	0	unknown	yes
10687	49	management	married	tertiary	no	2005	no	no	unknown	16	jun	81	4	-1	0	unknown	no
39826	27	management	single	tertiary	no	1840	no	no	cellular	1	jun	220	1	28	8	other	yes
26189	54	entrepreneur	divorced	tertiary	no	20527	no	no	telephone	20	nov	66	1	-1	0	unknown	no
27109	41	services	single	secondary	no	92	no	no	cellular	21	nov	372	1	-1	0	unknown	yes
5370	26	student	single	tertiary	no	1570	yes	no	unknown	23	may	81	1	-1	0	unknown	no
31699	38	technician	single	secondary	no	0	yes	no	cellular	7	apr	196	2	-1	0	unknown	no
42802	28	admin.	single	secondary	no	261	yes	yes	cellular	29	jan	254	3	142	6	success	yes
24273	43	management	married	tertiary	no	0	yes	no	cellular	17	nov	110	1	-1	0	unknown	no
34038	33	management	married	tertiary	no	2599	no	no	cellular	30	apr	1373	2	-1	0	unknown	yes
42109	54	technician	married	secondary	no	473	no	yes	cellular	2	nov	182	1	81	1	failure	yes
35458	57	technician	married	secondary	no	1753	yes	no	cellular	7	may	539	1	-1	0	unknown	no
41542	38	unknown	single	tertiary	no	0	no	no	cellular	11	sep	260	3	95	3	success	yes
44114	38	admin.	married	secondary	no	1767	yes	no	cellular	9	jul	483	4	239	7	success	yes
4464	33	services	married	secondary	no	5499	yes	no	unknown	20	may	231	1	-1	0	unknown	no
19205	61	retired	married	secondary	no	77	no	no	cellular	6	aug	455	4	-1	0	unknown	yes
5020	31	services	single	secondary	no	481	yes	no	unknown	21	may	114	2	-1	0	unknown	no
34158	31	technician	single	tertiary	no	454	no	no	cellular	30	apr	266	1	-1	0	unknown	yes
18656	36	technician	single	secondary	no	2921	no	no	telephone	31	jul	55	7	-1	0	unknown	no
34795	46	management	married	tertiary	no	16	yes	no	cellular	6	may	304	1	-1	0	unknown	no
31834	30	technician	single	secondary	no	2544	no	no	cellular	8	apr	108	2	-1	0	unknown	yes
21940	51	admin.	married	primary	no	173	no	no	cellular	20	aug	65	2	-1	0	unknown	no
36868	49	blue-collar	married	secondary	no	5058	no	no	cellular	12	may	255	2	357	4	failure	no
33917	49	admin.	married	secondary	no	3608	yes	no	cellular	30	apr	252	1	168	1	success	yes
44250	24	student	single	secondary	no	1234	no	no	cellular	21	jul	314	1	156	2	success	yes
27473	31	management	married	unknown	no	4123	no	no	cellular	21	nov	584	2	-1	0	unknown	no
27763	55	technician	divorced	secondary	yes	4	no	no	cellular	28	jan	1048	1	-1	0	unknown	yes
21259	57	blue-collar	married	secondary	no	490	yes	no	cellular	18	aug	70	5	-1	0	unknown	no
22609	32	self-employed	married	tertiary	no	102	no	no	cellular	22	aug	398	5	-1	0	unknown	no
14574	42	management	married	tertiary	no	843	no	yes	cellular	15	jul	226	3	-1	0	unknown	no
26992	42	services	married	unknown	no	-1085	no	yes	cellular	21	nov	45	1	-1	0	unknown	no
35080	31	management	single	tertiary	no	59	yes	yes	cellular	6	may	1347	2	363	1	failure	yes
17263	25	services	single	secondary	no	5533	yes	no	cellular	28	jul	50	4	-1	0	unknown	no
41117	58	management	married	tertiary	no	1394	no	no	cellular	17	aug	628	1	83	1	other	no
10119	51	blue-collar	married	unknown	no	1137	no	no	unknown	11	jun	76	1	-1	0	unknown	no
43229	46	admin.	married	secondary	no	0	yes	no	cellular	5	mar	135	1	-1	0	unknown	no
20911	35	management	married	tertiary	no	3481	no	no	cellular	13	aug	388	3	-1	0	unknown	no
6436	31	admin.	single	secondary	no	-133	yes	no	unknown	27	may	355	2	-1	0	unknown	no
30001	38	unemployed	married	tertiary	no	201	no	no	cellular	4	feb	209	1	-1	0	unknown	no
26221	38	technician	married	secondary	no	1448	yes	no	cellular	20	nov	415	1	-1	0	unknown	no
44769	52	unemployed	married	secondary	no	1416	no	no	cellular	13	sep	218	3	187	3	success	yes
9380	26	technician	single	secondary	no	639	yes	no	unknown	6	jun	709	5	-1	0	unknown	yes
41232	59	management	married	tertiary	no	474	no	no	cellular	21	aug	252	1	-1	0	unknown	yes
41770	67	management	divorced	tertiary	no	361	no	no	cellular	13	oct	411	2	-1	0	unknown	yes
23210	55	services	married	unknown	no	2944	no	no	cellular	27	aug	672	6	-1	0	unknown	yes
41991	30	management	single	tertiary	no	398	no	no	cellular	27	oct	102	1	180	3	success	yes
9898	47	admin.	divorced	secondary	no	-364	yes	yes	unknown	9	jun	240	2	-1	0	unknown	no
39106	38	entrepreneur	married	tertiary	no	170	yes	no	cellular	18	may	442	1	-1	0	unknown	yes
34125	25	admin.	single	secondary	no	2816	no	no	cellular	30	apr	327	1	-1	0	unknown	yes
34362	25	unemployed	married	secondary	no	715	no	no	cellular	4	may	254	4	-1	0	unknown	no
39532	32	management	married	tertiary	no	937	no	no	cellular	26	may	61	1	190	1	failure	no
2281	34	entrepreneur	single	tertiary	no	714	yes	no	unknown	12	may	166	4	-1	0	unknown	no
3043	58	blue-collar	married	primary	no	1406	yes	no	unknown	14	may	252	3	-1	0	unknown	no
44399	43	blue-collar	married	primary	no	2952	no	no	cellular	3	aug	417	2	95	1	other	yes
4176	34	services	divorced	secondary	no	221	yes	no	unknown	19	may	343	1	-1	0	unknown	no
31309	57	management	married	tertiary	no	2681	no	no	cellular	11	mar	266	2	-1	0	unknown	yes
44623	32	admin.	married	secondary	no	200	no	no	cellular	1	sep	729	1	29	3	failure	yes
26314	34	blue-collar	single	secondary	no	7541	no	no	cellular	20	nov	541	1	-1	0	unknown	no
19911	45	blue-collar	married	secondary	no	827	yes	yes	cellular	8	aug	201	2	-1	0	unknown	no
40102	30	management	single	tertiary	no	3384	no	no	cellular	4	jun	578	2	-1	0	unknown	yes
12880	27	management	single	tertiary	no	338	no	yes	cellular	7	jul	535	1	-1	0	unknown	no
23798	34	management	single	tertiary	no	-281	no	no	cellular	29	aug	56	6	-1	0	unknown	no
24921	41	entrepreneur	married	secondary	no	8491	yes	no	cellular	18	nov	929	1	-1	0	unknown	yes
19855	55	management	married	tertiary	no	6880	no	no	cellular	8	aug	353	2	-1	0	unknown	no
43904	67	retired	married	unknown	no	2540	no	no	telephone	14	jun	278	5	116	4	other	yes
11288	42	blue-collar	married	primary	no	3	no	no	unknown	18	jun	45	3	-1	0	unknown	no
39938	39	management	single	tertiary	no	3797	no	no	cellular	2	jun	96	2	-1	0	unknown	no
5783	45	blue-collar	married	secondary	no	61	yes	no	unknown	26	may	745	4	-1	0	unknown	yes
38262	35	admin.	divorced	secondary	no	534	no	no	cellular	15	may	669	1	312	3	failure	yes
42266	81	retired	married	primary	no	5220	no	no	telephone	13	nov	135	1	94	2	other	yes
23865	32	technician	married	secondary	no	444	no	no	cellular	29	aug	63	2	-1	0	unknown	no
21046	42	management	divorced	tertiary	no	245	no	no	cellular	14	aug	103	2	-1	0	unknown	no
10950	52	housemaid	divorced	secondary	no	334	yes	no	unknown	17	jun	422	9	-1	0	unknown	no
7445	42	technician	married	secondary	no	2	no	no	unknown	29	may	249	2	-1	0	unknown	no
6228	41	self-employed	married	primary	no	-8	yes	no	unknown	27	may	643	2	-1	0	unknown	no
44276	30	services	single	secondary	no	268	no	no	unknown	24	jul	86	1	-1	0	unknown	no
39874	52	technician	divorced	secondary	no	1005	yes	no	cellular	2	jun	195	1	-1	0	unknown	yes
21884	42	technician	divorced	secondary	no	19	no	no	cellular	20	aug	875	4	-1	0	unknown	yes
31627	38	technician	married	tertiary	no	1997	yes	no	cellular	6	apr	90	10	-1	0	unknown	no
27583	33	admin.	single	tertiary	no	12704	yes	no	cellular	21	nov	246	2	-1	0	unknown	no
42576	32	management	single	tertiary	no	718	yes	no	cellular	29	dec	155	1	197	1	success	yes
31784	48	management	married	secondary	no	4415	yes	no	cellular	8	apr	1032	3	141	7	failure	yes
5976	30	admin.	married	secondary	no	1265	yes	yes	unknown	26	may	414	2	-1	0	unknown	yes
15287	54	technician	single	tertiary	no	467	yes	no	cellular	18	jul	674	3	-1	0	unknown	yes
38759	29	blue-collar	married	secondary	no	-493	yes	no	cellular	18	may	536	2	334	4	failure	yes
20356	30	technician	married	tertiary	no	8351	no	no	cellular	11	aug	345	3	-1	0	unknown	no
18693	31	technician	single	secondary	no	4	yes	no	telephone	31	jul	21	24	-1	0	unknown	no
5726	46	blue-collar	married	secondary	no	0	yes	no	unknown	26	may	208	2	-1	0	unknown	no
37272	31	admin.	married	secondary	no	879	yes	no	cellular	13	may	394	1	-1	0	unknown	yes
43590	41	self-employed	married	tertiary	no	0	yes	no	telephone	29	apr	395	3	426	1	other	yes
32276	47	admin.	married	secondary	no	3480	no	no	cellular	16	apr	443	1	-1	0	unknown	yes
18816	57	retired	single	unknown	no	411	no	yes	cellular	31	jul	45	29	-1	0	unknown	no
33108	38	services	married	secondary	no	0	yes	no	cellular	20	apr	506	2	-1	0	unknown	no
16526	39	admin.	divorced	tertiary	no	1087	no	yes	cellular	23	jul	85	2	-1	0	unknown	no
41147	55	technician	married	secondary	no	1938	no	yes	cellular	18	aug	193	1	386	3	success	yes
44124	53	admin.	single	secondary	no	654	no	no	unknown	10	jul	67	1	-1	0	unknown	yes
8755	29	services	single	secondary	no	-271	yes	no	unknown	4	jun	578	1	-1	0	unknown	yes
10871	40	technician	divorced	tertiary	no	0	no	no	unknown	17	jun	522	1	-1	0	unknown	yes
31746	51	blue-collar	married	secondary	no	4787	yes	no	cellular	7	apr	895	1	-1	0	unknown	yes
40734	23	student	single	secondary	no	0	no	no	cellular	7	aug	217	1	99	7	success	yes
36514	50	retired	married	secondary	no	8648	no	no	cellular	12	may	731	3	176	1	failure	yes
23944	38	unknown	married	unknown	no	653	no	no	telephone	29	aug	17	18	-1	0	unknown	no
40502	66	retired	married	secondary	no	203	no	no	cellular	7	jul	376	1	-1	0	unknown	yes
34606	35	management	married	tertiary	no	0	yes	no	cellular	5	may	310	1	-1	0	unknown	no
13449	35	technician	married	secondary	no	2355	yes	no	cellular	9	jul	515	1	-1	0	unknown	no
32114	33	management	single	tertiary	no	1271	yes	no	cellular	15	apr	636	3	330	1	failure	yes
43240	31	technician	married	tertiary	no	1570	yes	no	cellular	8	mar	277	4	286	1	failure	yes
41464	41	management	single	tertiary	no	6116	no	no	cellular	7	sep	97	1	-1	0	unknown	no
41085	46	blue-collar	married	unknown	no	336	yes	no	cellular	14	aug	260	3	457	1	other	yes
32377	48	blue-collar	married	secondary	no	113	yes	no	cellular	16	apr	255	2	318	5	other	no
42669	33	services	single	secondary	no	133	no	no	cellular	14	jan	305	2	274	1	success	yes
8782	29	blue-collar	married	secondary	no	296	yes	no	unknown	4	jun	153	1	-1	0	unknown	no
31752	50	management	married	secondary	no	732	no	no	cellular	7	apr	736	7	-1	0	unknown	no
43281	80	retired	married	primary	no	155	no	no	telephone	12	mar	290	1	93	2	success	yes
13308	41	blue-collar	divorced	unknown	no	19	no	yes	cellular	8	jul	514	5	-1	0	unknown	no
14889	27	admin.	divorced	secondary	no	451	yes	no	cellular	16	jul	652	1	-1	0	unknown	yes
45086	38	management	married	tertiary	no	536	yes	no	cellular	22	oct	234	1	92	1	success	yes
26537	38	management	married	tertiary	no	5506	no	no	cellular	20	nov	74	1	-1	0	unknown	no
32589	60	management	married	tertiary	no	13546	no	no	cellular	17	apr	452	3	-1	0	unknown	yes
5213	30	services	single	secondary	no	399	yes	yes	unknown	23	may	158	3	-1	0	unknown	no
7014	28	admin.	married	secondary	no	22171	yes	no	unknown	28	may	85	3	-1	0	unknown	no
42502	81	retired	divorced	secondary	no	452	no	no	telephone	16	dec	443	1	-1	0	unknown	yes
41579	56	services	married	secondary	no	654	no	no	cellular	15	sep	875	1	-1	0	unknown	yes
44520	36	self-employed	single	tertiary	no	353	no	no	cellular	11	aug	361	2	181	2	success	yes
38474	34	blue-collar	divorced	secondary	no	1614	yes	no	cellular	15	may	228	2	297	1	other	no
6562	36	blue-collar	married	primary	no	8326	yes	no	unknown	27	may	20	4	-1	0	unknown	no
27096	34	blue-collar	single	secondary	no	4536	yes	no	cellular	21	nov	963	1	-1	0	unknown	yes
35599	34	admin.	divorced	secondary	no	0	yes	no	cellular	7	may	323	3	-1	0	unknown	no
12686	51	technician	married	secondary	no	216	no	no	cellular	7	jul	615	2	-1	0	unknown	yes
24965	34	technician	married	tertiary	no	178	yes	no	cellular	18	nov	85	1	-1	0	unknown	no
43762	61	technician	married	secondary	no	1191	no	no	cellular	21	may	214	4	-1	0	unknown	yes
40128	35	admin.	divorced	secondary	no	1085	no	no	cellular	5	jun	199	1	86	7	success	yes
8240	36	management	single	tertiary	no	4543	yes	no	unknown	2	jun	252	5	-1	0	unknown	no
30267	42	management	married	secondary	yes	-34	no	no	cellular	5	feb	176	1	-1	0	unknown	no
22681	33	technician	single	secondary	no	161	no	no	cellular	25	aug	66	9	-1	0	unknown	no
19677	43	management	married	tertiary	no	-334	yes	no	cellular	7	aug	291	1	-1	0	unknown	no
27751	42	services	married	secondary	no	774	no	no	cellular	28	jan	997	1	-1	0	unknown	yes
9711	39	management	married	tertiary	no	575	no	no	unknown	6	jun	109	1	-1	0	unknown	no
35131	42	blue-collar	married	primary	no	2111	yes	no	cellular	7	may	86	2	-1	0	unknown	no
34571	28	blue-collar	married	secondary	no	1590	no	no	cellular	5	may	78	4	-1	0	unknown	no
9857	45	services	married	secondary	no	-1036	yes	no	unknown	9	jun	65	17	-1	0	unknown	no
26301	39	blue-collar	married	secondary	no	4777	yes	no	cellular	20	nov	103	1	-1	0	unknown	no
5730	40	services	married	secondary	no	-342	yes	no	unknown	26	may	754	1	-1	0	unknown	no
13578	32	technician	married	secondary	no	68	yes	no	cellular	9	jul	224	1	-1	0	unknown	no
41204	34	admin.	married	secondary	no	1406	yes	no	cellular	20	aug	63	2	85	1	success	yes
17187	45	admin.	divorced	tertiary	no	1506	no	no	cellular	28	jul	365	4	-1	0	unknown	yes
6230	42	services	married	secondary	no	-43	yes	yes	unknown	27	may	363	3	-1	0	unknown	no
3940	33	technician	married	secondary	no	153	yes	no	unknown	16	may	148	2	-1	0	unknown	no
5081	26	services	single	secondary	no	186	yes	no	unknown	21	may	72	3	-1	0	unknown	no
22836	55	services	married	primary	no	269	no	no	cellular	25	aug	89	4	-1	0	unknown	no
22143	31	technician	single	tertiary	no	-1	no	no	cellular	21	aug	117	4	-1	0	unknown	no
18925	56	retired	married	secondary	no	277	no	no	cellular	4	aug	143	1	-1	0	unknown	no
24592	56	management	married	tertiary	no	505	yes	yes	cellular	17	nov	171	1	172	2	failure	no
26128	45	technician	single	secondary	no	792	no	no	cellular	19	nov	111	5	-1	0	unknown	no
27602	37	management	single	tertiary	no	22125	no	yes	cellular	21	nov	331	2	-1	0	unknown	yes
44350	64	retired	married	primary	no	12067	no	no	telephone	30	jul	367	2	92	2	success	yes
35454	31	admin.	single	secondary	no	0	yes	no	cellular	7	may	895	2	295	2	failure	yes
37887	37	services	married	secondary	no	6089	yes	no	cellular	14	may	616	2	-1	0	unknown	yes
43271	37	management	married	tertiary	no	0	no	no	cellular	11	mar	129	4	107	2	failure	no
37687	35	blue-collar	single	secondary	no	4963	yes	no	cellular	14	may	456	1	300	1	failure	yes
6789	31	technician	single	primary	no	449	yes	no	unknown	28	may	174	1	-1	0	unknown	no
35861	56	blue-collar	divorced	primary	no	-9	yes	yes	cellular	8	may	728	1	-1	0	unknown	yes
18448	53	blue-collar	married	primary	no	252	no	no	cellular	31	jul	727	4	-1	0	unknown	yes
7352	27	services	single	secondary	no	2457	yes	no	unknown	29	may	123	4	-1	0	unknown	no
34911	38	technician	single	secondary	no	613	yes	yes	cellular	6	may	285	2	254	14	other	no
40537	55	management	married	unknown	no	3122	no	no	cellular	8	jul	349	1	-1	0	unknown	yes
43607	48	blue-collar	married	secondary	no	1730	yes	no	cellular	4	may	361	1	89	3	success	yes
37289	49	admin.	divorced	primary	no	112	yes	no	cellular	13	may	79	1	-1	0	unknown	no
16773	38	management	married	tertiary	no	272	yes	no	cellular	24	jul	62	1	-1	0	unknown	no
10627	45	technician	married	tertiary	no	533	yes	no	unknown	16	jun	332	2	-1	0	unknown	no
43307	60	retired	married	secondary	no	8332	no	no	cellular	16	mar	279	1	194	7	other	yes
504	41	blue-collar	married	secondary	no	946	yes	no	unknown	6	may	325	1	-1	0	unknown	no
40196	37	unknown	single	tertiary	no	0	no	no	cellular	8	jun	257	2	97	1	success	yes
13792	37	management	single	secondary	no	1981	no	no	cellular	10	jul	140	2	-1	0	unknown	no
34153	32	management	married	tertiary	no	1388	yes	no	cellular	30	apr	753	1	-1	0	unknown	yes
15304	58	blue-collar	divorced	primary	no	474	yes	yes	cellular	18	jul	85	1	-1	0	unknown	no
42253	38	admin.	married	secondary	no	1767	yes	no	cellular	12	nov	893	7	-1	0	unknown	yes
31035	40	technician	divorced	tertiary	no	4736	yes	no	cellular	11	feb	285	2	-1	0	unknown	yes
