	age	job	marital	education	default	balance	housing	loan	contact	day	month	duration	campaign	pdays	previous	poutcome	y
32106	43	services	married	primary	no	2557	yes	no	telephone	15	apr	165	2	327	3	failure	yes
38494	39	admin.	divorced	secondary	no	878	yes	no	cellular	15	may	611	5	-1	0	unknown	yes
21226	55	blue-collar	married	primary	no	3485	no	no	cellular	18	aug	625	4	-1	0	unknown	yes
20027	43	technician	married	tertiary	no	591	yes	no	cellular	8	aug	889	2	-1	0	unknown	no
39229	22	student	single	primary	no	110	yes	no	cellular	18	may	237	2	-1	0	unknown	no
42085	70	retired	married	secondary	no	2384	no	no	cellular	30	oct	196	2	-1	0	unknown	yes
43174	59	management	married	tertiary	no	315	no	no	cellular	2	mar	591	1	176	2	failure	yes
32726	36	blue-collar	married	primary	no	733	yes	no	cellular	17	apr	382	2	-1	0	unknown	no
33757	27	blue-collar	single	secondary	no	3792	no	no	cellular	22	apr	279	2	-1	0	unknown	yes
36224	41	blue-collar	married	primary	no	595	yes	no	cellular	11	may	54	1	-1	0	unknown	no
8012	39	blue-collar	single	secondary	no	4143	yes	yes	unknown	2	jun	21	1	-1	0	unknown	no
9421	60	retired	married	primary	no	22018	no	no	unknown	6	jun	177	2	-1	0	unknown	no
42523	30	management	single	tertiary	no	102	yes	no	cellular	18	dec	364	3	-1	0	unknown	yes
35891	56	blue-collar	married	secondary	no	68	yes	no	cellular	8	may	68	5	-1	0	unknown	no
43647	36	admin.	single	tertiary	no	994	no	no	cellular	6	may	211	1	90	6	success	yes
29342	39	management	married	tertiary	no	588	yes	yes	cellular	2	feb	2256	2	-1	0	unknown	no
2117	56	blue-collar	divorced	secondary	no	75	yes	no	unknown	12	may	136	2	-1	0	unknown	no
24141	29	management	single	tertiary	no	572	yes	no	telephone	8	nov	319	1	-1	0	unknown	yes
21114	49	services	married	secondary	no	1314	no	no	cellular	14	aug	834	14	-1	0	unknown	yes
43442	26	management	single	tertiary	no	1646	no	no	cellular	12	apr	524	4	206	5	success	yes
18015	55	management	married	tertiary	no	-375	no	no	cellular	30	jul	814	2	-1	0	unknown	yes
40681	66	retired	married	tertiary	no	3	no	no	cellular	6	aug	550	1	-1	0	unknown	yes
42246	48	blue-collar	married	secondary	no	1230	yes	no	cellular	12	nov	169	1	196	2	success	yes
44168	24	student	single	primary	no	1235	no	no	cellular	14	jul	334	4	93	6	other	yes
40070	41	services	married	secondary	no	0	yes	yes	cellular	4	jun	352	2	122	2	failure	yes
18195	36	housemaid	married	primary	no	78	yes	no	telephone	30	jul	2692	9	-1	0	unknown	yes
29828	34	management	married	tertiary	no	73	no	no	cellular	4	feb	426	2	-1	0	unknown	yes
44979	24	student	single	secondary	no	1809	no	no	cellular	11	oct	165	1	95	2	success	yes
4179	29	management	single	tertiary	no	617	yes	no	unknown	19	may	387	1	-1	0	unknown	no
34447	26	technician	single	tertiary	no	3628	no	no	cellular	5	may	151	1	-1	0	unknown	no
40645	75	blue-collar	married	secondary	no	6053	no	no	telephone	5	aug	416	1	-1	0	unknown	no
43596	61	retired	divorced	secondary	no	4243	no	no	cellular	30	apr	315	1	182	2	success	yes
28488	58	blue-collar	married	secondary	no	1298	yes	no	cellular	29	jan	522	2	245	4	failure	no
5337	31	management	single	tertiary	no	0	yes	no	unknown	23	may	391	1	-1	0	unknown	no
42676	32	admin.	married	secondary	no	366	no	no	cellular	14	jan	366	2	-1	0	unknown	yes
6531	31	blue-collar	married	secondary	no	77	yes	no	unknown	27	may	371	2	-1	0	unknown	no
40816	78	retired	divorced	secondary	no	631	no	no	telephone	11	aug	95	1	-1	0	unknown	no
86	56	admin.	married	secondary	no	45	no	no	unknown	5	may	1467	1	-1	0	unknown	yes
44029	35	unemployed	married	secondary	no	978	no	no	cellular	29	jun	660	2	182	6	success	yes
44642	33	admin.	single	tertiary	no	272	yes	no	cellular	1	sep	293	2	92	3	success	yes
40886	61	management	single	tertiary	no	2	no	no	cellular	12	aug	131	1	114	3	failure	yes
33776	37	management	married	tertiary	no	0	yes	no	cellular	23	apr	242	5	153	7	failure	yes
15221	56	housemaid	divorced	primary	no	864	no	no	telephone	17	jul	46	6	-1	0	unknown	no
18198	59	housemaid	divorced	primary	no	2518	no	no	cellular	30	jul	675	3	-1	0	unknown	yes
40877	40	admin.	married	secondary	no	3138	no	no	cellular	12	aug	238	1	-1	0	unknown	no
33356	40	admin.	single	secondary	no	315	yes	no	cellular	20	apr	44	1	-1	0	unknown	no
19073	32	management	married	tertiary	no	1028	no	no	cellular	5	aug	183	1	-1	0	unknown	no
15874	38	admin.	married	primary	no	-175	yes	no	telephone	21	jul	86	9	-1	0	unknown	no
30412	33	services	single	secondary	no	3358	yes	no	cellular	5	feb	502	2	-1	0	unknown	no
16890	29	services	married	tertiary	no	-62	yes	yes	cellular	25	jul	126	1	-1	0	unknown	no
23441	50	admin.	married	secondary	no	715	no	no	cellular	28	aug	131	13	-1	0	unknown	no
13489	39	blue-collar	married	secondary	no	1045	yes	yes	cellular	9	jul	290	13	-1	0	unknown	no
41174	30	management	single	tertiary	no	5359	no	no	cellular	19	aug	145	1	84	2	success	yes
44940	22	admin.	single	secondary	no	372	no	no	cellular	6	oct	218	1	-1	0	unknown	yes
38524	57	management	married	secondary	no	39	yes	no	cellular	15	may	114	2	-1	0	unknown	no
32347	30	admin.	single	secondary	no	818	yes	yes	cellular	16	apr	66	1	346	1	failure	no
45131	47	management	married	tertiary	no	0	no	no	cellular	27	oct	508	1	-1	0	unknown	yes
29130	35	technician	married	secondary	no	723	no	no	cellular	2	feb	324	1	-1	0	unknown	no
33944	47	unknown	married	unknown	no	677	no	no	cellular	30	apr	900	2	86	2	failure	yes
17228	43	services	married	secondary	no	-236	yes	no	cellular	28	jul	745	7	-1	0	unknown	yes
33967	33	technician	married	tertiary	no	4401	no	no	cellular	30	apr	439	1	-1	0	unknown	yes
41838	40	unemployed	single	tertiary	no	79	no	no	cellular	15	oct	570	1	135	1	failure	yes
28751	42	admin.	divorced	secondary	no	936	no	no	cellular	30	jan	931	1	-1	0	unknown	yes
35559	45	admin.	married	secondary	yes	-106	yes	yes	cellular	7	may	553	3	288	1	other	yes
16140	35	admin.	single	secondary	no	507	yes	no	cellular	22	jul	560	2	-1	0	unknown	yes
29782	28	self-employed	married	tertiary	no	0	yes	no	cellular	4	feb	546	3	196	4	failure	yes
10697	28	blue-collar	single	secondary	no	235	yes	no	unknown	16	jun	102	46	-1	0	unknown	no
5959	31	management	divorced	tertiary	no	1145	yes	no	unknown	26	may	1272	4	-1	0	unknown	yes
40244	40	self-employed	single	tertiary	no	10346	no	no	cellular	15	jun	491	2	207	1	other	yes
40853	60	blue-collar	married	primary	no	631	no	no	cellular	12	aug	429	2	-1	0	unknown	yes
21037	49	blue-collar	married	secondary	no	322	no	no	cellular	14	aug	356	2	-1	0	unknown	no
12718	39	technician	single	secondary	no	506	yes	no	cellular	7	jul	718	2	-1	0	unknown	yes
28924	62	technician	married	secondary	no	973	no	no	cellular	2	feb	326	1	-1	0	unknown	yes
18360	57	entrepreneur	married	unknown	no	20584	no	no	telephone	31	jul	28	2	-1	0	unknown	no
22359	58	management	divorced	tertiary	no	0	no	no	cellular	22	aug	73	3	-1	0	unknown	no
35587	50	blue-collar	married	secondary	no	26	yes	no	cellular	7	may	245	5	366	2	failure	no
42895	48	blue-collar	married	secondary	no	1730	yes	no	cellular	4	feb	489	1	178	2	failure	yes
1646	35	blue-collar	single	secondary	no	40	yes	no	unknown	9	may	617	4	-1	0	unknown	yes
43429	55	management	married	tertiary	no	3848	yes	no	cellular	8	apr	222	2	-1	0	unknown	yes
41417	30	admin.	divorced	secondary	no	419	no	no	cellular	3	sep	72	2	-1	0	unknown	no
23506	44	management	married	tertiary	no	3762	no	no	cellular	28	aug	125	12	-1	0	unknown	no
7423	46	blue-collar	married	primary	no	-169	no	yes	unknown	29	may	336	3	-1	0	unknown	no
41755	73	retired	divorced	secondary	no	7111	yes	no	cellular	12	oct	146	1	-1	0	unknown	yes
2485	48	management	married	tertiary	no	1949	yes	no	unknown	13	may	683	2	-1	0	unknown	yes
17802	49	admin.	married	secondary	no	0	yes	yes	cellular	29	jul	71	7	-1	0	unknown	no
7285	28	technician	single	secondary	no	1	yes	no	unknown	29	may	364	3	-1	0	unknown	no
43843	28	blue-collar	single	secondary	no	-46	yes	no	cellular	1	jun	154	2	91	12	success	yes
9237	50	technician	married	secondary	no	416	yes	no	unknown	5	jun	494	5	-1	0	unknown	yes
36426	50	entrepreneur	married	tertiary	no	388	yes	no	cellular	11	may	258	4	329	2	failure	no
45169	31	management	married	tertiary	no	2994	yes	no	cellular	10	nov	182	1	229	2	failure	no
39773	45	blue-collar	married	secondary	no	1723	no	no	cellular	1	jun	166	2	-1	0	unknown	yes
34956	22	student	single	secondary	no	310	yes	no	cellular	6	may	903	2	355	1	other	no
42538	64	self-employed	married	tertiary	no	661	no	no	cellular	21	dec	367	2	294	2	failure	yes
43076	47	blue-collar	married	secondary	no	1568	yes	no	cellular	19	feb	388	1	262	7	success	yes
36933	60	technician	married	secondary	no	-247	yes	no	telephone	12	may	472	2	351	1	failure	no
12484	40	services	single	secondary	no	-27	no	yes	unknown	1	jul	221	1	-1	0	unknown	no
30367	60	retired	married	tertiary	no	6684	yes	yes	cellular	5	feb	173	1	-1	0	unknown	no
43197	68	retired	married	secondary	no	1146	no	no	cellular	3	mar	153	2	110	3	success	yes
30225	72	retired	married	primary	no	9160	no	no	cellular	5	feb	229	1	-1	0	unknown	no
40481	82	retired	married	primary	no	8603	no	no	cellular	7	jul	429	1	-1	0	unknown	yes
34024	28	management	single	tertiary	no	1808	no	no	cellular	30	apr	309	1	-1	0	unknown	yes
28913	27	technician	single	secondary	no	90	no	no	cellular	2	feb	82	3	-1	0	unknown	no
45097	61	self-employed	married	tertiary	no	10861	no	no	cellular	25	oct	225	1	91	5	success	yes
35550	39	blue-collar	married	secondary	no	62	yes	no	cellular	7	may	877	3	-1	0	unknown	yes
10172	58	technician	married	primary	no	139	no	no	unknown	11	jun	103	1	-1	0	unknown	no
35603	52	management	married	tertiary	no	249	yes	yes	telephone	7	may	100	1	-1	0	unknown	no
15172	30	management	single	tertiary	no	1289	no	no	cellular	17	jul	489	2	-1	0	unknown	no
15788	38	technician	divorced	secondary	no	-397	yes	yes	cellular	21	jul	91	9	-1	0	unknown	no
10278	37	management	single	tertiary	no	8828	no	no	unknown	12	jun	1010	3	-1	0	unknown	yes
19511	53	technician	married	secondary	no	234	no	no	cellular	7	aug	103	2	-1	0	unknown	no
21828	46	management	divorced	tertiary	no	0	no	no	cellular	20	aug	50	2	-1	0	unknown	no
42656	70	retired	divorced	primary	no	482	no	no	telephone	14	jan	372	1	196	2	success	yes
38903	44	entrepreneur	married	primary	no	1434	yes	no	cellular	18	may	284	3	-1	0	unknown	no
15290	42	admin.	married	secondary	no	976	yes	no	cellular	18	jul	69	7	-1	0	unknown	no
38745	34	technician	married	tertiary	no	3743	yes	no	cellular	18	may	722	4	-1	0	unknown	yes
25706	44	services	married	primary	no	1161	yes	no	cellular	19	nov	402	1	184	5	failure	no
31987	35	management	single	tertiary	no	1599	yes	yes	cellular	13	apr	407	1	-1	0	unknown	yes
40820	39	management	single	tertiary	no	3840	yes	no	cellular	11	aug	315	2	-1	0	unknown	yes
15838	26	technician	single	secondary	no	223	no	yes	cellular	21	jul	1002	3	-1	0	unknown	yes
26015	58	retired	divorced	primary	no	2538	yes	no	cellular	19	nov	680	2	111	6	failure	yes
43290	77	retired	married	primary	no	29340	no	no	cellular	15	mar	257	1	91	2	other	yes
26329	35	admin.	married	tertiary	no	12634	no	no	cellular	20	nov	114	1	-1	0	unknown	no
42470	66	retired	married	unknown	no	2540	no	no	telephone	10	dec	441	2	156	1	other	yes
42262	64	retired	married	secondary	no	2031	no	no	cellular	13	nov	202	5	-1	0	unknown	no
36765	40	admin.	married	secondary	no	3126	yes	no	cellular	12	may	200	2	-1	0	unknown	no
33746	30	services	married	tertiary	no	81	no	no	cellular	22	apr	145	1	-1	0	unknown	yes
557	56	admin.	divorced	secondary	no	778	yes	no	unknown	6	may	149	2	-1	0	unknown	no
26942	34	admin.	single	tertiary	no	4254	yes	no	cellular	21	nov	714	1	-1	0	unknown	yes
25407	30	admin.	married	secondary	no	8781	yes	no	cellular	18	nov	898	1	-1	0	unknown	yes
11911	42	management	divorced	tertiary	no	0	no	no	unknown	20	jun	85	2	-1	0	unknown	no
7904	38	technician	single	secondary	no	-143	yes	no	unknown	30	may	428	7	-1	0	unknown	no
1273	41	admin.	married	secondary	no	55	yes	no	unknown	8	may	1120	2	-1	0	unknown	yes
30263	34	blue-collar	married	secondary	no	563	no	yes	cellular	5	feb	384	1	2	2	failure	no
20503	54	admin.	married	secondary	no	19213	no	no	cellular	12	aug	100	6	-1	0	unknown	no
6838	23	student	single	unknown	no	854	yes	no	unknown	28	may	664	2	-1	0	unknown	yes
23482	45	management	married	secondary	no	2873	yes	no	cellular	28	aug	30	16	-1	0	unknown	no
33986	31	admin.	single	secondary	no	190	no	no	cellular	30	apr	514	1	-1	0	unknown	yes
43878	38	admin.	married	secondary	no	0	yes	no	cellular	8	jun	187	1	181	2	success	yes
37973	37	blue-collar	married	primary	no	2079	yes	yes	cellular	14	may	299	1	360	2	failure	no
27905	36	admin.	married	tertiary	no	586	yes	no	cellular	28	jan	126	1	-1	0	unknown	no
44934	47	self-employed	married	tertiary	no	1011	no	no	cellular	6	oct	808	1	-1	0	unknown	yes
11329	59	retired	married	primary	no	1427	no	no	unknown	18	jun	140	2	-1	0	unknown	no
3982	54	management	single	tertiary	no	4393	yes	no	unknown	16	may	1297	3	-1	0	unknown	yes
42965	34	admin.	married	secondary	no	2374	yes	no	cellular	9	feb	243	2	92	3	success	yes
31914	29	admin.	married	tertiary	no	332	no	no	cellular	9	apr	179	1	-1	0	unknown	yes
45174	62	blue-collar	married	secondary	no	272	no	no	cellular	11	nov	289	1	92	3	success	yes
21676	58	retired	married	secondary	no	0	no	no	cellular	19	aug	153	2	-1	0	unknown	no
41926	51	technician	married	secondary	no	371	yes	yes	cellular	21	oct	287	1	-1	0	unknown	yes
43475	35	management	single	tertiary	no	2646	no	no	cellular	14	apr	133	8	183	2	success	yes
26192	32	technician	married	tertiary	no	4654	yes	yes	cellular	20	nov	276	1	128	2	failure	yes
25803	33	management	single	secondary	no	8004	no	no	cellular	19	nov	414	3	-1	0	unknown	no
40330	59	admin.	married	secondary	no	3735	no	no	cellular	17	jun	243	3	91	6	success	yes
4640	44	technician	divorced	secondary	no	982	yes	no	unknown	20	may	650	3	-1	0	unknown	yes
13542	52	management	married	tertiary	no	0	yes	no	cellular	9	jul	197	1	-1	0	unknown	no
23197	49	blue-collar	married	secondary	no	2673	no	no	cellular	27	aug	219	4	-1	0	unknown	no
37548	28	blue-collar	married	primary	no	674	yes	no	telephone	14	may	921	4	-1	0	unknown	no
37190	39	management	married	tertiary	no	297	yes	no	cellular	13	may	734	2	-1	0	unknown	yes
39471	36	management	single	tertiary	no	1379	no	no	cellular	25	may	189	1	186	1	failure	yes
19244	42	management	married	tertiary	no	3718	yes	no	cellular	6	aug	50	2	-1	0	unknown	no
39102	29	technician	single	secondary	no	-218	yes	no	cellular	18	may	73	2	-1	0	unknown	no
44729	34	management	divorced	tertiary	no	2240	no	no	cellular	8	sep	220	2	184	3	success	yes
8572	47	blue-collar	divorced	primary	no	126	yes	no	unknown	3	jun	2456	2	-1	0	unknown	yes
40436	58	housemaid	divorced	secondary	no	0	no	no	cellular	2	jul	478	2	-1	0	unknown	yes
33299	38	services	married	secondary	no	-349	yes	no	cellular	20	apr	111	2	328	5	failure	no
39957	40	student	single	secondary	no	595	yes	no	cellular	3	jun	406	2	-1	0	unknown	yes
27366	49	admin.	divorced	secondary	no	6512	no	no	cellular	21	nov	93	2	-1	0	unknown	no
29845	58	retired	single	secondary	no	1640	no	yes	cellular	4	feb	72	6	274	4	failure	no
6054	38	blue-collar	married	primary	no	2366	yes	no	unknown	26	may	97	4	-1	0	unknown	no
12282	25	entrepreneur	single	tertiary	no	0	no	no	unknown	25	jun	347	1	-1	0	unknown	no
21333	57	blue-collar	married	secondary	no	1404	no	no	cellular	18	aug	119	7	-1	0	unknown	no
35259	33	admin.	single	tertiary	no	475	yes	no	cellular	7	may	1046	1	-1	0	unknown	yes
34374	36	services	single	secondary	no	1227	yes	yes	cellular	4	may	775	5	341	3	failure	yes
35122	46	technician	single	secondary	no	747	yes	no	telephone	6	may	22	6	-1	0	unknown	no
41546	27	student	single	tertiary	no	-148	yes	no	cellular	11	sep	146	3	224	1	other	no
44778	58	management	married	tertiary	no	0	no	no	cellular	14	sep	358	2	-1	0	unknown	yes
26842	59	retired	married	secondary	no	1896	no	no	telephone	20	nov	134	9	-1	0	unknown	no
44635	37	management	married	tertiary	no	1113	no	no	cellular	1	sep	265	2	183	2	success	yes
14966	32	self-employed	married	secondary	no	-1668	yes	yes	cellular	16	jul	166	6	-1	0	unknown	no
43099	35	management	married	tertiary	no	1380	no	no	cellular	23	feb	155	1	-1	0	unknown	yes
31654	31	services	married	secondary	no	1062	yes	yes	cellular	6	apr	230	1	-1	0	unknown	no
12877	31	blue-collar	single	secondary	no	16	no	no	cellular	7	jul	387	1	-1	0	unknown	no
34297	31	management	single	tertiary	no	2480	no	no	cellular	4	may	107	4	-1	0	unknown	no
43390	26	management	single	tertiary	no	3	yes	yes	cellular	1	apr	149	1	350	1	success	yes
37857	32	technician	married	tertiary	no	15	no	no	cellular	14	may	226	1	346	1	failure	no
38653	33	admin.	single	secondary	no	5	yes	no	cellular	15	may	934	2	368	2	failure	yes
18108	26	admin.	single	secondary	no	443	no	no	cellular	30	jul	84	3	-1	0	unknown	no
37580	26	management	single	tertiary	no	3944	yes	no	cellular	14	may	974	2	-1	0	unknown	yes
40301	28	management	single	tertiary	no	502	no	no	cellular	16	jun	136	2	-1	0	unknown	yes
43822	29	management	married	tertiary	no	8103	no	no	cellular	28	may	473	3	-1	0	unknown	yes
42294	37	management	married	tertiary	no	1276	no	no	cellular	16	nov	146	1	94	2	success	yes
42348	42	management	married	primary	no	5310	yes	no	cellular	25	nov	968	2	97	4	success	yes
36089	54	management	married	tertiary	no	7249	yes	yes	cellular	11	may	346	1	96	3	failure	no
26544	36	management	single	tertiary	no	2032	no	yes	cellular	20	nov	736	1	-1	0	unknown	yes
34846	52	admin.	married	secondary	no	786	yes	no	cellular	6	may	164	5	-1	0	unknown	no
2404	34	blue-collar	divorced	secondary	no	383	yes	no	unknown	13	may	2231	1	-1	0	unknown	yes
44737	46	student	single	unknown	no	1527	no	no	cellular	8	sep	358	3	184	1	success	yes
1729	32	self-employed	single	secondary	no	123	yes	no	unknown	9	may	278	1	-1	0	unknown	no
37949	28	student	single	secondary	no	1377	yes	no	cellular	14	may	688	2	-1	0	unknown	yes
26504	53	blue-collar	married	primary	no	421	yes	no	cellular	20	nov	677	1	-1	0	unknown	yes
8210	38	technician	single	secondary	no	2990	yes	no	unknown	2	jun	612	2	-1	0	unknown	no
17134	27	technician	single	secondary	no	-646	yes	no	cellular	25	jul	135	8	-1	0	unknown	no
40080	55	admin.	married	secondary	no	1662	no	no	cellular	4	jun	94	2	-1	0	unknown	yes
43195	29	student	single	unknown	no	7585	no	no	cellular	3	mar	145	2	198	1	failure	yes
15885	31	housemaid	married	secondary	no	3902	yes	no	cellular	21	jul	78	4	-1	0	unknown	no
11448	41	blue-collar	divorced	secondary	no	3622	no	no	unknown	19	jun	1135	4	-1	0	unknown	yes
