	age	job	marital	education	default	balance	housing	loan	contact	day	month	duration	campaign	pdays	previous	poutcome	y
42006	38	housemaid	divorced	secondary	no	70	no	no	cellular	27	oct	255	3	148	1	success	yes
41066	62	management	married	tertiary	no	557	no	no	cellular	14	aug	185	1	-1	0	unknown	yes
29271	29	blue-collar	married	secondary	no	321	yes	yes	cellular	2	feb	102	2	-1	0	unknown	no
5542	44	management	divorced	tertiary	no	5773	no	no	unknown	23	may	597	6	-1	0	unknown	yes
43110	29	self-employed	single	tertiary	no	805	no	no	cellular	23	feb	132	1	103	7	failure	yes
27462	32	entrepreneur	married	unknown	no	73	yes	no	cellular	21	nov	158	1	135	1	failure	no
6400	30	technician	single	tertiary	no	445	yes	no	unknown	27	may	182	1	-1	0	unknown	no
4972	32	technician	married	secondary	no	1389	yes	no	unknown	21	may	189	2	-1	0	unknown	no
31181	25	admin.	single	tertiary	no	3730	yes	no	cellular	27	feb	353	1	-1	0	unknown	yes
20794	55	technician	married	secondary	no	303	no	yes	cellular	13	aug	261	2	-1	0	unknown	no
43587	32	technician	single	tertiary	no	388	no	no	cellular	29	apr	250	3	-1	0	unknown	yes
12357	27	blue-collar	married	primary	no	-413	no	yes	unknown	27	jun	422	6	-1	0	unknown	yes
6766	36	technician	married	secondary	no	1731	yes	yes	unknown	28	may	207	1	-1	0	unknown	no
13163	25	blue-collar	married	secondary	no	4280	no	yes	cellular	8	jul	148	2	-1	0	unknown	no
16897	26	technician	single	secondary	no	941	no	yes	cellular	25	jul	784	1	-1	0	unknown	yes
26881	32	technician	single	tertiary	no	502	yes	no	telephone	20	nov	442	4	-1	0	unknown	no
17362	40	self-employed	single	tertiary	no	1616	no	no	telephone	28	jul	1009	7	-1	0	unknown	yes
38661	34	admin.	single	secondary	no	3160	no	no	cellular	15	may	22	8	331	13	failure	no
36244	47	entrepreneur	married	unknown	no	0	yes	no	cellular	11	may	70	8	339	6	other	no
37519	41	management	married	tertiary	no	1204	yes	yes	cellular	13	may	310	2	-1	0	unknown	no
8581	41	services	married	secondary	no	146	yes	yes	unknown	3	jun	199	1	-1	0	unknown	no
3701	33	management	married	tertiary	no	273	yes	no	unknown	16	may	803	1	-1	0	unknown	yes
16881	49	blue-collar	single	primary	no	566	yes	no	cellular	25	jul	979	2	-1	0	unknown	yes
42603	57	retired	married	secondary	no	1044	no	no	telephone	11	jan	585	1	192	2	success	yes
41858	73	retired	married	unknown	no	519	no	no	telephone	16	oct	434	1	57	1	failure	yes
523	29	management	single	tertiary	no	0	yes	no	unknown	6	may	211	1	-1	0	unknown	no
25589	30	self-employed	single	secondary	no	-617	no	yes	cellular	19	nov	925	1	-1	0	unknown	yes
9029	44	technician	married	secondary	no	296	yes	yes	unknown	5	jun	169	1	-1	0	unknown	no
42821	33	entrepreneur	single	secondary	no	278	no	no	cellular	1	feb	563	5	-1	0	unknown	yes
39811	54	services	divorced	secondary	no	0	no	no	cellular	1	jun	174	1	81	2	success	yes
44409	45	admin.	married	secondary	no	205	no	no	cellular	4	aug	180	1	92	3	success	yes
2484	45	management	married	tertiary	no	849	no	no	unknown	13	may	60	1	-1	0	unknown	no
10591	42	blue-collar	married	secondary	no	2256	yes	no	unknown	16	jun	315	1	-1	0	unknown	no
29515	41	blue-collar	married	primary	no	201	yes	no	cellular	3	feb	157	1	-1	0	unknown	yes
42125	44	admin.	married	secondary	no	205	no	no	cellular	3	nov	289	1	-1	0	unknown	yes
4866	36	management	married	tertiary	no	849	yes	yes	unknown	21	may	958	2	-1	0	unknown	yes
42605	33	management	married	tertiary	no	6513	yes	no	cellular	11	jan	170	1	343	1	other	yes
33948	24	management	single	tertiary	no	2845	no	no	cellular	30	apr	779	2	-1	0	unknown	yes
45017	27	technician	single	secondary	no	643	no	no	telephone	14	oct	301	1	93	1	success	yes
31297	34	admin.	single	secondary	no	4447	yes	no	cellular	10	mar	75	2	-1	0	unknown	no
25076	38	technician	married	tertiary	no	3234	no	no	cellular	18	nov	578	2	-1	0	unknown	yes
44788	75	retired	married	primary	no	1765	no	no	telephone	14	sep	808	1	187	4	failure	yes
35495	28	self-employed	single	tertiary	no	75	yes	no	cellular	7	may	245	3	-1	0	unknown	no
10962	46	entrepreneur	married	tertiary	no	120	no	no	unknown	17	jun	171	4	-1	0	unknown	no
28983	39	blue-collar	married	unknown	no	0	no	no	cellular	2	feb	731	1	193	3	failure	no
42315	62	technician	married	secondary	no	135	yes	no	telephone	16	nov	446	13	96	1	other	no
42623	66	self-employed	married	tertiary	no	147	no	no	telephone	12	jan	411	1	-1	0	unknown	yes
39351	35	services	single	secondary	no	719	yes	no	cellular	18	may	1359	3	368	3	failure	yes
43483	39	technician	married	secondary	no	603	no	yes	cellular	15	apr	214	1	-1	0	unknown	yes
42677	60	retired	divorced	tertiary	no	979	yes	no	cellular	15	jan	295	3	347	1	failure	yes
16232	57	technician	married	secondary	no	1741	no	no	cellular	23	jul	364	2	-1	0	unknown	no
42481	72	retired	married	primary	no	3856	no	no	cellular	10	dec	582	4	115	1	other	yes
10780	50	retired	married	primary	no	1098	no	no	unknown	17	jun	168	1	-1	0	unknown	no
17912	39	blue-collar	married	unknown	no	1181	yes	no	cellular	30	jul	650	2	-1	0	unknown	yes
2119	60	retired	married	secondary	no	78	yes	no	unknown	12	may	113	3	-1	0	unknown	no
15490	31	services	single	secondary	no	24	no	no	cellular	18	jul	135	2	-1	0	unknown	no
42024	67	retired	married	primary	no	2	no	no	cellular	28	oct	1118	1	-1	0	unknown	no
36534	34	retired	married	secondary	no	165	no	no	cellular	12	may	99	1	370	1	failure	no
43672	42	management	married	tertiary	no	27696	no	no	cellular	12	may	176	2	89	5	success	yes
24109	43	retired	married	secondary	no	860	no	no	telephone	30	oct	132	1	-1	0	unknown	yes
8981	49	blue-collar	married	unknown	no	1944	no	no	unknown	5	jun	773	1	-1	0	unknown	no
32698	30	admin.	single	secondary	no	69	yes	no	cellular	17	apr	997	1	-1	0	unknown	yes
37690	31	admin.	married	secondary	no	8781	yes	no	cellular	14	may	680	1	177	1	success	yes
40500	39	management	single	tertiary	no	257	no	no	cellular	7	jul	58	1	-1	0	unknown	no
43082	60	retired	divorced	secondary	no	1	no	no	cellular	19	feb	302	1	184	1	success	yes
41240	28	blue-collar	married	secondary	no	61	yes	no	cellular	21	aug	744	1	109	3	success	yes
40993	66	housemaid	divorced	primary	no	204	no	no	telephone	13	aug	213	1	-1	0	unknown	no
26320	31	unemployed	single	unknown	no	167	no	no	cellular	20	nov	316	1	-1	0	unknown	no
39433	27	management	single	tertiary	no	616	yes	no	cellular	22	may	685	1	101	1	other	yes
36598	40	entrepreneur	married	tertiary	no	1729	yes	no	cellular	12	may	85	1	-1	0	unknown	no
36543	54	self-employed	married	tertiary	no	66	yes	no	telephone	12	may	246	2	-1	0	unknown	no
26445	44	services	married	secondary	no	-230	yes	yes	cellular	20	nov	352	1	177	1	failure	no
6098	42	admin.	married	secondary	no	208	yes	no	unknown	27	may	75	2	-1	0	unknown	no
44521	42	management	married	tertiary	no	27696	no	no	cellular	11	aug	370	1	91	7	success	yes
31877	33	technician	single	secondary	no	719	yes	no	cellular	9	apr	448	2	316	6	failure	yes
17900	55	blue-collar	married	unknown	no	1665	no	no	telephone	30	jul	89	2	-1	0	unknown	no
16066	35	blue-collar	married	secondary	no	162	no	yes	cellular	22	jul	675	2	-1	0	unknown	no
42333	71	retired	married	secondary	no	5715	no	no	cellular	17	nov	747	2	-1	0	unknown	yes
6832	28	admin.	single	secondary	no	419	yes	no	unknown	28	may	158	2	-1	0	unknown	no
35574	52	management	married	tertiary	no	0	yes	yes	cellular	7	may	541	3	343	5	failure	no
14328	48	retired	married	secondary	no	67	no	no	telephone	14	jul	251	2	-1	0	unknown	no
15348	29	blue-collar	married	secondary	yes	-643	yes	no	cellular	18	jul	277	1	-1	0	unknown	no
12407	37	management	married	tertiary	no	597	no	yes	unknown	30	jun	96	3	-1	0	unknown	no
11631	25	blue-collar	single	secondary	no	-191	yes	no	unknown	19	jun	958	7	-1	0	unknown	yes
17344	40	services	married	secondary	no	473	yes	no	cellular	28	jul	383	3	-1	0	unknown	yes
21985	35	management	married	tertiary	no	24	yes	no	cellular	20	aug	174	2	-1	0	unknown	no
40498	66	management	married	tertiary	no	2169	no	no	cellular	7	jul	282	1	-1	0	unknown	no
33603	28	technician	married	secondary	no	7102	yes	no	cellular	20	apr	156	3	325	9	failure	no
35973	39	admin.	married	secondary	no	0	yes	no	telephone	8	may	283	3	296	5	failure	no
43547	29	management	single	tertiary	no	1445	no	no	cellular	26	apr	328	2	143	2	success	yes
20058	35	management	married	tertiary	no	1650	no	no	cellular	8	aug	885	5	-1	0	unknown	no
21148	49	unknown	married	unknown	no	301	no	no	cellular	14	aug	789	2	-1	0	unknown	no
40971	44	technician	divorced	secondary	no	14	no	no	cellular	13	aug	234	1	-1	0	unknown	yes
9839	54	entrepreneur	married	secondary	no	0	no	no	unknown	9	jun	96	1	-1	0	unknown	no
11777	56	management	married	tertiary	no	0	no	yes	unknown	20	jun	422	1	-1	0	unknown	yes
34035	30	admin.	single	secondary	no	270	no	no	cellular	30	apr	437	1	80	1	success	yes
41205	34	technician	married	tertiary	no	197	no	no	cellular	20	aug	78	3	-1	0	unknown	yes
20032	49	housemaid	married	tertiary	no	443	no	no	cellular	8	aug	27	6	-1	0	unknown	no
21819	30	technician	single	secondary	no	3048	no	yes	cellular	20	aug	223	2	-1	0	unknown	no
39866	40	unemployed	single	tertiary	no	7968	no	no	cellular	2	jun	596	1	-1	0	unknown	yes
33985	35	admin.	single	tertiary	no	994	no	no	cellular	30	apr	400	1	87	2	failure	yes
20887	30	entrepreneur	married	tertiary	no	366	no	no	cellular	13	aug	75	6	-1	0	unknown	no
7795	36	technician	single	secondary	no	4136	yes	no	unknown	30	may	812	3	-1	0	unknown	yes
2973	44	blue-collar	married	secondary	no	1944	yes	no	unknown	14	may	222	5	-1	0	unknown	no
23046	50	blue-collar	married	secondary	no	579	no	no	cellular	26	aug	83	4	-1	0	unknown	no
26707	31	entrepreneur	married	tertiary	no	5191	no	no	cellular	20	nov	187	2	-1	0	unknown	no
34001	46	services	married	secondary	no	4	no	no	cellular	30	apr	268	1	261	5	other	yes
22702	42	technician	divorced	tertiary	no	343	no	no	cellular	25	aug	87	4	-1	0	unknown	no
24950	36	blue-collar	married	secondary	no	342	yes	no	cellular	18	nov	305	1	-1	0	unknown	no
12753	36	entrepreneur	divorced	tertiary	no	776	no	yes	cellular	7	jul	722	3	-1	0	unknown	yes
32062	65	retired	married	primary	no	2173	no	no	cellular	14	apr	72	1	-1	0	unknown	no
43966	33	management	single	tertiary	no	224	no	no	cellular	23	jun	342	2	107	2	success	yes
7843	38	services	married	secondary	no	-762	yes	yes	unknown	30	may	408	2	-1	0	unknown	no
43656	47	blue-collar	married	tertiary	no	3745	no	no	cellular	7	may	113	1	200	1	failure	no
13699	50	admin.	married	secondary	no	858	no	no	cellular	9	jul	41	12	-1	0	unknown	no
8141	35	management	married	tertiary	no	1193	yes	no	unknown	2	jun	101	2	-1	0	unknown	no
10063	42	admin.	married	secondary	no	105	no	no	unknown	11	jun	1159	4	-1	0	unknown	yes
4210	43	management	married	secondary	no	3196	yes	yes	unknown	19	may	159	3	-1	0	unknown	no
27322	32	technician	single	secondary	no	5600	yes	no	cellular	21	nov	77	1	-1	0	unknown	no
27716	41	technician	married	secondary	no	0	yes	no	telephone	4	dec	43	1	-1	0	unknown	no
9452	27	management	single	unknown	no	1029	yes	no	unknown	6	jun	71	2	-1	0	unknown	no
31252	48	management	married	primary	no	606	no	no	cellular	5	mar	77	6	-1	0	unknown	no
26935	36	management	married	tertiary	no	4069	no	no	cellular	21	nov	517	1	-1	0	unknown	yes
38369	35	management	single	tertiary	no	6781	yes	no	cellular	15	may	19	6	-1	0	unknown	no
6408	35	technician	divorced	secondary	no	-199	yes	no	unknown	27	may	137	2	-1	0	unknown	no
35659	30	management	single	tertiary	no	277	yes	no	cellular	8	may	166	1	42	1	other	no
8392	31	unemployed	married	secondary	no	86	yes	yes	unknown	3	jun	963	2	-1	0	unknown	yes
29036	59	retired	single	secondary	no	2	no	no	telephone	2	feb	935	1	-1	0	unknown	yes
8160	35	management	married	tertiary	no	867	yes	no	unknown	2	jun	230	3	-1	0	unknown	yes
42516	32	admin.	married	secondary	no	35	no	no	cellular	17	dec	324	3	126	3	success	yes
893	59	blue-collar	married	secondary	no	202	yes	no	unknown	7	may	173	1	-1	0	unknown	no
33931	42	technician	married	tertiary	no	757	no	no	cellular	30	apr	354	1	79	1	success	yes
38401	49	self-employed	married	secondary	no	505	yes	no	telephone	15	may	354	2	-1	0	unknown	no
29272	36	management	married	tertiary	no	630	no	no	cellular	2	feb	285	1	-1	0	unknown	yes
16165	27	blue-collar	single	secondary	no	113	no	no	cellular	22	jul	39	17	-1	0	unknown	no
20849	53	services	married	secondary	no	6170	no	no	cellular	13	aug	838	4	-1	0	unknown	yes
24098	38	management	married	tertiary	no	385	yes	no	telephone	28	oct	154	1	-1	0	unknown	yes
10720	49	entrepreneur	married	tertiary	no	388	yes	no	unknown	16	jun	142	2	-1	0	unknown	no
31920	20	student	single	secondary	no	1819	no	no	cellular	9	apr	245	3	-1	0	unknown	yes
9951	41	admin.	married	secondary	no	0	yes	no	unknown	9	jun	65	3	-1	0	unknown	no
24177	35	unemployed	single	secondary	no	127	yes	no	telephone	14	nov	162	1	-1	0	unknown	yes
44171	53	technician	married	primary	no	6181	no	no	cellular	14	jul	817	2	209	3	other	yes
10030	38	blue-collar	divorced	secondary	no	157	no	no	unknown	9	jun	299	5	-1	0	unknown	no
27432	41	management	married	secondary	no	0	no	no	cellular	21	nov	624	1	-1	0	unknown	no
32885	30	management	single	tertiary	no	3392	yes	no	cellular	17	apr	194	2	-1	0	unknown	no
36731	36	blue-collar	divorced	primary	no	-308	yes	no	cellular	12	may	725	1	-1	0	unknown	yes
2387	24	services	single	secondary	yes	-122	yes	no	unknown	13	may	1000	1	-1	0	unknown	yes
39996	30	management	single	tertiary	no	3340	no	no	cellular	3	jun	238	3	-1	0	unknown	yes
7610	37	management	married	tertiary	no	569	yes	no	unknown	30	may	92	1	-1	0	unknown	no
3645	39	self-employed	married	tertiary	no	-176	yes	no	unknown	15	may	156	13	-1	0	unknown	no
12713	35	unknown	married	primary	no	634	no	no	cellular	7	jul	185	2	-1	0	unknown	no
24014	49	management	married	tertiary	no	0	no	no	cellular	29	aug	215	6	-1	0	unknown	no
12059	44	technician	married	secondary	no	5597	no	no	unknown	20	jun	27	3	-1	0	unknown	no
29590	29	unknown	single	secondary	no	1288	no	no	cellular	3	feb	266	1	-1	0	unknown	no
20321	45	admin.	married	secondary	no	111	yes	no	cellular	11	aug	173	1	-1	0	unknown	no
44813	78	retired	divorced	primary	no	527	no	no	cellular	16	sep	193	1	-1	0	unknown	yes
36889	45	self-employed	divorced	tertiary	no	963	yes	no	cellular	12	may	528	5	-1	0	unknown	yes
16367	33	services	divorced	secondary	no	44	no	yes	cellular	23	jul	529	1	-1	0	unknown	yes
43283	61	admin.	married	secondary	no	4608	no	no	cellular	12	mar	212	1	-1	0	unknown	yes
44435	34	admin.	married	tertiary	no	79	yes	no	cellular	5	aug	203	1	92	5	success	yes
10123	37	admin.	married	unknown	no	463	yes	no	unknown	11	jun	158	1	-1	0	unknown	no
40480	66	unknown	divorced	unknown	no	1993	yes	no	cellular	6	jul	117	4	-1	0	unknown	no
31158	43	unemployed	single	tertiary	no	983	yes	no	cellular	26	feb	97	1	-1	0	unknown	yes
35130	37	blue-collar	married	secondary	no	-57	yes	yes	cellular	7	may	55	5	-1	0	unknown	no
42766	48	management	married	tertiary	no	157	no	no	cellular	28	jan	417	4	-1	0	unknown	yes
36477	37	blue-collar	single	primary	no	1388	yes	no	telephone	12	may	66	2	356	1	other	no
16515	33	services	single	tertiary	no	395	yes	no	cellular	23	jul	1359	6	-1	0	unknown	yes
19288	35	management	married	secondary	no	533	no	no	cellular	6	aug	221	12	-1	0	unknown	no
14671	49	services	married	unknown	no	463	yes	no	telephone	15	jul	541	2	-1	0	unknown	no
42234	33	services	married	secondary	no	386	no	no	cellular	12	nov	253	1	92	4	failure	yes
2797	26	student	single	secondary	no	91	yes	no	unknown	14	may	174	2	-1	0	unknown	no
25761	36	technician	married	secondary	no	377	yes	yes	cellular	19	nov	135	1	-1	0	unknown	no
20193	34	technician	single	secondary	no	1763	no	no	cellular	11	aug	246	2	-1	0	unknown	no
21864	40	technician	single	tertiary	no	47	no	no	cellular	20	aug	110	4	-1	0	unknown	no
42461	69	retired	married	unknown	no	426	no	no	telephone	9	dec	395	1	-1	0	unknown	yes
18436	54	management	married	tertiary	no	12	no	no	telephone	31	jul	77	4	-1	0	unknown	no
38894	35	blue-collar	married	primary	no	1749	yes	no	cellular	18	may	63	5	363	11	other	no
44796	39	management	married	unknown	no	76	no	no	cellular	15	sep	200	1	183	1	success	yes
5850	27	unemployed	married	secondary	no	293	yes	no	unknown	26	may	70	3	-1	0	unknown	no
43334	52	technician	single	secondary	no	436	no	yes	unknown	22	mar	95	1	-1	0	unknown	yes
6823	46	technician	married	secondary	no	57	no	no	unknown	28	may	796	1	-1	0	unknown	yes
29267	48	blue-collar	single	primary	no	8990	no	no	telephone	2	feb	1790	2	-1	0	unknown	yes
43184	51	technician	married	tertiary	no	0	no	no	cellular	2	mar	539	2	-1	0	unknown	yes
39463	54	technician	married	secondary	no	1299	yes	no	cellular	25	may	104	1	-1	0	unknown	no
41191	33	management	single	tertiary	no	8514	no	no	cellular	20	aug	131	1	-1	0	unknown	no
34107	34	management	married	tertiary	no	0	yes	no	cellular	30	apr	300	1	86	1	success	yes
30692	33	blue-collar	single	secondary	no	697	no	no	cellular	6	feb	860	2	-1	0	unknown	yes
25183	45	management	married	tertiary	no	0	no	no	cellular	18	nov	179	2	-1	0	unknown	no
33342	39	blue-collar	married	secondary	no	1165	yes	no	cellular	20	apr	354	1	-1	0	unknown	no
43345	29	self-employed	single	tertiary	no	3290	no	no	cellular	23	mar	136	1	291	2	success	yes
43376	28	admin.	single	tertiary	no	832	no	no	telephone	29	mar	433	3	342	1	failure	yes
40954	77	retired	married	tertiary	no	699	no	no	cellular	13	aug	425	2	-1	0	unknown	yes
5483	45	admin.	married	secondary	no	149	yes	no	unknown	23	may	893	3	-1	0	unknown	yes
13354	43	technician	married	secondary	no	48	yes	no	cellular	8	jul	89	1	-1	0	unknown	no
23634	50	housemaid	married	primary	no	0	no	no	cellular	28	aug	39	4	-1	0	unknown	no
14619	34	blue-collar	single	primary	no	-109	yes	no	cellular	15	jul	860	4	-1	0	unknown	yes
10866	51	housemaid	divorced	primary	no	336	no	no	unknown	17	jun	105	1	-1	0	unknown	no
42531	39	unemployed	single	secondary	no	804	no	no	cellular	21	dec	193	8	203	1	success	no
18665	32	technician	single	tertiary	no	127	yes	no	cellular	31	jul	88	3	-1	0	unknown	no
24107	35	management	single	tertiary	no	7506	yes	no	unknown	30	oct	248	1	-1	0	unknown	yes
6032	23	services	married	secondary	no	0	yes	yes	unknown	26	may	90	5	-1	0	unknown	no
41344	55	admin.	divorced	secondary	no	1872	no	no	cellular	28	aug	155	2	93	8	failure	yes
26195	37	management	married	secondary	no	66	yes	no	cellular	20	nov	86	1	-1	0	unknown	no
1682	29	management	married	tertiary	no	246	yes	no	unknown	9	may	45	1	-1	0	unknown	no
38487	47	blue-collar	married	primary	no	-290	yes	no	cellular	15	may	495	1	-1	0	unknown	no
40680	67	retired	married	tertiary	no	701	no	no	cellular	6	aug	254	2	-1	0	unknown	yes
44537	41	admin.	married	secondary	no	2498	no	no	cellular	12	aug	411	1	-1	0	unknown	yes
43820	29	blue-collar	single	tertiary	no	455	no	no	telephone	27	may	214	2	36	1	success	yes
39986	29	management	single	tertiary	no	637	yes	no	cellular	3	jun	340	1	119	1	failure	yes
12899	32	admin.	single	secondary	no	212	no	no	cellular	7	jul	830	5	-1	0	unknown	yes
32068	77	retired	divorced	tertiary	no	4659	no	no	cellular	14	apr	161	1	-1	0	unknown	yes
45175	38	entrepreneur	single	secondary	no	2543	no	no	cellular	11	nov	357	3	93	5	success	yes
10746	38	entrepreneur	married	secondary	no	-272	no	yes	unknown	17	jun	143	2	-1	0	unknown	no
20333	32	management	married	tertiary	no	1208	no	no	cellular	11	aug	221	3	-1	0	unknown	no
6389	27	housemaid	married	secondary	no	22	yes	yes	unknown	27	may	88	1	-1	0	unknown	no
2441	27	technician	married	secondary	no	232	yes	yes	unknown	13	may	1167	1	-1	0	unknown	no
44236	57	retired	married	secondary	no	3738	yes	no	cellular	20	jul	178	2	92	8	failure	yes
40514	49	housemaid	married	primary	no	889	no	no	telephone	7	jul	388	1	-1	0	unknown	yes
11251	41	entrepreneur	married	secondary	no	707	no	no	unknown	18	jun	707	1	-1	0	unknown	yes
41925	33	self-employed	single	tertiary	no	658	yes	no	cellular	21	oct	307	1	208	1	success	yes
29147	41	blue-collar	divorced	secondary	no	-224	yes	no	cellular	2	feb	108	2	-1	0	unknown	no
25882	32	services	married	secondary	no	264	yes	yes	cellular	19	nov	1502	1	-1	0	unknown	yes
37442	39	blue-collar	married	primary	no	640	yes	no	cellular	13	may	220	4	370	2	other	no
3	47	blue-collar	married	unknown	no	1506	yes	no	unknown	5	may	92	1	-1	0	unknown	no
42834	45	management	married	tertiary	no	547	no	no	cellular	2	feb	577	1	-1	0	unknown	yes
35633	29	admin.	married	secondary	no	500	yes	no	cellular	8	may	8	8	-1	0	unknown	no
7339	36	technician	married	primary	no	4585	yes	no	unknown	29	may	311	3	-1	0	unknown	no
39491	30	blue-collar	single	secondary	no	411	no	no	cellular	25	may	115	1	-1	0	unknown	no
42318	56	management	married	primary	no	870	no	no	cellular	16	nov	257	1	-1	0	unknown	yes
15169	50	blue-collar	married	secondary	no	84	yes	no	cellular	17	jul	18	8	-1	0	unknown	no
44690	29	unemployed	single	unknown	no	1584	no	no	cellular	6	sep	245	1	-1	0	unknown	yes
36354	34	admin.	married	secondary	no	148	yes	no	cellular	11	may	160	2	-1	0	unknown	no
42168	24	technician	married	secondary	no	556	yes	no	cellular	6	nov	368	2	80	2	success	yes
12613	26	admin.	married	secondary	no	-401	yes	yes	unknown	4	jul	246	1	-1	0	unknown	no
27294	35	technician	single	tertiary	no	5301	no	no	cellular	21	nov	937	2	-1	0	unknown	yes
31210	43	blue-collar	married	primary	no	3917	no	no	cellular	2	mar	154	1	-1	0	unknown	yes
3749	31	blue-collar	married	secondary	no	92	yes	no	unknown	16	may	688	1	-1	0	unknown	yes
21686	60	retired	married	primary	no	420	no	no	cellular	19	aug	245	2	-1	0	unknown	no
30351	34	unemployed	married	primary	no	309	no	no	cellular	5	feb	578	1	-1	0	unknown	yes
45043	39	admin.	divorced	secondary	no	728	yes	yes	cellular	18	oct	222	1	-1	0	unknown	yes
36124	36	services	married	secondary	no	1253	yes	no	cellular	11	may	135	2	-1	0	unknown	no
6837	33	blue-collar	married	secondary	no	-112	yes	no	unknown	28	may	132	1	-1	0	unknown	no
15413	31	admin.	single	secondary	no	622	no	no	cellular	18	jul	420	1	-1	0	unknown	yes
31282	23	management	single	tertiary	no	1506	no	no	cellular	9	mar	131	4	-1	0	unknown	yes
20951	38	management	single	tertiary	no	2117	no	no	cellular	14	aug	81	2	-1	0	unknown	no
43017	26	unemployed	single	secondary	no	632	no	no	cellular	12	feb	218	1	-1	0	unknown	yes
3416	39	unemployed	divorced	secondary	no	193	yes	no	unknown	15	may	73	1	-1	0	unknown	no
43902	30	blue-collar	single	secondary	no	799	no	no	unknown	13	jun	674	1	-1	0	unknown	yes
21011	39	technician	married	tertiary	no	99	no	no	cellular	14	aug	170	2	-1	0	unknown	no
44335	36	services	married	secondary	no	11650	yes	no	telephone	29	jul	268	1	-1	0	unknown	yes
4133	28	student	single	tertiary	no	80	yes	no	unknown	19	may	234	1	-1	0	unknown	no
