	age	workclass	fnlwgt	education	education_num	marital_status	occupation	relationship	race	sex	capital_gain	capital_loss	hours_per_week	native_country	class
20980	30	Private	111415	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	45	United-States	>50K
31497	24	Private	155150	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K
15109	53	Private	167065	11th	7	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K
30639	47	Private	168232	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	7298	0	40	United-States	>50K
28751	51	Private	79324	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	<=50K
24105	39	Private	237943	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	99999	0	70	United-States	>50K
25190	42	Private	255667	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	>50K
540	44	Private	210525	Some-college	10	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	<=50K
28945	17	Private	147069	10th	6	Never-married	Sales	Own-child	White	Female	0	0	16	United-States	<=50K
26411	60	Private	113440	Bachelors	13	Divorced	Exec-managerial	Own-child	White	Male	0	0	60	United-States	<=50K
32458	36	Private	237943	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1977	45	United-States	>50K
16058	38	Self-emp-not-inc	197365	HS-grad	9	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	50	United-States	<=50K
3536	49	State-gov	183710	Doctorate	16	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
15946	33	Federal-gov	391122	HS-grad	9	Never-married	Adm-clerical	Own-child	White	Female	0	0	30	United-States	<=50K
14330	67	?	129188	Doctorate	16	Married-civ-spouse	?	Husband	White	Male	20051	0	5	United-States	>50K
28997	54	Private	139850	Masters	14	Married-civ-spouse	Exec-managerial	Husband	Asian-Pac-Islander	Male	0	0	45	United-States	>50K
3509	18	Private	89478	Some-college	10	Never-married	Sales	Own-child	White	Female	0	0	20	United-States	<=50K
2047	53	Private	166368	Some-college	10	Never-married	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
12599	49	Private	176814	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	5178	0	40	United-States	>50K
23339	29	State-gov	204516	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	15	United-States	<=50K
22969	44	State-gov	141858	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	15024	0	75	United-States	>50K
9837	29	Private	197932	HS-grad	9	Married-civ-spouse	Handlers-cleaners	Wife	White	Female	0	0	40	Mexico	>50K
9817	40	Self-emp-not-inc	123306	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	45	United-States	>50K
14530	48	Private	169324	HS-grad	9	Never-married	Other-service	Unmarried	Black	Female	0	0	32	Haiti	<=50K
17423	20	Local-gov	235894	Some-college	10	Never-married	Farming-fishing	Own-child	White	Male	0	0	40	United-States	<=50K
27789	28	Private	52603	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	50	United-States	>50K
18071	17	Private	193769	9th	5	Never-married	Other-service	Unmarried	White	Male	0	0	20	United-States	<=50K
18851	25	Private	175540	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Male	0	0	50	United-States	<=50K
22913	41	Self-emp-not-inc	150533	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K
10446	51	Federal-gov	237819	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K
20498	28	Private	115549	Some-college	10	Never-married	Machine-op-inspct	Own-child	White	Male	0	0	60	United-States	<=50K
20268	52	Private	298215	Bachelors	13	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	>50K
2829	36	Private	107302	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	60	United-States	>50K
2622	42	Private	245626	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	Amer-Indian-Eskimo	Male	0	0	60	United-States	<=50K
24936	30	Private	167309	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	1902	40	United-States	>50K
23475	48	Private	138069	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	45	United-States	<=50K
31872	39	Private	174242	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	15024	0	60	United-States	>50K
13705	27	Private	167031	Bachelors	13	Never-married	Prof-specialty	Unmarried	Other	Female	0	0	33	United-States	<=50K
23507	19	Private	260333	HS-grad	9	Never-married	Other-service	Own-child	White	Female	0	0	20	United-States	<=50K
6365	50	Local-gov	370733	HS-grad	9	Married-civ-spouse	Adm-clerical	Husband	Black	Male	0	0	40	United-States	<=50K
17187	58	Federal-gov	298643	HS-grad	9	Divorced	Adm-clerical	Unmarried	Black	Female	0	0	40	United-States	<=50K
18462	42	Private	367533	10th	6	Married-civ-spouse	Craft-repair	Own-child	Other	Male	0	0	43	United-States	>50K
28743	30	Private	151989	Assoc-voc	11	Married-civ-spouse	Tech-support	Wife	White	Female	0	0	40	United-States	<=50K
18955	37	Self-emp-not-inc	36214	Bachelors	13	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	65	United-States	>50K
29618	44	Private	408531	HS-grad	9	Divorced	Adm-clerical	Unmarried	White	Female	0	0	40	United-States	>50K
30300	18	Private	115815	HS-grad	9	Never-married	Machine-op-inspct	Own-child	White	Male	0	0	20	United-States	<=50K
26133	35	Private	247750	HS-grad	9	Widowed	Other-service	Unmarried	Black	Male	0	0	40	United-States	<=50K
4418	54	Private	146409	Some-college	10	Widowed	Exec-managerial	Unmarried	White	Female	0	0	40	United-States	<=50K
1441	61	?	347089	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	0	16	United-States	<=50K
2481	44	Self-emp-inc	153132	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	7688	0	52	United-States	>50K
23704	21	Private	335570	Some-college	10	Never-married	Machine-op-inspct	Own-child	White	Male	0	0	30	?	<=50K
29067	23	Private	214120	HS-grad	9	Never-married	Priv-house-serv	Own-child	White	Male	0	0	40	United-States	<=50K
20957	27	Private	192936	HS-grad	9	Divorced	Adm-clerical	Unmarried	White	Female	0	0	40	United-States	<=50K
9001	51	Self-emp-not-inc	311569	HS-grad	9	Divorced	Sales	Not-in-family	White	Male	0	0	40	United-States	<=50K
23052	68	Private	170376	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
11002	25	Private	197036	10th	6	Never-married	Craft-repair	Own-child	White	Male	0	0	40	United-States	<=50K
32119	46	Private	165138	Some-college	10	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	45	United-States	>50K
4549	53	Private	424079	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	15024	0	55	United-States	>50K
16467	25	Private	278404	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	40	United-States	<=50K
947	36	Self-emp-inc	108293	Bachelors	13	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	1977	45	United-States	>50K
4101	57	Private	188330	HS-grad	9	Married-civ-spouse	Other-service	Husband	White	Male	0	0	78	United-States	<=50K
24364	32	Private	195891	Assoc-acdm	12	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	45	United-States	>50K
5370	90	Local-gov	227796	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	20051	0	60	United-States	>50K
10463	41	Private	210259	Some-college	10	Divorced	Adm-clerical	Unmarried	Black	Female	0	0	37	United-States	<=50K
14328	43	Self-emp-not-inc	33521	Bachelors	13	Divorced	Prof-specialty	Not-in-family	White	Male	0	0	70	United-States	>50K
21544	25	Self-emp-not-inc	113948	Assoc-voc	11	Married-civ-spouse	Other-service	Wife	White	Female	0	0	45	United-States	<=50K
26076	34	Private	226443	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	55	United-States	>50K
21980	48	Private	135525	Assoc-acdm	12	Divorced	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
10496	49	Private	165468	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	7688	0	55	United-States	>50K
20512	44	Private	151089	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1902	50	United-States	>50K
1676	64	?	168340	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	0	40	?	>50K
22656	44	State-gov	183829	Bachelors	13	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	38	United-States	<=50K
5504	40	Private	197923	Bachelors	13	Never-married	Adm-clerical	Unmarried	Black	Female	2977	0	40	United-States	<=50K
24036	46	Private	269652	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	4386	0	38	United-States	>50K
32133	52	Federal-gov	154521	HS-grad	9	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	44	United-States	>50K
8958	32	Self-emp-not-inc	70985	HS-grad	9	Married-civ-spouse	Farming-fishing	Husband	White	Male	4064	0	40	United-States	<=50K
7491	25	Private	255647	HS-grad	9	Married-civ-spouse	Other-service	Wife	White	Female	0	0	25	Mexico	<=50K
13070	35	State-gov	89040	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
15148	17	Private	34019	11th	7	Never-married	Other-service	Own-child	White	Male	0	0	20	United-States	<=50K
26265	41	Private	41901	Some-college	10	Never-married	Craft-repair	Not-in-family	White	Male	0	1408	40	United-States	<=50K
31457	40	Private	226608	Some-college	10	Divorced	Tech-support	Not-in-family	White	Male	0	0	30	Guatemala	>50K
7993	36	Private	106964	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K
24353	27	Private	704108	Masters	14	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	40	United-States	<=50K
26981	41	Private	149909	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	1848	40	United-States	>50K
2660	48	Private	108993	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	45	United-States	>50K
11176	31	Private	349148	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
9753	44	Local-gov	107845	Assoc-acdm	12	Divorced	Protective-serv	Not-in-family	White	Female	0	0	56	United-States	>50K
28461	25	Private	261519	HS-grad	9	Never-married	Sales	Own-child	White	Male	0	0	35	United-States	<=50K
20140	47	Private	198769	Some-college	10	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	>50K
8470	41	Local-gov	352056	Assoc-acdm	12	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	40	United-States	<=50K
26723	41	Self-emp-not-inc	238184	HS-grad	9	Married-civ-spouse	Farming-fishing	Wife	White	Female	0	0	40	United-States	<=50K
26790	27	Private	706026	11th	7	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	40	United-States	<=50K
24455	26	Private	196899	Assoc-acdm	12	Separated	Craft-repair	Not-in-family	Other	Female	0	0	40	United-States	<=50K
7953	23	Private	219835	Some-college	10	Never-married	Protective-serv	Own-child	White	Male	0	0	40	Mexico	<=50K
20714	49	Private	297884	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	4064	0	50	United-States	<=50K
31777	19	Private	292590	HS-grad	9	Married-civ-spouse	Sales	Other-relative	White	Female	0	0	25	United-States	<=50K
15614	49	Private	139268	Some-college	10	Never-married	Craft-repair	Own-child	White	Male	0	0	40	United-States	<=50K
25930	58	?	114362	Some-college	10	Married-civ-spouse	?	Husband	Black	Male	0	0	30	United-States	<=50K
28594	26	Self-emp-inc	189502	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	80	United-States	>50K
11070	29	Private	103628	Some-college	10	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	United-States	>50K
20717	24	Local-gov	32950	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	35	United-States	<=50K
22448	49	Private	43206	Prof-school	15	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	55	United-States	>50K
29928	47	Self-emp-not-inc	355978	Doctorate	16	Married-civ-spouse	Transport-moving	Husband	White	Male	0	2002	45	United-States	<=50K
27470	43	Private	219424	Bachelors	13	Never-married	Exec-managerial	Not-in-family	Black	Female	0	0	50	United-States	>50K
9861	48	Self-emp-not-inc	139212	Some-college	10	Divorced	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
15697	28	Private	217200	HS-grad	9	Never-married	Machine-op-inspct	Not-in-family	White	Male	0	0	50	United-States	<=50K
471	22	?	139883	Some-college	10	Never-married	?	Own-child	White	Male	0	0	40	United-States	<=50K
17622	40	Private	146908	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	60	United-States	>50K
27704	34	Private	111415	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	70	United-States	<=50K
8746	47	Private	183522	Some-college	10	Married-civ-spouse	Exec-managerial	Wife	Black	Female	0	0	40	United-States	>50K
16529	23	Private	170070	12th	8	Never-married	Other-service	Not-in-family	White	Female	0	0	38	United-States	<=50K
27832	38	Self-emp-inc	189679	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K
6688	21	State-gov	166704	Some-college	10	Never-married	Other-service	Own-child	White	Female	0	0	14	United-States	<=50K
16892	25	Private	441210	HS-grad	9	Never-married	Prof-specialty	Own-child	White	Male	0	0	40	United-States	<=50K
2860	47	Private	102308	Masters	14	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K
1969	45	Self-emp-not-inc	133969	HS-grad	9	Married-civ-spouse	Sales	Husband	Asian-Pac-Islander	Male	0	0	50	South	>50K
17014	47	Federal-gov	402975	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	Black	Male	0	0	40	United-States	<=50K
20251	52	Private	138944	11th	7	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
28543	68	?	255276	Some-college	10	Married-civ-spouse	?	Husband	White	Male	0	0	48	United-States	>50K
1266	38	Private	189623	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1887	40	United-States	>50K
11853	52	Private	321959	Some-college	10	Married-civ-spouse	Tech-support	Husband	Black	Male	0	0	40	United-States	>50K
28014	27	Private	73587	HS-grad	9	Never-married	Handlers-cleaners	Not-in-family	Black	Male	0	0	35	United-States	<=50K
23941	18	Private	108892	11th	7	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	12	United-States	<=50K
14142	38	Local-gov	201410	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
5437	45	Federal-gov	88564	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	7688	0	40	United-States	>50K
18020	45	Local-gov	148254	Masters	14	Divorced	Prof-specialty	Not-in-family	White	Female	0	0	35	United-States	<=50K
5713	38	Self-emp-not-inc	164526	Prof-school	15	Never-married	Prof-specialty	Not-in-family	White	Male	0	2824	45	United-States	>50K
32305	34	Private	356882	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	45	United-States	>50K
7973	31	Self-emp-not-inc	286282	Bachelors	13	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	20	United-States	<=50K
3747	32	?	640383	Bachelors	13	Divorced	?	Unmarried	White	Female	0	0	40	United-States	<=50K
31851	42	Self-emp-not-inc	32546	Prof-school	15	Divorced	Prof-specialty	Unmarried	White	Male	7430	0	40	United-States	>50K
31813	44	Private	176063	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	45	United-States	<=50K
31796	31	Private	190027	HS-grad	9	Never-married	Other-service	Other-relative	Black	Female	0	0	40	?	<=50K
15187	43	Private	191196	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	55	United-States	>50K
1437	36	Federal-gov	218542	Assoc-acdm	12	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	United-States	>50K
17714	33	Private	119913	Assoc-voc	11	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
9735	78	Private	180239	Masters	14	Widowed	Craft-repair	Unmarried	Asian-Pac-Islander	Male	0	0	40	South	<=50K
24044	51	Private	205100	Some-college	10	Divorced	Sales	Not-in-family	White	Female	0	0	45	United-States	>50K
22986	20	Private	85041	Some-college	10	Never-married	Exec-managerial	Own-child	White	Female	0	0	20	United-States	<=50K
27725	27	Private	372500	5th-6th	3	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	45	Mexico	<=50K
17787	41	Private	220531	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K
19437	44	Private	203761	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	45	United-States	>50K
27936	27	Private	306747	Bachelors	13	Divorced	Handlers-cleaners	Own-child	Black	Male	0	0	40	United-States	<=50K
4024	31	Private	381153	10th	6	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	40	United-States	>50K
10063	50	Private	237729	HS-grad	9	Widowed	Sales	Not-in-family	White	Female	0	2444	72	United-States	>50K
26031	38	Private	237608	Bachelors	13	Never-married	Sales	Not-in-family	White	Female	0	2444	45	United-States	>50K
21018	23	Private	346480	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	50	United-States	<=50K
18902	68	Self-emp-not-inc	336329	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	10	United-States	<=50K
9117	25	Private	362912	Some-college	10	Never-married	Craft-repair	Own-child	White	Female	0	0	50	United-States	<=50K
20186	44	Self-emp-not-inc	111483	10th	6	Never-married	Craft-repair	Own-child	White	Male	0	0	50	United-States	<=50K
23034	27	Local-gov	133495	HS-grad	9	Never-married	Prof-specialty	Own-child	White	Male	0	0	40	United-States	<=50K
8083	40	Private	316820	Some-college	10	Married-civ-spouse	Other-service	Husband	White	Male	0	1485	40	United-States	<=50K
30310	39	Private	172855	HS-grad	9	Divorced	Adm-clerical	Unmarried	Black	Female	0	0	40	United-States	<=50K
28678	33	Private	263561	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	60	United-States	>50K
30928	37	Private	150057	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	52	United-States	>50K
26857	47	Private	102628	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	15024	0	55	United-States	>50K
28985	49	Self-emp-not-inc	99335	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	50	United-States	<=50K
10150	58	Private	210673	Some-college	10	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	United-States	>50K
30999	29	Private	304595	Masters	14	Never-married	Sales	Not-in-family	White	Male	0	0	50	United-States	>50K
959	42	Private	176286	Assoc-acdm	12	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
12127	26	Private	179772	Bachelors	13	Never-married	Exec-managerial	Not-in-family	White	Female	0	0	45	United-States	<=50K
20606	42	Self-emp-not-inc	120837	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	2042	48	United-States	<=50K
24850	48	Private	107231	Prof-school	15	Married-civ-spouse	Exec-managerial	Husband	White	Male	99999	0	50	United-States	>50K
18116	42	Private	245317	10th	6	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	50	United-States	<=50K
31173	30	Private	224147	HS-grad	9	Never-married	Transport-moving	Own-child	Black	Male	0	0	40	United-States	<=50K
28683	22	Private	95566	Some-college	10	Married-spouse-absent	Sales	Own-child	Other	Female	0	0	22	Dominican-Republic	<=50K
11277	28	Private	214385	Assoc-voc	11	Never-married	Exec-managerial	Own-child	Black	Female	0	0	40	United-States	<=50K
9136	35	Private	126569	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	4064	0	40	United-States	<=50K
30031	40	Local-gov	303212	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
11982	35	Private	407068	1st-4th	2	Married-spouse-absent	Other-service	Not-in-family	White	Male	0	0	40	Guatemala	<=50K
2418	35	Private	136343	HS-grad	9	Never-married	Sales	Not-in-family	White	Male	0	0	40	United-States	<=50K
32246	32	Self-emp-not-inc	116508	Some-college	10	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	50	United-States	>50K
20898	26	Federal-gov	207537	HS-grad	9	Never-married	Adm-clerical	Not-in-family	Black	Female	0	0	40	United-States	<=50K
22655	38	Private	103925	HS-grad	9	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	United-States	>50K
13263	66	Private	33619	HS-grad	9	Married-civ-spouse	Other-service	Husband	Black	Male	0	0	4	United-States	<=50K
4004	44	Private	178134	Prof-school	15	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	40	United-States	>50K
8237	47	Private	586657	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	Japan	>50K
26297	46	Private	422813	Some-college	10	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	>50K
23700	27	Private	198188	HS-grad	9	Married-civ-spouse	Adm-clerical	Husband	White	Male	2580	0	45	United-States	<=50K
17965	53	Private	153052	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
7649	44	Private	205822	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K
2012	31	Private	264936	Some-college	10	Never-married	Other-service	Not-in-family	White	Female	0	0	40	United-States	<=50K
23298	21	Private	83704	12th	8	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
9652	44	Private	120057	Assoc-acdm	12	Married-civ-spouse	Exec-managerial	Husband	White	Male	4386	0	45	United-States	>50K
26793	17	Private	160758	10th	6	Never-married	Sales	Other-relative	White	Male	0	0	30	United-States	<=50K
28850	45	Private	192776	Bachelors	13	Married-civ-spouse	Craft-repair	Husband	White	Male	7298	0	55	United-States	>50K
783	41	Self-emp-not-inc	49572	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	60	United-States	<=50K
29266	52	Local-gov	89705	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
30148	56	Private	151474	9th	5	Divorced	Sales	Unmarried	White	Female	0	0	40	United-States	<=50K
32012	31	Federal-gov	130057	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	7688	0	60	United-States	>50K
20699	34	Private	153326	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
9873	47	Local-gov	285060	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	1977	41	United-States	>50K
14702	41	Private	171550	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
10366	32	Private	204567	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	99999	0	60	United-States	>50K
