	age	job	marital	education	default	balance	housing	loan	contact	day	month	duration	campaign	pdays	previous	poutcome	y
6460	25	blue-collar	single	secondary	no	26	yes	no	unknown	27	may	66	2	-1	0	unknown	no
1253	34	management	married	tertiary	no	0	yes	no	unknown	8	may	214	2	-1	0	unknown	no
9569	51	housemaid	married	primary	no	1275	no	no	unknown	6	jun	92	1	-1	0	unknown	no
45	36	admin.	single	primary	no	-171	yes	no	unknown	5	may	242	1	-1	0	unknown	no
5941	31	technician	married	secondary	no	1032	yes	no	unknown	26	may	70	6	-1	0	unknown	no
3249	47	management	married	primary	no	52	yes	yes	unknown	15	may	140	1	-1	0	unknown	no
33245	33	blue-collar	single	secondary	no	15341	no	no	cellular	20	apr	335	1	334	3	failure	no
18334	40	entrepreneur	divorced	tertiary	no	992	yes	no	cellular	31	jul	196	2	-1	0	unknown	no
17713	43	unemployed	married	primary	no	731	no	no	cellular	29	jul	360	4	-1	0	unknown	no
682	29	admin.	married	secondary	no	182	yes	yes	unknown	6	may	477	1	-1	0	unknown	no
27804	42	technician	single	secondary	no	823	yes	no	cellular	28	jan	137	1	-1	0	unknown	no
12772	44	services	married	secondary	no	182	yes	yes	cellular	7	jul	209	4	-1	0	unknown	no
33612	30	services	single	secondary	no	20	yes	no	cellular	20	apr	404	6	340	1	failure	no
27909	37	services	single	secondary	no	62	yes	no	cellular	28	jan	252	2	268	2	failure	no
27728	28	admin.	single	secondary	no	6100	no	no	unknown	27	dec	333	1	-1	0	unknown	no
22295	30	technician	single	tertiary	no	69	no	no	cellular	21	aug	300	1	-1	0	unknown	no
44964	21	blue-collar	single	primary	no	-42	no	no	unknown	10	oct	5	1	-1	0	unknown	no
27564	33	management	single	tertiary	no	0	yes	yes	cellular	21	nov	330	2	-1	0	unknown	no
39377	27	management	single	tertiary	no	377	no	no	cellular	22	may	91	1	-1	0	unknown	no
13831	41	blue-collar	married	secondary	no	5517	yes	no	cellular	10	jul	584	1	-1	0	unknown	yes
16944	36	management	single	tertiary	no	142	yes	no	cellular	25	jul	571	1	-1	0	unknown	no
3161	43	services	married	secondary	no	0	yes	no	unknown	14	may	260	3	-1	0	unknown	no
16799	47	technician	married	tertiary	no	1430	yes	no	cellular	24	jul	120	11	-1	0	unknown	no
5307	34	admin.	divorced	secondary	no	2144	yes	no	unknown	23	may	157	1	-1	0	unknown	no
12508	50	services	married	primary	no	-15	no	yes	unknown	2	jul	71	1	-1	0	unknown	no
9246	30	services	married	secondary	no	311	yes	yes	unknown	5	jun	94	4	-1	0	unknown	no
1413	30	technician	single	tertiary	no	178	yes	no	unknown	8	may	234	1	-1	0	unknown	no
9819	39	blue-collar	divorced	secondary	no	2601	no	no	unknown	9	jun	70	1	-1	0	unknown	no
31748	43	blue-collar	married	secondary	no	1617	yes	no	cellular	7	apr	239	1	-1	0	unknown	no
10574	37	services	married	secondary	no	40	no	no	unknown	16	jun	42	3	-1	0	unknown	no
8592	27	blue-collar	single	secondary	no	6010	yes	no	unknown	3	jun	604	1	-1	0	unknown	no
5416	32	blue-collar	divorced	unknown	yes	-274	yes	yes	unknown	23	may	456	2	-1	0	unknown	no
45101	74	retired	married	secondary	no	935	no	no	cellular	25	oct	400	1	173	3	success	yes
39530	60	management	married	tertiary	no	205	no	no	cellular	26	may	107	2	-1	0	unknown	no
2019	31	management	single	tertiary	no	6248	yes	no	unknown	9	may	154	2	-1	0	unknown	no
16586	34	self-employed	single	tertiary	no	693	yes	no	cellular	24	jul	130	1	-1	0	unknown	no
45184	63	retired	married	secondary	no	1495	no	no	cellular	16	nov	138	1	22	5	success	no
2658	40	technician	married	secondary	no	93	yes	no	unknown	13	may	134	2	-1	0	unknown	no
11505	42	admin.	single	unknown	no	22	no	no	unknown	19	jun	246	3	-1	0	unknown	no
2069	27	services	single	secondary	no	123	yes	no	unknown	12	may	105	3	-1	0	unknown	no
36958	40	blue-collar	married	primary	no	332	yes	no	cellular	12	may	339	2	369	3	failure	no
16995	32	admin.	married	secondary	no	0	no	no	cellular	25	jul	209	1	-1	0	unknown	no
3240	60	retired	divorced	secondary	no	2479	yes	yes	unknown	15	may	157	1	-1	0	unknown	no
7785	42	technician	married	secondary	no	4791	yes	no	unknown	30	may	88	2	-1	0	unknown	no
35191	27	blue-collar	married	secondary	no	245	yes	no	cellular	7	may	121	1	344	2	failure	no
41003	35	technician	married	secondary	no	1368	no	no	cellular	13	aug	159	2	78	3	success	no
27044	58	blue-collar	married	primary	no	3108	no	yes	cellular	21	nov	53	1	-1	0	unknown	no
28166	36	management	divorced	tertiary	no	36	yes	no	cellular	29	jan	227	1	261	6	failure	no
4395	33	management	single	tertiary	no	201	yes	no	unknown	20	may	280	1	-1	0	unknown	no
44511	62	blue-collar	married	secondary	no	272	no	no	cellular	11	aug	146	1	286	2	failure	yes
15661	49	admin.	single	secondary	no	-412	yes	no	cellular	21	jul	31	1	-1	0	unknown	no
4596	31	blue-collar	single	secondary	no	5607	no	no	unknown	20	may	261	1	-1	0	unknown	no
2981	33	admin.	single	secondary	no	1613	yes	no	unknown	14	may	565	1	-1	0	unknown	no
495	39	admin.	single	secondary	no	0	yes	no	unknown	6	may	174	2	-1	0	unknown	no
13076	32	management	married	tertiary	yes	2	no	no	cellular	8	jul	82	1	-1	0	unknown	no
19597	37	management	single	tertiary	no	200	no	no	cellular	7	aug	259	4	-1	0	unknown	no
6034	32	blue-collar	single	secondary	no	70	yes	no	unknown	26	may	118	6	-1	0	unknown	no
10951	59	retired	married	secondary	no	3	no	no	unknown	17	jun	1199	2	-1	0	unknown	no
42344	38	management	single	secondary	no	293	no	yes	cellular	24	nov	166	2	-1	0	unknown	no
3942	41	technician	married	secondary	no	493	yes	no	unknown	16	may	130	3	-1	0	unknown	no
15468	45	blue-collar	married	primary	yes	153	no	yes	cellular	18	jul	706	9	-1	0	unknown	no
17226	27	admin.	married	secondary	no	31	yes	yes	cellular	28	jul	746	2	-1	0	unknown	no
22101	58	retired	married	primary	no	358	no	no	cellular	21	aug	396	2	-1	0	unknown	no
8184	52	management	married	tertiary	no	19797	yes	no	unknown	2	jun	966	3	-1	0	unknown	no
11950	47	management	divorced	tertiary	no	2515	no	no	unknown	20	jun	40	3	-1	0	unknown	no
22860	32	technician	single	secondary	no	230	yes	no	cellular	25	aug	256	8	-1	0	unknown	no
17943	56	blue-collar	married	unknown	no	260	yes	no	telephone	30	jul	250	2	-1	0	unknown	no
11013	58	blue-collar	married	primary	no	5279	yes	no	unknown	17	jun	93	6	-1	0	unknown	no
18022	56	self-employed	married	secondary	no	784	no	yes	cellular	30	jul	149	2	-1	0	unknown	no
4421	30	management	single	tertiary	no	162	yes	no	unknown	20	may	186	4	-1	0	unknown	no
1417	32	blue-collar	married	secondary	no	1	yes	no	unknown	8	may	102	1	-1	0	unknown	no
43043	47	unemployed	single	tertiary	no	44	no	no	cellular	15	feb	374	1	185	1	success	no
3655	53	retired	married	secondary	no	1139	yes	no	unknown	16	may	107	6	-1	0	unknown	no
37282	32	management	single	secondary	no	416	yes	no	cellular	13	may	290	1	176	2	failure	no
27384	55	blue-collar	divorced	primary	no	2227	yes	no	telephone	21	nov	148	3	172	3	failure	no
23327	31	blue-collar	single	secondary	no	183	no	no	cellular	27	aug	120	4	-1	0	unknown	no
20272	36	management	single	tertiary	no	741	no	no	cellular	11	aug	214	2	-1	0	unknown	no
41590	29	management	single	unknown	no	345	no	no	cellular	16	sep	106	1	-1	0	unknown	no
31510	22	student	single	secondary	no	722	yes	no	cellular	2	apr	108	1	-1	0	unknown	no
241	43	entrepreneur	married	unknown	no	100	yes	no	unknown	5	may	702	1	-1	0	unknown	no
17291	29	blue-collar	married	primary	no	-382	yes	no	cellular	28	jul	35	2	-1	0	unknown	no
32941	43	management	married	tertiary	no	9261	yes	no	cellular	17	apr	273	2	254	2	failure	no
13465	36	technician	married	tertiary	no	3043	yes	no	cellular	9	jul	254	1	-1	0	unknown	no
26183	41	services	married	secondary	no	3992	yes	no	telephone	20	nov	281	2	-1	0	unknown	no
37216	34	blue-collar	single	secondary	no	-231	yes	no	cellular	13	may	9	8	-1	0	unknown	no
27761	32	student	married	secondary	no	0	no	no	cellular	28	jan	558	1	-1	0	unknown	no
2697	44	blue-collar	married	primary	no	617	yes	no	unknown	13	may	227	2	-1	0	unknown	no
43945	63	retired	married	secondary	no	23047	no	no	cellular	17	jun	530	1	139	2	other	no
25921	37	technician	married	secondary	no	332	yes	no	cellular	19	nov	342	2	-1	0	unknown	no
27558	37	technician	married	secondary	no	807	yes	no	cellular	21	nov	634	4	-1	0	unknown	no
36085	35	management	divorced	tertiary	no	434	yes	no	cellular	11	may	277	1	271	2	success	no
5812	33	blue-collar	married	secondary	no	320	yes	yes	unknown	26	may	167	3	-1	0	unknown	no
39305	32	admin.	single	tertiary	no	902	yes	no	cellular	18	may	50	7	-1	0	unknown	no
22416	46	services	married	primary	no	599	no	no	cellular	22	aug	257	2	-1	0	unknown	no
5527	33	blue-collar	married	secondary	no	0	no	no	unknown	23	may	211	3	-1	0	unknown	no
14706	38	technician	married	secondary	no	0	yes	yes	cellular	15	jul	146	4	-1	0	unknown	no
8558	31	services	single	secondary	no	124	yes	no	unknown	3	jun	154	4	-1	0	unknown	no
28893	46	technician	married	tertiary	no	43	yes	no	telephone	30	jan	162	3	2	7	other	no
40433	30	blue-collar	married	primary	no	1101	yes	yes	cellular	2	jul	590	1	225	3	failure	no
37344	31	blue-collar	married	secondary	no	1078	yes	no	cellular	13	may	248	1	330	3	other	no
1214	30	management	single	tertiary	no	59	yes	yes	unknown	8	may	202	1	-1	0	unknown	no
8369	55	services	married	secondary	no	1695	yes	no	unknown	3	jun	69	2	-1	0	unknown	no
13532	44	blue-collar	single	primary	no	142	yes	no	cellular	9	jul	668	1	-1	0	unknown	no
17644	42	unemployed	married	secondary	no	250	yes	no	cellular	29	jul	247	3	-1	0	unknown	no
19619	50	blue-collar	married	unknown	no	123	yes	no	cellular	7	aug	276	2	-1	0	unknown	no
38727	38	admin.	married	secondary	no	1949	yes	no	cellular	15	may	157	3	-1	0	unknown	no
3988	36	blue-collar	married	secondary	no	513	yes	no	unknown	16	may	427	3	-1	0	unknown	no
13763	31	housemaid	married	secondary	no	12	yes	no	cellular	10	jul	81	3	-1	0	unknown	no
35368	51	blue-collar	divorced	primary	no	57	yes	yes	cellular	7	may	355	1	-1	0	unknown	no
1592	29	blue-collar	single	secondary	no	-138	yes	yes	unknown	8	may	271	5	-1	0	unknown	no
15508	37	management	married	tertiary	no	2364	no	no	telephone	18	jul	662	4	-1	0	unknown	no
8705	23	blue-collar	single	primary	no	8627	yes	no	unknown	3	jun	281	1	-1	0	unknown	no
39573	27	management	single	tertiary	no	207	no	no	telephone	26	may	240	4	-1	0	unknown	no
24508	54	technician	married	secondary	no	899	no	yes	cellular	17	nov	61	1	145	1	other	no
37553	40	blue-collar	single	primary	no	2226	yes	no	telephone	14	may	7	7	-1	0	unknown	no
39996	30	management	single	tertiary	no	3340	no	no	cellular	3	jun	238	3	-1	0	unknown	yes
15103	32	admin.	married	secondary	no	1031	yes	no	cellular	17	jul	84	1	-1	0	unknown	no
10832	36	blue-collar	married	secondary	no	7265	no	no	unknown	17	jun	243	1	-1	0	unknown	no
26219	57	management	divorced	tertiary	no	15062	no	no	telephone	20	nov	76	9	-1	0	unknown	no
13624	49	unemployed	divorced	secondary	no	66	no	no	cellular	9	jul	218	3	-1	0	unknown	no
24303	49	management	married	tertiary	no	17432	no	no	cellular	17	nov	102	1	-1	0	unknown	no
38820	24	blue-collar	single	primary	no	2129	yes	yes	telephone	18	may	51	1	-1	0	unknown	no
5238	33	blue-collar	married	secondary	no	1138	yes	yes	unknown	23	may	509	1	-1	0	unknown	no
7977	48	services	married	primary	yes	-583	yes	no	unknown	2	jun	25	7	-1	0	unknown	no
10407	43	blue-collar	single	primary	no	999	yes	no	unknown	12	jun	317	1	-1	0	unknown	no
14799	26	admin.	divorced	secondary	no	1	no	no	cellular	16	jul	92	1	-1	0	unknown	no
27128	37	blue-collar	married	secondary	no	0	yes	no	cellular	21	nov	169	1	113	5	other	no
38945	26	blue-collar	married	secondary	no	160	yes	no	cellular	18	may	252	4	-1	0	unknown	no
20245	35	management	married	tertiary	no	43	no	no	cellular	11	aug	917	4	-1	0	unknown	yes
21694	32	management	single	tertiary	no	1625	yes	no	cellular	19	aug	451	6	-1	0	unknown	no
34017	31	management	single	tertiary	no	2016	no	no	cellular	30	apr	209	1	-1	0	unknown	yes
23796	41	technician	single	tertiary	no	1026	no	no	cellular	29	aug	59	6	-1	0	unknown	no
29413	36	services	single	secondary	no	528	no	no	cellular	3	feb	225	2	-1	0	unknown	no
34362	25	unemployed	married	secondary	no	715	no	no	cellular	4	may	254	4	-1	0	unknown	no
6396	24	services	married	tertiary	no	0	yes	no	unknown	27	may	299	1	-1	0	unknown	no
31725	33	blue-collar	married	primary	no	1064	yes	no	cellular	7	apr	311	1	330	1	failure	no
36937	31	blue-collar	married	primary	no	295	yes	no	cellular	12	may	235	6	-1	0	unknown	no
41105	31	management	single	tertiary	no	1441	no	no	cellular	17	aug	156	1	-1	0	unknown	no
24238	52	management	married	tertiary	no	1701	yes	yes	cellular	17	nov	381	1	117	2	other	no
10217	36	unemployed	married	secondary	no	1766	no	no	unknown	11	jun	595	2	-1	0	unknown	yes
2307	43	blue-collar	married	primary	no	1401	yes	no	unknown	12	may	195	2	-1	0	unknown	no
8634	36	management	married	tertiary	no	27359	yes	no	unknown	3	jun	71	2	-1	0	unknown	no
23833	35	technician	married	tertiary	no	393	no	no	cellular	29	aug	150	2	-1	0	unknown	no
25488	50	services	divorced	secondary	no	2015	yes	no	cellular	19	nov	242	1	-1	0	unknown	no
23317	35	technician	married	secondary	no	198	no	no	cellular	27	aug	282	13	-1	0	unknown	no
8294	31	blue-collar	married	secondary	no	-617	yes	no	unknown	2	jun	115	2	-1	0	unknown	no
34359	29	management	single	tertiary	no	9407	no	no	cellular	4	may	267	6	-1	0	unknown	yes
12809	40	technician	married	secondary	no	351	no	yes	cellular	7	jul	139	1	-1	0	unknown	no
11522	40	services	married	primary	no	2469	no	yes	unknown	19	jun	202	2	-1	0	unknown	no
29213	53	admin.	divorced	secondary	no	372	no	yes	cellular	2	feb	126	2	-1	0	unknown	no
30896	27	management	married	tertiary	no	1918	no	no	cellular	9	feb	61	1	-1	0	unknown	no
26693	52	housemaid	married	primary	no	1466	no	yes	cellular	20	nov	150	1	-1	0	unknown	no
1536	36	technician	married	secondary	no	195	yes	no	unknown	8	may	380	2	-1	0	unknown	no
40872	75	retired	married	primary	no	2970	no	no	cellular	12	aug	641	1	-1	0	unknown	yes
30960	28	services	single	secondary	no	217	yes	no	cellular	9	feb	379	3	-1	0	unknown	no
5408	28	services	married	secondary	no	2114	no	yes	unknown	23	may	79	1	-1	0	unknown	no
3447	54	blue-collar	married	primary	no	24	yes	no	unknown	15	may	34	1	-1	0	unknown	no
3562	50	blue-collar	married	secondary	no	1604	yes	no	unknown	15	may	267	5	-1	0	unknown	no
6919	27	admin.	single	secondary	no	242	yes	yes	unknown	28	may	83	1	-1	0	unknown	no
10987	44	blue-collar	single	primary	no	99	no	no	unknown	17	jun	187	7	-1	0	unknown	no
23375	56	management	divorced	tertiary	no	321	no	no	cellular	27	aug	49	4	-1	0	unknown	no
41184	25	entrepreneur	single	tertiary	no	347	no	no	cellular	20	aug	267	1	-1	0	unknown	yes
18988	33	technician	married	secondary	no	-89	no	yes	cellular	4	aug	410	4	-1	0	unknown	no
17021	31	blue-collar	single	secondary	yes	-535	yes	no	cellular	25	jul	163	1	-1	0	unknown	no
20631	34	management	married	tertiary	no	520	yes	no	cellular	12	aug	1307	4	-1	0	unknown	yes
26664	44	blue-collar	married	secondary	no	3060	yes	no	cellular	20	nov	113	1	189	2	failure	no
35719	32	blue-collar	single	secondary	no	259	yes	no	cellular	8	may	158	3	354	1	failure	no
1025	39	blue-collar	married	secondary	no	356	yes	yes	unknown	7	may	607	1	-1	0	unknown	no
39029	33	services	divorced	secondary	no	90	yes	no	cellular	18	may	114	2	-1	0	unknown	no
26691	37	self-employed	single	secondary	no	4894	no	no	cellular	20	nov	240	1	-1	0	unknown	no
12802	29	blue-collar	married	primary	no	0	yes	no	telephone	7	jul	256	15	-1	0	unknown	no
9358	54	management	married	tertiary	no	884	yes	no	unknown	6	jun	91	1	-1	0	unknown	no
34959	35	services	divorced	secondary	no	-33	no	yes	cellular	6	may	109	1	-1	0	unknown	no
40260	52	entrepreneur	married	secondary	no	1306	no	no	cellular	15	jun	288	1	-1	0	unknown	yes
43082	60	retired	divorced	secondary	no	1	no	no	cellular	19	feb	302	1	184	1	success	yes
44781	62	retired	married	tertiary	no	2557	yes	no	cellular	14	sep	211	1	216	7	success	yes
9044	47	entrepreneur	married	secondary	no	0	no	no	unknown	5	jun	1446	1	-1	0	unknown	yes
23840	45	technician	married	secondary	no	865	no	no	cellular	29	aug	80	4	-1	0	unknown	no
19070	32	management	married	tertiary	no	3158	no	yes	cellular	5	aug	142	1	-1	0	unknown	no
20688	31	management	single	tertiary	no	745	no	no	cellular	12	aug	121	4	-1	0	unknown	no
30611	41	unemployed	married	primary	no	-117	yes	no	telephone	6	feb	117	6	-1	0	unknown	no
23400	32	admin.	single	tertiary	no	725	no	no	cellular	27	aug	53	4	-1	0	unknown	no
32840	37	management	married	tertiary	no	7785	yes	no	cellular	17	apr	231	2	-1	0	unknown	no
2256	42	management	divorced	tertiary	no	1750	yes	no	unknown	12	may	248	2	-1	0	unknown	no
39089	33	technician	single	secondary	no	315	yes	no	cellular	18	may	179	3	374	2	other	no
9168	38	services	single	tertiary	no	1222	yes	no	unknown	5	jun	237	2	-1	0	unknown	no
19814	35	management	married	secondary	no	674	no	no	cellular	8	aug	87	2	-1	0	unknown	no
15875	47	technician	married	secondary	no	-18	yes	no	telephone	21	jul	105	2	-1	0	unknown	no
18921	47	blue-collar	married	primary	no	1452	yes	yes	cellular	4	aug	166	2	-1	0	unknown	no
43857	34	technician	single	secondary	no	1087	no	no	unknown	1	jun	7	1	-1	0	unknown	no
29666	48	technician	married	tertiary	no	2	no	no	cellular	3	feb	165	5	6	3	other	no
1136	28	blue-collar	married	primary	no	-55	yes	no	unknown	7	may	361	2	-1	0	unknown	no
35673	34	technician	married	secondary	no	1234	yes	no	cellular	8	may	106	1	288	6	failure	no
26721	43	management	married	tertiary	no	5670	yes	no	cellular	20	nov	43	4	189	2	failure	no
35078	35	management	married	tertiary	no	991	yes	no	cellular	6	may	1489	3	-1	0	unknown	yes
15050	52	blue-collar	married	secondary	no	1405	no	yes	cellular	17	jul	753	2	-1	0	unknown	yes
19090	55	blue-collar	married	primary	no	0	no	no	cellular	5	aug	334	2	-1	0	unknown	no
22084	35	management	married	tertiary	no	109	no	yes	cellular	21	aug	257	2	-1	0	unknown	no
22789	31	management	single	tertiary	no	0	no	no	cellular	25	aug	9	12	-1	0	unknown	no
9496	25	admin.	single	secondary	no	0	yes	no	unknown	6	jun	172	2	-1	0	unknown	no
14445	34	admin.	divorced	secondary	no	0	yes	yes	cellular	14	jul	194	3	-1	0	unknown	no
32567	35	blue-collar	married	secondary	no	293	yes	no	cellular	17	apr	1017	1	325	1	other	yes
26091	54	management	married	tertiary	no	0	no	no	cellular	19	nov	214	3	-1	0	unknown	no
5718	32	admin.	married	secondary	no	86	yes	no	unknown	26	may	1099	1	-1	0	unknown	no
26270	47	self-employed	married	secondary	no	4420	yes	yes	cellular	20	nov	454	1	-1	0	unknown	yes
40817	32	management	single	tertiary	no	131	yes	no	cellular	11	aug	112	1	81	1	other	no
19329	46	technician	married	secondary	no	250	no	no	cellular	6	aug	84	2	-1	0	unknown	no
32928	31	blue-collar	single	secondary	no	1207	yes	no	cellular	17	apr	163	2	-1	0	unknown	no
2483	60	blue-collar	married	primary	no	1262	yes	yes	unknown	13	may	1015	1	-1	0	unknown	yes
17112	33	self-employed	married	tertiary	no	980	no	no	cellular	25	jul	170	3	-1	0	unknown	no
25776	40	management	married	tertiary	no	315	no	no	cellular	19	nov	321	1	-1	0	unknown	no
29894	52	self-employed	married	secondary	no	371	yes	no	telephone	4	feb	50	1	208	1	other	no
8951	29	blue-collar	single	secondary	no	-167	yes	no	unknown	4	jun	361	1	-1	0	unknown	no
35726	49	services	married	secondary	no	4300	yes	yes	cellular	8	may	134	1	256	6	failure	no
14061	40	management	married	tertiary	no	-83	yes	yes	cellular	11	jul	131	2	-1	0	unknown	no
27938	54	admin.	married	secondary	yes	-1089	no	yes	cellular	28	jan	105	2	-1	0	unknown	no
28761	45	management	married	tertiary	no	2363	no	no	cellular	30	jan	125	1	2	1	other	no
2017	37	management	single	tertiary	no	493	yes	no	unknown	9	may	328	7	-1	0	unknown	no
27454	55	retired	divorced	secondary	no	1580	no	yes	cellular	21	nov	82	5	155	1	success	no
13366	42	admin.	married	secondary	no	0	yes	no	cellular	8	jul	1011	1	-1	0	unknown	no
17402	41	admin.	married	tertiary	no	96	yes	no	cellular	28	jul	269	7	-1	0	unknown	no
3406	56	management	married	tertiary	no	334	yes	no	unknown	15	may	127	2	-1	0	unknown	no
43858	29	blue-collar	married	secondary	no	3310	no	no	cellular	2	jun	344	2	117	2	failure	no
30287	56	management	married	tertiary	no	14344	yes	no	cellular	5	feb	358	1	-1	0	unknown	no
28375	37	management	married	tertiary	yes	-22	no	no	cellular	29	jan	128	1	-1	0	unknown	no
19851	50	entrepreneur	married	secondary	no	2731	no	no	cellular	8	aug	111	2	-1	0	unknown	no
561	36	admin.	divorced	secondary	no	131	yes	no	unknown	6	may	153	1	-1	0	unknown	no
18836	36	management	married	tertiary	no	0	no	yes	cellular	4	aug	89	1	-1	0	unknown	no
24394	46	management	married	secondary	no	1306	yes	no	telephone	17	nov	155	1	-1	0	unknown	no
43968	36	management	single	tertiary	no	538	no	no	cellular	23	jun	339	1	183	5	success	yes
21287	36	management	married	tertiary	no	324	no	no	cellular	18	aug	104	4	-1	0	unknown	no
16882	27	technician	married	secondary	no	0	yes	yes	cellular	25	jul	190	2	-1	0	unknown	no
27251	37	blue-collar	married	secondary	no	2066	yes	yes	cellular	21	nov	10	7	113	5	failure	no
43204	32	management	single	tertiary	no	354	no	no	cellular	4	mar	177	2	133	5	other	yes
34638	41	management	married	tertiary	no	326	yes	no	cellular	5	may	788	1	-1	0	unknown	yes
203	35	student	single	unknown	no	298	yes	no	unknown	5	may	611	2	-1	0	unknown	no
23216	47	admin.	married	secondary	no	1647	no	no	cellular	27	aug	39	13	-1	0	unknown	no
32939	53	management	married	tertiary	no	2124	yes	no	cellular	17	apr	121	2	344	2	failure	no
8077	37	unemployed	single	secondary	no	756	yes	no	unknown	2	jun	74	1	-1	0	unknown	no
11046	53	housemaid	divorced	secondary	no	120	no	no	unknown	17	jun	343	2	-1	0	unknown	no
31158	43	unemployed	single	tertiary	no	983	yes	no	cellular	26	feb	97	1	-1	0	unknown	yes
11131	33	management	single	tertiary	no	729	yes	yes	unknown	18	jun	178	5	-1	0	unknown	no
12240	42	management	married	tertiary	no	-1613	yes	no	unknown	20	jun	9	18	-1	0	unknown	no
19397	30	technician	single	tertiary	no	1081	no	no	cellular	6	aug	377	2	-1	0	unknown	no
41740	58	retired	married	primary	no	565	no	no	telephone	8	oct	153	1	93	1	success	yes
5991	33	admin.	single	secondary	no	4436	yes	no	unknown	26	may	81	6	-1	0	unknown	no
39993	32	management	married	tertiary	no	3154	no	no	cellular	3	jun	126	1	44	4	failure	no
10834	45	blue-collar	married	primary	no	4696	no	no	unknown	17	jun	99	1	-1	0	unknown	no
32920	32	self-employed	divorced	primary	no	0	yes	no	cellular	17	apr	232	2	-1	0	unknown	no
32698	30	admin.	single	secondary	no	69	yes	no	cellular	17	apr	997	1	-1	0	unknown	yes
32666	34	admin.	married	secondary	no	747	yes	yes	cellular	17	apr	248	2	-1	0	unknown	no
3700	31	blue-collar	single	secondary	no	0	yes	yes	unknown	16	may	111	1	-1	0	unknown	no
23373	54	management	divorced	tertiary	no	124	no	no	cellular	27	aug	119	11	-1	0	unknown	no
40749	54	technician	married	secondary	no	10185	no	no	cellular	10	aug	559	1	70	2	other	yes
9505	41	admin.	divorced	secondary	no	762	yes	no	unknown	6	jun	319	4	-1	0	unknown	no
21405	48	blue-collar	married	primary	no	583	no	no	cellular	18	aug	260	8	-1	0	unknown	no
27209	32	management	single	tertiary	no	616	yes	no	cellular	21	nov	186	2	109	1	other	no
24266	43	technician	married	secondary	no	1865	yes	no	cellular	17	nov	155	1	186	1	failure	no
17806	41	management	married	tertiary	no	328	yes	no	cellular	29	jul	65	12	-1	0	unknown	no
31798	34	blue-collar	married	unknown	no	11	yes	no	cellular	8	apr	233	1	-1	0	unknown	no
153	39	management	married	secondary	no	18	yes	no	unknown	5	may	85	1	-1	0	unknown	no
