	content	label
18832	lmfao im telling yew	0
10969	I'm just bored as fuck. Lol. I never thought I'd say this but I kinda wish the damn dog was here making noise. Lol	0
12535	"$100k? No prob. We're all over it! ""Socialbees transforms your Facebook page from 'blah' to a brilliant ass kicking machine"" ;D"	0
19821	What food are you burnt out on?	0
17045	uhhh not really anything.	0
19040	Sikeeeee! that nigga's a lil headbanger :)	0
6084	dude  fucking seriously  you watched hella  now pay or wait an hour. bull shit. I want Stage 6 back!	1
9723	Never forget the fat toad. To be honest  Yanks looking pretty fn scary while Sox being sorta methodical... unnerving.	0
7565	nerd. :)	1
13202	Oh that sucks!!! So they were able to retrieve them :-(  I am so sorry!  That is my worst nightmare...	0
8909	I wanna bring home perishables though and fuck paying for a Taxi.	0
7979	me board and not feeln good  From to much parting I hate Being alone times like this. I like boys ;-)	0
2776	Do you want me to cave in &quot;curly tops&quot; head????!?!?!?!?!	1
9113	HAHAH! Dont feel bad  I fail too. Im at work and still have hella shopping to do. I hate commerce driven holidays.	0
3713	ohh everytime I see that nasty ass husband  wants me to beat the shit outta him	1
11017	u cunt tell me u did not lyk da snow	0
18185	deffo the star girls.......	0
1532	damn! Ok look  make the stripper pole look like a knitting needle and impale a stripper granny on it. That's the only way.	1
5158	is officially too gay to function!	1
6652	@bagntrash everyone kind of just disappeared after the food  I'm not leaving it there for some jelly-bean givin jack ass to take!	1
8474	and china WANTS taiwan back  im not sure Japan wants the Oki's  as for Macau  damn you portugese land stealers same as the British	0
19231	interesting.	0
792	well mine are double flared  so they are a fucking homo bitch cunt to get out. aggrivation!	1
14903	I dont even want to talk about it. and stress is overrated. i just dont like to think about it	0
5408	Ha! Yeah  that caught my attention  too. Now wait & watch for Red Wings fans to freak. I'm gonna make popcorn for that show :)	1
6715	or maybe go see bolt tonight? or both? don't know if you're busy for white whale stuff... but it's my bday. let's celebrate	1
111	Damn  you're totally geeking out on us tonite.	1
10926	I just seen the commercial for that nasty ass chicken sandwich with ham topping you ate today.	0
13575	would you be implying that im gay  or youre blind?	0
9925	only if you promise to not make me look emo or like a raccoon ;}	0
14268	Current worry?	0
12136	just turned it on. missed part one... damn. so great anyways.	0
2972	gee  i'd hate to see what you say about the family ;)	1
19093	sing to the radio	0
14790	It's totally fine  don't worry about it :))	0
1216	hotel town whore is in the bed riding ol boy that treated her like shit and the freaky cop walks in the room	1
10836	Oi you.  I'm no troll.  I sent you one damn tweet.	0
5494	HAHA WHYYYYY do you hate my school!? NOOOOOO :(:(:	1
7029	here's how to teach you phone to say fuck properly. Don't tell your parents. http://snipurl.com/9iryv	1
7230	Damn straight.	1
1487	"No. Being ""down"" 5lbs is a bad thing when you're a scrawny nerd who's trying to bulk up. :)"	1
14103	purple. always	0
17871	How much did you get for your teeth?	0
19476	So who is it that you like?	0
9812	yeah.. it's a fucking mess. i need to clean that shit up.	0
7284	Scars on my face? Are you threatening me? I don't like liars  threats nor unexplained coincidences. Kindly fuck off!	1
1294	it sounded a lot like that  actually. Fucking Hagrid.	1
6530	try fuck.	1
8769	lmao!!! I got that same weapon. Used it last night. Although I hate using it. HATE IT!!!	0
13126	yeah he's gettin whiny...and her dads gf is about to get popped in the mouth! can't stand that bitch!	0
19708	why do you do this to ashlee?	0
5598	when can I meet your uncle??? Maybe he could give a wiki demo to our loser peeps!?	1
1193	ugh  fuck the chargers!	1
7670	fuck you	1
191	yep. I didn't think to go online and check calorie/fat count until AFTER dinner. Bummer.	1
5429	i was spanked but do not  only because it makes my kid behave worse  so doesn't work. not a lot does work-kinda sucks too.	1
16847	..	0
11193	"- i wasn't on Twitter yesterday  so a belated ""for fuck's sake"" from me - man  what an unbelievable shitter. :-("	0
7865	it's cuz twinkle sucks :)	0
1077	damn...wish I knew how to write script. I just did 9 and have 7 more to upgrade.	1
16906	Star Wars.	0
5225	hate. you.	1
7021	damn  that was hard - my last attack: gnocchi! If you answer to this  you'll win	1
15461	When was the last time you went to the beach?r	0
19344	something special. my heart's desire.	0
7156	"I wanna get him a ring that means ""ur a great kid to fuck"""	1
303	bitch please your gorgeous	1
15962	Would a fly without wings be called a walk?	0
4157	yo why u always tweetin' about boy problems ?? Fuck nikkas  get money  stay focused son!!! I know you a Hustla & Hard worker!!	1
10529	Yo Scott  @tomvenuto is launching Body Fat Solution book on Friday...  Any chance you can mail that day my friend?	0
3977	is het -5?! fuck..	1
3975	I hate you .. why can't I go to Vegas ?	1
11743	It is and especially because she was targeted because of her orientation. I hope they're prosecuted under hate crime statutes.	0
3528	hey've just proved how fucking irrelevant they are ..By making you go and read them?	1
1859	Yep  it's blocking the absurd hate ur preparing to throw my way in 5....4...3.....2......1	1
7813	thanks. it's part 2 we got stuck on. The rolling didn't seem to work. I'm a loser :)	0
6919	k im hella boredddddddd hurry the fuck up i saw my bro playing it  game looks sick	1
12697	AIR client? Damn. What's up with it?	0
5381	ha not that creepy. because it's week 10 and I'm fucking stressed out as hell. I wish I could take a trip down there x.x	1
15966	Egypt :)	0
2146	every one laugh at the sad gay clown	1
9171	You are with your parents????? You poor baby! I love and hate vacationing with mine.	0
11845	Damn  gurl  you goin' places.	0
1182	i know you got some bama ass shit on your ipod somewhere... some Pastor Troy or something lol.	1
13859	damn those pesky pirates	0
12611	same here...i got new sox they are pink and black...even though i hate pink...they are striped.......................	0
18365	Nothing like that should be stressful. It should be fun. When it becomes stressful  that's when you know you've lost sight of the true meaning of christmas!! think about it people.	0
11662	I would hate to see the #text messaging bill when ever @leolaporte sends a msg. 67k followers *$0.20/txt msg = $13400.00/tweet	0
8654	Wow that sucks. Hope you make it home without turning into a snowman.	0
13445	Dear Eron: the drums sound fucking incredible....  Er.. I mean godly incredible.	0
16865	r u g00d at art	0
2394	dude.  she's fugly.  i think ur a desperate ass cam perv.	1
4257	He's passed out in my bathtub. Only way I could restrain him: knocking his ass out and leaving him in the dark. :1	1
3052	FUCK SUNDAY im super bummed.	1
8802	damn. they obviously fixed the twitter website too. used to knacker it proper (as I believe they say here in the westcountry)	0
19233	looooooove them!	0
15204	do you like girls? hahaha:]	0
2990	OMG bundesliga and brasilian bossanova. This was worse than seeing your loved family dog licking his ass. I'm scarred	1
13377	holy shit Ninel sighting that stiff bitch is kicking ass covering for a broken windmill blade	0
14854	How often do you get sick?	0
2801	What lip did u get pierced O.o?? ;)	1
9899	i read an article on jobros and thought damn we should cash in on our jobro pokemon. Perfect stocking stuffers haha	0
7425	I've been called a pig  if that helps. Recently  even	1
14531	hi:D	0
1573	sorry  you have no cred. Two words: pig ears	1
12573	Christmas guinea pig! Hooray!	0
9166	Sucks when u have a cold! Have u tried drinking tea with lemon & honey? That usually makes me feel better when I have a cold! :)	0
12135	shit that sucks. sorry to hear it!	0
14898	nahh	0
1640	weird.... Nick are you going emo??????	1
9257	it is gorgeous  but it wouldn't be gorgeous on my fat ass!! hehe  the'd need several more hefty bags...IJS ;)	0
9526	Aww fuck she said...is that mean all's well in some alien Wii speak?	0
7583	ass.	1
1663	lol! hey  stop being modest.  you OFTEN are a hot bitch.  :)	1
19666	You silly girl :D	0
17861	Are dollar stores cool?:	0
3564	"that's why I hate them. ""Oooops  why don't I go this way and destroy your whole story. Or maybe ill refuse to say anything."""	1
3215	DAMN TJ  You getting called out in songs now??!!	1
15295	umm.. haha i dont know why you want to kn	0
8472	Thanks!! It's going to be tough  but someone has to stick up for the horses. PETA might hate me now  though...	0
17410	Which is your favorite day of the week? why?	0
10262	May have to end up getting a MAC myself... and an iPhone... Although just can't get used to the touch screen. Fat fingers.	0
19834	Do you think you&apos;re hot and/or sexy?	0
4143	? Text me bitch!!! :)	1
8033	Smh I thought Soulja Boy Would Do some Good Numbers....This is When Parents Buy The Most Stuff For There Kids.....Damn Bad Times...	0
3751	Why does CHUD hate kids so much? 10 years from now  they're your readers!	1
17809	Do you like wild parties with lots of people?:	0
13999	If you had one day to live  what would you spend that day doing?	0
17061	along came polly. cause its funny	0
16014	Are you carrying any grudges?	0
17520	Do you collect people in jars? If so what type of people and why? If you wont put bodies in jar&;s how else do you intend on disposing of you&;re victims bodies? Ask a question back? :)	0
17617	Woah Im Jealous  Well Hey Stranger :)	0
14515	can you see my halo?	0
5602	Agreed!  Twitter showed the way with the whale ;)	1
3469	damn  why don't all harem leads shout that  kouhai~? would be interesting the resulting chaos	1
4378	Gah fuck off  tainting my private account with new followers. xD	1
17105	Hmmm.. its a tie. I loved all the Bailey School Kids Series and Dr. Suess books. But the BFG. All time favorite childhood book.	0
19053	do you put on make up everyday?	0
11759	thank you so much for the energy!! i wish i definitely knew it was teething  i hate not knowing. he just stopped sleeping!!	0
17443	what would you do if someone said they hated you  to your face? :O	0
19294	bahaha i doubt it	0
8310	Me too! Jocko the ass clown! Miranda asked him for a monkey  and he refused to make it  gave her a butterfly instead. Total douche.	0
4829	JAYLA U TOK DAT DA WRN WAY MEANIN U WEAR PANTIES ASS ITS NOTHN SEXULA SO DNT BE THANKN DAT	1
6511	:( PS3's are fantastic devices. Kicks XBOX's ass :D	1
16465	I did. but now im overwelmed with questions hahah thanks to you! :]	0
16971	:] your fine.	0
13115	LOL - love him or hate him  you have to give Cherry credit for being unique.	0
11580	i cant afford to call in gay i cant tell my bill collectors that	0
3494	THAT WAS FUCKING EPIC.	1
3513	you work in cape cod. why the fuck am i up so early. argh  stupid cousin &brother.	1
13918	cause this is week 2 in a row i have no hours. and i need to make money so i can at least make my car payment :/ it sucks.	0
10241	#tcot if I only had the time. I hate it when conservatives say stupid things that make us all look bad.	0
7447	omg that so fucking sucks	1
12444	"disappointed to find ""nice ass"" pic has been removed. appeased by hot fire breathing girls! :)"	0
223	Yeah  I mean I know the plan and the creative are kick-ass. But sometimes clients have a warped view.	1
16590	twice.	0
2304	fuck you shane lol	1
6945	The 401 always sucks between Cobourg and Kingston. I'll be doing that joyous trek on Boxing Day to visit the relatives.	1
5877	I hate nearly everything about the first two HP movies.	1
14816	What does it take for you to argue with someone?	0
11582	o agree im catching a fucking cold. it was freezind in tx  now burning up in ga	0
13736	now im lookin' at all the failed stripper pole attempts..damn u juicee...damn u	0
13252	No fucking way. I usually take 125mg before it even does anything.	0
2546	y do u have a big nose seriously no girl have a big nose ?	1
19200	lmao. i take super long showers	0
6489	Definitely. I hate crowds. Angry  out of control crowds. I would rather have a root canal (and I've hd one or two)	1
19536	Does it annoy when people jock your shit?	0
1837	wow r u serious? damn did that period of time skip over you? lol	1
19827	Are you picky about spelling and grammar?	0
12194	fuck. YOU. Lost the game.	0
1719	how fucking sad is the OVA of Samurai X...i didn't want to watch that.. fuck i almost cried.. lol :P jk	1
15909	How would you describe yourself in 3 words?	0
15341	what is the thing that annoyes you most???	0
16990	Are you good at giving directions?	0
7889	smart ass - here http://thetyser.com/	0
436	It's just crazy. This boy is fucking up my sleep schedule. Probably why I don't mind too much. ;)	1
14294	Hahhahaha	0
12455	god damn dan just pirate some sample packs haha. But the effort was cute.	0
8867	Lmao  I broke the shorts out the other day.. Thats why I sports a hoody and shorts half the damn time!	0
10933	damn - you travel a lot! see you on monday at your hols party!	0
2152	Pah. Loser. ;) Haahaha. Well done fella. Very interested to chat to you about it sometime!	1
3789	"ah  yeah but i was referring to the knives in your hand and the ""holes' in the knife block YOU PERV!  Damn Lawyers !"	1
17315	have you ever had a &quot;cub&quot; sandwich?	0
9567	I dont know man. Theres a ton of them now and its so stupid. But cant hate b/c the top one is making crazy money.	0
14348	short stack lol lots of ppl are asking questions about them 4 me lol =]	0
7225	I should brush my bangs over my eyes and join you in emo grief.	1
5235	everything but you. Everything but you sucks.	1
1257	Ugh. Probably the same brain-deficient retard who stole my name on Youtube  Gaia  and all the faggy sites. How old is she?	1
274	Wow  that's bad-ass. You're like Stanley now. Well  even more so...	1
16385	What is happening around you?	0
4994	...fuck jared leto. i forgot it was his bday. 25th HIS BIRTH 26th MY BIRTH ECHELON THROUGH THE BACK DOOOOR.	1
14904	I just have to say  I do -NOT- believe the Earth will actually end. It is a quote from one of my favorite  thought-provoking movies named Donnie Darko. It&;s not a &;2012&; movie  either. You&;d have to see it.	0
8272	nooooooooooooooo! sucks! is it cold where you are?	0
10435	during the week I'm more blk polo/cargo pants/white runners kinda guy. I pull out the nerd stuff for those who appreciate it.	0
4411	because i'm a dumb ass.	1
17121	i dont no tomato sauce	0
12445	YOU haven't  but a lot of #blcks did.  That's the case with me. Story of my life and I don't give a damn.	0
13687	hahaha. Dont hate! hahaha. you know you fcuk with Young Dick	0
18801	Yes. And im sure there are tons that soo could.	0
9407	yay for good feeling back. When the back is sore/stiff your whole life pretty much sucks.	0
8669	FUCK I won't be around spring in Charlottesville. I'll be in L.A....Summer Tour FTW	0
19832	yes. but we end up warped in the end either way..	0
578	i hate that i know some french...and the french you used  was the french i know	1
13733	fuck a sunburn. what are you 8? im on some shrimp cocktail and champagne by the pool. get your grown man	0
9820	no it's on a 30ft ladder. I don't get on it  after like 10ft I can't gp higher. I hate heights	0
16806	THE LAST MESSAGE WAS JUST FOR PEOPLE WHO ARE BEING RUDE IF YOUR NOT DISREGARD!!! :)) SORRY IF I OFFENDED ANY OF YOU!!!	0
197	a constant receiver does not a giver make. Prepare to be Prison Bitch Blagojevich (new campaign slogan  it rhymes)	1
10670	If you hate it...you may need to look for new friends in Baltimore. :)	0
15470	:D awhhh thankyou  your the best :)r loveyouto:D	0
5496	whelchers fuckin suck ass!	1
3879	i used to have night shift @ IBM..... but alas without fucking.....	1
4488	fuck 'em	1
2085	I hate you so much.	1
4729	crutches suck big time. i hate them lol. hope you get better soon! :P	1
219	& I was there helping your ass pack to get on the plane. A tru friend - helping you track a sub sized weiner like fucking GPS	1
10200	omigosh  hate them! I wrote a huge  literally  enormous  sharpie-d note on my door & ran downstairs every hour. Victory at last!	0
11970	That sucks. My first account is still banned for hacking. (mate sent em to me) lost all mah games. :(	0
2822	truth on both counts that guy is an ass  and their product is sub par. I tell people try Dalesandros orJim's	1
18995	What&;s usually colder  your hands or your feet?	0
9640	Dave is a word nerd. ;)	0
6031	ooh im sorry my non celibate ass mourns for ur celibacy and it sorry demise my condolences http://twurl.nl/a16z8c	1
18625	i would rape you..............this is kaylanot pheobe	0
1436	careful  soy joy will give you bitch tits!	1
13233	damn skippy. Locus hordes watch out. btw  we got Samba de Amigo for the Wii this week. Very fun...	0
12359	I'm 19 mins and 13 secs away from molly wopping her ass!	0
13313	when i say i'd hate to have to stomp a mudhole in your face  that's partially anecdotal. I'd actually love it.	0
3034	man i'm jealous of your day! i'm also hooked on twitter. damn arv. like i needed another procrastinating tool like this.	1
15685	What was your favorite year?	0
16882	If you could go on a road trip with any person  dead or alive  who would it be and where would you go?	0
168	Ugh  ok... I hate NYC also. Hmmm. thinking...We are having a Screening on the FOX Lot that week. Maybe u can roll through?	1
18051	I don't really think much about it honestly. race  ethnicity  differences  color...its all the same meaning to me. :] we're all different.	0
1482	I don't hate you. My last partner was 130 lbs and I got him up to 165 lbs of solid muscle. I hated him 4 looking better than me	1
17185	YES :)	0
14858	Nope.	0
15148	Idk really. I think im an alien :]	0
8158	Damn!	0
8676	that sucks. thanks &lt;3	0
16997	Ewwiee! Nothing haha(:	0
4473	any workplace where that isn't safe needs to harden the fuck up :p	1
12038	lucky bitch. i'm jealous. =D WE SEE HIM NEXT WEEK! OH YES. MARRY ME?	0
12471	fuck you  do you know how cold it was in nyc today?!	0
14468	Annoyed lol	0
13830	Hows The RAM? 250  360  360gb's Damn Dude.i only have 160gb :(	0
613	Check @ replies from hahlo  twhirl  tweetdeck et. al. they reply to the user not specific ID. Makes following convos. a bitch.	1
15707	I don't watch tv.	0
11451	Hmm  maybe I crossed wires w/1 of you & @allisoncarter. Who called who nerd & was correct as geek? Me moving 2 fast 4 fun.	0
10846	nick and nora? fuck yes. let me know when you're going.	0
14969	If you were to be reborn who would you want to be born as?	0
11540	haha  she has a nice ass also.	0
12093	THANK YOU especially how they turned optimus prime basically into a big ass american flag. effects were ill tho u cant front!	0
18954	Are you happy with your life right now?	0
4771	damn.	1
12295	no  postsecret is still #1.  But @secrettweet is pretty damn entertaining too.	0
19674	Definantly not. One :]	0
8815	When you label something does it disappear from the inbox? I too hate clutter in the inbox and only keep active e-mail in it.	0
14934	Do you cry often or keep it inside?	0
14953	thankyou :)	0
10355	thanks  nerd.	0
14817	No...	0
7955	dont hate hun.	0
3484	church can also suck my dick.	1
17173	when you feel like you accomplished things you wanted to do and had the time of your life	0
5813	My pussy is still sadly missing.  *blinks*  Do you think this will affect my popularity.  *evil grin*	1
14759	Do you like blue cheese?	0
2468	Fuck yea it's the bomb	1
18304	lol idk	0
2276	dude that sucks!	1
5804	what are you gonna stab a bitch with? scissors? knife? spear? sword? cock? pencil? dildo? cattle prod? broken glass?	1
19189	nope but the second to last gilmore girl just died. did ya knwo that	0
8768	damn its ollie's bday? Yall should stop by over here too!	0
4048	that's why I throw a hard ice grill at him...no words...get the ticket and get the fuck out cause I've never had luck	1
19138	What are you tired of hearing about?	0
906	I almost punched her vagina into the new year... grrr she was a cunt bag. How is your trip going?	1
15286	How would you describe your personality?	0
13990	eyes :p	0
4780	Fat Baby drinkinggg and listening to Duffy's band	1
1271	you smell like the insides of a beluga whale's forehead	1
1266	lol at zach telling us google is evil and the translator on msn is fucking prime.	1
17538	Quit trying to make everyone feel sorry for you	0
3420	Bitch  you wish. Keep dreamin... =]	1
2681	Ballfuck  she&;s real. Get over it. vv	1
2702	why are you soo fat :L	1
18222	Are you a lonely boy?	0
10795	I love fishing - but I am a loser :D	0
12424	in soviet russia  youtube bitch meet YOU	0
9225	bitch we're going to vegas  call me when you get a chance for details.	0
14418	ahhh true.. true... plus it plays music XD	0
18946	What turns you on creatively  spiritually or emotionally?	0
19426	Not currently. Im on a waiting list and I really enjoyed microbiology :)	0
18410	My life can only be perfect if ___________.	0
1455	Oh it's pretty much public knowledge that I hate shaving my legs. Or at least it is now.	1
1008	It's gay as fuck? I wasn't aware fuck could be gay? Why are you cussing?	1
8124	GET OUT HERE!  :)  come on bro  enjoy some so cal sun!  hate to rub it in  but yes  it's beautiful again today	0
1020	OMG! cute emo cow! that would be acceptable! and the cow wouldn't mind the blood drinking...	1
15711	i think to my brother..for his birthday. :]	0
8281	I hate that...so many times I've accidentally sent ppl messages with duck instead of fuck in them!!!	0
14553	thanks... Who is yew???	0
1359	I HATE IT when that happens! Usually when I'm in a hurry :-/	1
3694	beat that bitch with a bat	1
5476	you must be bored...you are a twitter whore today. ;)	1
12974	nice. I have a fucking pink couch in my room lol	0
2169	oh. yeah. no loving for nikki. poor nikki. she's too emo.	1
3188	- Fat Bastard sends hugs for retweet on Austin Girl blog: http://austingirlblog.wordpress.com (need feedback on writing)	1
11496	That sucks :-( There're 2 in Leeds that I know of. Small print also says you can use it in the House of Fraser Gap concession	0
9745	You name it  it's contributing! Guess I just gotta get off the sauce  but it's the holiday & all these damn parties get n the way	0
14549	Love. its the kryptonite to anything you think you can accomplish without it. its the human kinds weakness to other beings. always.	0
8719	That's like comparing apples to oranges  but I STILL prefer twitter to FF. I hate FF with a burning passion.	0
10315	cunt!!!! i love you!!!!	0
6680	"No. Being ""down"" 5lbs is a bad thing when you're a scrawny nerd who's trying to bulk up. :)"	1
63	cute video lexi u hve some of the of the weridest & cutest little toys i know wht u'll say (shut the fuck up ACH) haha	1
4562	I *thought* you'd be preparing! Best of luck - what a bad ass opportunity for you.	1
282	Israelis to Spanish FM ... Kiss my ass.	1
16174	yes	0
603	niiice likewise...sure the boricua gave that away. ah yes we boricuas have good taste (Rob Pattinson) hehe damn sexy brits lol	1
1365	1) i can't stop laughing at how's the meows sound like cat o-face screams. 2) ugh  so bummed i missed out. another gay? (:	1
17170	ummmm..	0
15987	I don't . but when i was little  sweet and sour sauce from mickey d's :] hahahha	0
1050	just use water  loser.	1
10500	I hate the nod drivin. I got it about -10 in here & tryin 2 stay btwn the lines. Jesus help me!	0
9021	Well I mean  it *is* Call in Gay day today.	0
19335	Who is the wind beneath your wings?	0
8401	man i cant even dl that damn myspace app & I've been feenin for it!	0
4346	It's got a core of uranium  some damn thing  I don't know. Gets up there like Sputnik.	1
4772	"*sigh* oh  Karrine. You said the phrase ""Sluts with Butts"" on a site called MomLogic.com. You fuck'n rule! :) LMAO"	1
249	its ok decided not to go to fam party. going back to bed. wtf moon i hate you. wtf life. dead.	1
19495	how did youu know ?	0
8	"Lmao  im watching the same thing ahaha. The gay guy is hilarious! ""Dede having a good day and I dont want anyone to mess it up."""	1
6689	WHATTTTT O________O omg.....nahhhh i hate roller coaster and im extremely scared by this shoot......	1
1508	Naw. I gave him tomorrow off. Fuck  my carpet's a mess.	1
11088	The damn bitches at best buy took my damn laptop	0
392	well if they hate you  are they still considered a fan?	1
15340	ohhh i dont no whats with these super hard questions	0
19061	would you ever hire a hitman?	0
7160	If they would have cremated that son bitch I'd be tale grabbing his ass right now	1
10004	Dude  that sucks. I dedicate this hot chocolate to you bro! Hmm... yummy!	0
7526	fuck up foo.	1
7556	makes even gay men question their sexuality.	1
5941	meeting friend for lunch/coffee. Getting hair cut (although I hate that bit) and my works do in the evening!	1
17820	How would you describe your personality?	0
9748	WHAT?!? Freak.	0
5511	easy! keyshia sucks. It's pathetic when an actor makes a better album in his 3rd profession (act  stand up) than you do in your first	1
4065	You're a pig  you have a curly tail  for crying out loud!!! And you dare laugh at mine???	1
7771	I HATE tht	0
3480	Damn how u burn spaghetti?	1
15972	Haha! Maybe 2days? lol idk	0
14270	Julia Roberts.	0
16111	OKay. Hope everything goes okay! :)	0
5623	i just fucking beat you!	1
19590	that everyone has a secret.	0
7361	LMFAOOOOO. and he looks emo now? i'd believe it.	1
18124	Do you know anyone who has broken their thigh bone? Did you know the thigh bone is stronger then concrete?	0
18766	One fluently. Spanish pequinta	0
19824	They're okay. i haven't seen them in a long time :/	0
4997	it's the damn music  ugh  terrible!	1
324	depends on how much you hate fighting w/your light. I read in the car a lot while hub drives  so very worth it to me.	1
1747	yeah  most people just think i'm a bitch cuz i got that screwy sarcastic sense of humor that tends to tick people off? my username?	1
1558	Connection interrupted. God damn.	1
11987	Hi! Yea  Hate rolling out in it  but gotta do the do. You doing alright?	0
16113	Do you own a bathrobe?	0
505	fuck the world? Or for the win	1
17149	Give it back to them. I don't really hate anyone..	0
8324	damn yo! Party much? Are you out every night? Thanks for coming to our party BTW.	0
3186	#NAME?	1
1489	i forgot about the clothes haa. i cant wait to get my ass in2 my skinnys! :) i belive im also getting 2 pairs of pjs. scorreeee!! :L	1
5937	THAT WAS FUCKING EPIC.	1
9977	Damn  hope you getz better soon !!!	0
10838	Damn! He is like the male Rosie O'Donnell.	0
3747	fine! i'll stop!! Quit stompin' my cock!	1
15816	Proton definantly. Positive polly yes i am :]	0
17462	What music video would you like to appear in or would have appeared in?	0
19685	What&;s yur fav color?	0
11878	are you hitting on me Now too? Damn it. Maybe I DO need my comic avatar back!	0
7218	that sucks  I know he was looking forward to that hook up...	1
18937	whats the farthest youve been away from your hometown?	0
1750	hahaha. once years ago when he was sleeping I applied some to his lips. I hate it when guys hve better lips 4 lipstick than me	1
18981	:p	0
18074	L3+$ h@v3 $3x? @nd ! W!ll q!v3 y0u d@ b3$+ b3(ky y0u 3v@ h@d !	0
7730	http://twitpic.com/sbrn - we hate you phil. doesnt TV want you yet?	0
15014	if i had to no them kayla......if i didnt.......andy clemmensen haha.	0
3853	UR a Chicken Cyber Punk! When a French Man came to kick your Ass  U put your Hands in your pockets and Cry like a Pussy! LMAO	1
10165	I hate having a bunch of pics in my camera roll	0
9395	Damon and Carlton from LOST are GAY!!!!	0
138	haha... so you want to be a twitter slut... alright  fine... i'll be waiting for the moment you mature from a tease to a slut!	1
15416	Who is thiss fer real??	0
10918	GUH YES SHE TAGGED DAT ASS LOL I WAS LIK DAM THEN ANGIE POP UP LOKN KRAZ	0
8282	why is there cat piss in here??	0
14101	My heart be broken.	0
5283	hard to kick ass yourself with slippers on?  On it.	1
546	I think that's another one that I haven't seen that makes me eligible for gay card revocation	1
17771	Where&;d you find out about formspring.me?	0
18945	If you were a tree  what tree would you be?	0
1339	Well damn  that means you working wit something!  Lol..	1
2547	How&;s having like no friend&;s ?	1
5800	Wow  that sucks.Merry Christmas to you and your honey (wow  we are both celebrating 'firsts' on that one) -The Bs	1
15821	<3 i love you!!!!!!!!!!!! LDS	0
3338	I nominate @IgortheTroll cuz he's thee Best Damn Troll we gots!! ;))	1
7468	AND DAMN I JUST LOST /AGAIN/.	1
15002	yes.	0
1356	DM. damn.	1
12320	tell da steroids man he looks fat.. That should do it.. Hehe..	0
7574	awe  how gay :P	1
6752	fuck the krebs cycle.	1
19148	like 480 er something like that. but who really talks to that many people. haha i think i only talk to like 9 of them all the time hahahaha	0
