	age	workclass	fnlwgt	education	education_num	marital_status	occupation	relationship	race	sex	capital_gain	capital_loss	hours_per_week	native_country	class
30489	36	Private	185325	HS-grad	9	Never-married	Transport-moving	Not-in-family	White	Male	0	0	35	United-States	<=50K
12969	23	State-gov	241951	Some-college	10	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	40	United-States	<=50K
31140	25	Private	222539	10th	6	Never-married	Transport-moving	Not-in-family	White	Male	2597	0	50	United-States	<=50K
20616	28	Private	109001	HS-grad	9	Never-married	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
3500	46	Private	357338	Bachelors	13	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	40	United-States	<=50K
17398	29	Private	22641	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	Amer-Indian-Eskimo	Male	0	0	45	United-States	<=50K
26532	62	Local-gov	223637	HS-grad	9	Divorced	Other-service	Not-in-family	Black	Female	0	0	35	United-States	<=50K
1993	50	Private	112351	HS-grad	9	Divorced	Exec-managerial	Unmarried	White	Male	0	0	38	United-States	<=50K
6215	23	Private	260254	HS-grad	9	Never-married	Sales	Own-child	White	Male	0	0	40	United-States	<=50K
6273	23	Private	167692	Some-college	10	Never-married	Adm-clerical	Own-child	White	Female	0	0	20	United-States	<=50K
2449	25	Private	345121	10th	6	Separated	Other-service	Own-child	White	Female	0	0	25	United-States	<=50K
19421	26	Private	167848	HS-grad	9	Never-married	Machine-op-inspct	Not-in-family	Black	Male	0	0	40	United-States	<=50K
20952	22	State-gov	309348	Some-college	10	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	15	United-States	<=50K
21280	36	Federal-gov	153066	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
15375	49	Local-gov	202467	HS-grad	9	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	40	United-States	>50K
10132	18	Self-emp-not-inc	132986	HS-grad	9	Never-married	Farming-fishing	Own-child	White	Male	0	0	40	United-States	<=50K
19075	46	Private	193047	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
16626	36	Private	167440	Some-college	10	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	44	United-States	<=50K
19349	37	Private	34180	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
991	41	Private	194636	Assoc-voc	11	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K
20226	48	Private	159726	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	55	United-States	>50K
31007	63	Local-gov	86590	HS-grad	9	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	0	32	United-States	<=50K
28272	44	Local-gov	136986	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	15024	0	35	United-States	>50K
10027	28	Private	154571	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	Asian-Pac-Islander	Male	0	0	40	Philippines	<=50K
628	33	Private	205469	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
7377	41	Private	179580	Some-college	10	Divorced	Other-service	Not-in-family	White	Female	0	0	36	United-States	>50K
31117	30	Private	91145	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K
27885	36	State-gov	166697	Bachelors	13	Divorced	Prof-specialty	Unmarried	White	Female	0	0	40	United-States	<=50K
6297	50	Local-gov	138358	Some-college	10	Separated	Other-service	Unmarried	Black	Female	0	0	28	United-States	<=50K
19461	19	?	258026	HS-grad	9	Never-married	?	Not-in-family	White	Female	0	0	16	United-States	<=50K
17537	25	?	239120	Bachelors	13	Never-married	?	Not-in-family	White	Male	0	0	13	United-States	<=50K
5618	23	Private	292023	HS-grad	9	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	45	United-States	<=50K
5337	47	Private	169092	Masters	14	Divorced	Prof-specialty	Unmarried	White	Female	0	0	50	United-States	>50K
28828	33	Private	202822	7th-8th	4	Never-married	Other-service	Unmarried	Black	Female	0	0	14	Trinadad&Tobago	<=50K
27008	40	State-gov	150874	Masters	14	Divorced	Exec-managerial	Unmarried	White	Female	1506	0	40	United-States	<=50K
28861	19	Private	283945	10th	6	Never-married	Handlers-cleaners	Other-relative	White	Male	0	1602	45	United-States	<=50K
3245	48	Private	235646	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	3103	0	40	United-States	>50K
3472	23	Private	210443	Bachelors	13	Never-married	Prof-specialty	Own-child	White	Female	0	0	40	United-States	<=50K
18602	29	Private	51944	HS-grad	9	Married-civ-spouse	Other-service	Wife	White	Female	4386	0	40	United-States	>50K
31374	20	Private	63210	HS-grad	9	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	15	United-States	<=50K
16305	33	Private	119176	Some-college	10	Widowed	Adm-clerical	Unmarried	White	Female	0	0	40	United-States	<=50K
18723	26	Private	194352	Bachelors	13	Never-married	Prof-specialty	Own-child	White	Female	0	0	40	United-States	<=50K
15971	63	Self-emp-not-inc	179981	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	60	United-States	>50K
28209	58	Private	265086	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
23749	31	Private	150309	Doctorate	16	Married-civ-spouse	Prof-specialty	Wife	White	Female	0	0	90	United-States	<=50K
25616	42	Private	183384	Some-college	10	Divorced	Adm-clerical	Not-in-family	Black	Female	0	0	40	United-States	<=50K
17033	49	Private	59612	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	44	United-States	<=50K
17954	58	Private	153551	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	60	United-States	<=50K
30182	74	Self-emp-not-inc	292915	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	1825	12	United-States	>50K
2759	48	Private	121124	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	>50K
29255	45	Self-emp-inc	180239	Prof-school	15	Married-civ-spouse	Exec-managerial	Husband	Asian-Pac-Islander	Male	7688	0	40	?	>50K
23747	19	Private	35865	Some-college	10	Never-married	Other-service	Not-in-family	White	Female	0	0	30	United-States	<=50K
5470	37	Self-emp-not-inc	241306	HS-grad	9	Divorced	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
12771	38	Private	126675	HS-grad	9	Divorced	Craft-repair	Not-in-family	White	Male	0	2205	40	United-States	<=50K
9531	65	?	273569	HS-grad	9	Widowed	?	Unmarried	White	Male	0	0	40	United-States	<=50K
267	64	Private	21174	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
23758	75	Self-emp-inc	164570	11th	7	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	50	United-States	<=50K
21313	30	Private	54608	Some-college	10	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	48	United-States	<=50K
19951	26	Private	276309	Some-college	10	Never-married	Handlers-cleaners	Own-child	Black	Female	0	0	20	United-States	<=50K
5827	54	Private	115912	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
12008	26	?	132749	Bachelors	13	Never-married	?	Not-in-family	White	Female	0	0	80	United-States	<=50K
26493	51	Private	137815	Some-college	10	Married-civ-spouse	Adm-clerical	Husband	White	Male	7298	0	40	United-States	>50K
20700	33	Private	106976	HS-grad	9	Divorced	Other-service	Unmarried	White	Female	0	0	40	United-States	<=50K
32089	54	Self-emp-not-inc	158948	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	15	United-States	<=50K
25960	27	Private	159897	HS-grad	9	Never-married	Exec-managerial	Not-in-family	Black	Female	0	0	37	United-States	<=50K
2149	29	Private	75648	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	55	United-States	<=50K
9049	55	Private	201112	HS-grad	9	Divorced	Prof-specialty	Unmarried	Black	Female	0	0	40	United-States	<=50K
21395	34	Private	212163	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	25	United-States	<=50K
11410	52	Private	143953	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1902	40	United-States	>50K
8654	30	Private	103596	HS-grad	9	Never-married	Protective-serv	Not-in-family	White	Male	0	0	99	United-States	<=50K
15585	50	Federal-gov	299831	Some-college	10	Divorced	Adm-clerical	Unmarried	White	Female	0	880	40	United-States	<=50K
13757	48	Private	255439	Some-college	10	Never-married	Handlers-cleaners	Not-in-family	White	Male	0	0	40	United-States	<=50K
13891	48	Private	117849	Some-college	10	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
30307	21	Private	301408	Some-college	10	Never-married	Sales	Own-child	White	Female	0	1602	22	United-States	<=50K
679	58	Self-emp-not-inc	204021	HS-grad	9	Widowed	Exec-managerial	Not-in-family	White	Male	0	0	50	United-States	<=50K
28089	27	Private	278122	HS-grad	9	Never-married	Transport-moving	Own-child	White	Male	0	0	40	United-States	<=50K
8330	53	Private	20438	Some-college	10	Separated	Exec-managerial	Unmarried	Amer-Indian-Eskimo	Female	0	0	15	United-States	<=50K
16736	45	Local-gov	189890	HS-grad	9	Never-married	Adm-clerical	Unmarried	White	Female	0	0	40	United-States	<=50K
739	42	Private	279914	Bachelors	13	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	40	United-States	>50K
6967	60	Private	230545	7th-8th	4	Divorced	Adm-clerical	Not-in-family	White	Female	0	0	35	Cuba	<=50K
26510	34	Private	168906	Assoc-acdm	12	Divorced	Adm-clerical	Own-child	White	Female	0	0	35	United-States	<=50K
29132	50	Self-emp-not-inc	334273	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	8	United-States	<=50K
701	31	Private	243605	Bachelors	13	Widowed	Sales	Unmarried	White	Female	0	1380	40	Cuba	<=50K
24815	50	Private	23686	Some-college	10	Married-civ-spouse	Adm-clerical	Other-relative	White	Female	0	0	35	United-States	>50K
7258	42	State-gov	102343	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	0	0	72	India	>50K
462	32	Private	132601	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	<=50K
14387	24	Federal-gov	127185	Assoc-acdm	12	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	0	40	United-States	<=50K
22329	56	Local-gov	216824	Prof-school	15	Married-civ-spouse	Adm-clerical	Husband	Asian-Pac-Islander	Male	0	0	40	Philippines	>50K
4150	33	State-gov	150570	HS-grad	9	Divorced	Adm-clerical	Not-in-family	White	Male	0	0	40	United-States	<=50K
6399	20	Self-emp-not-inc	132320	HS-grad	9	Never-married	Transport-moving	Own-child	White	Male	0	0	45	United-States	<=50K
1367	53	Federal-gov	225339	Some-college	10	Widowed	Adm-clerical	Not-in-family	Black	Female	0	0	40	United-States	<=50K
9047	32	Private	191777	Assoc-voc	11	Never-married	Exec-managerial	Not-in-family	Black	Female	0	0	35	England	<=50K
12304	55	Private	223594	Some-college	10	Married-civ-spouse	Craft-repair	Husband	Black	Male	7688	0	40	Puerto-Rico	>50K
15511	18	Private	447882	Some-college	10	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	20	United-States	<=50K
12058	36	Self-emp-not-inc	125933	Prof-school	15	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	55	United-States	>50K
23861	32	Private	231263	Some-college	10	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	50	United-States	<=50K
16193	22	Private	174975	Assoc-voc	11	Never-married	Tech-support	Own-child	White	Female	0	0	36	United-States	<=50K
23166	21	Private	202214	Assoc-acdm	12	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	10	United-States	<=50K
6413	34	Self-emp-not-inc	181087	Assoc-voc	11	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	45	United-States	<=50K
8975	44	Private	182402	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
18933	32	Private	257068	Some-college	10	Married-spouse-absent	Transport-moving	Not-in-family	White	Female	0	0	37	United-States	<=50K
25797	28	Private	277746	10th	6	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K
14013	29	Private	87523	HS-grad	9	Never-married	Sales	Own-child	White	Female	0	0	40	United-States	<=50K
11579	31	Private	87560	Some-college	10	Never-married	Machine-op-inspct	Not-in-family	White	Female	0	0	50	United-States	<=50K
12153	31	?	505438	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	0	30	Mexico	<=50K
10552	24	Private	283613	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	<=50K
15660	52	Self-emp-inc	415037	Some-college	10	Divorced	Exec-managerial	Not-in-family	White	Male	0	0	65	United-States	>50K
23172	37	Private	415500	Some-college	10	Married-civ-spouse	Machine-op-inspct	Husband	Black	Male	0	0	40	United-States	>50K
23731	61	Private	477209	7th-8th	4	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	54	United-States	<=50K
8222	28	?	190303	Assoc-acdm	12	Never-married	?	Other-relative	White	Male	0	0	40	United-States	<=50K
21347	30	Private	196385	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	15024	0	35	United-States	>50K
1268	37	Private	387430	Some-college	10	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	37	United-States	<=50K
29583	47	Private	84790	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
12247	75	Private	187424	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	20	United-States	<=50K
18466	64	?	257790	HS-grad	9	Divorced	?	Unmarried	White	Female	0	0	38	United-States	<=50K
27920	23	Private	107882	Bachelors	13	Never-married	Adm-clerical	Own-child	White	Female	0	0	40	United-States	<=50K
18782	36	Private	185325	HS-grad	9	Never-married	Other-service	Own-child	White	Male	0	0	37	United-States	<=50K
9699	28	Private	109162	Masters	14	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	50	United-States	<=50K
19189	35	Private	172694	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	Black	Male	0	0	40	United-States	<=50K
19727	38	Private	152237	Bachelors	13	Never-married	Sales	Not-in-family	White	Male	0	0	45	?	>50K
28433	42	Private	198341	Masters	14	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	0	1902	55	India	>50K
5632	45	?	189564	Masters	14	Married-civ-spouse	?	Wife	White	Female	0	0	1	United-States	<=50K
2993	29	Private	100405	10th	6	Married-civ-spouse	Farming-fishing	Wife	Amer-Indian-Eskimo	Female	0	0	40	United-States	<=50K
25715	35	Local-gov	182570	Assoc-acdm	12	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	40	United-States	>50K
2007	24	Private	296045	7th-8th	4	Married-civ-spouse	Craft-repair	Husband	White	Male	2635	0	38	United-States	<=50K
22902	58	Private	41374	HS-grad	9	Widowed	Adm-clerical	Unmarried	Amer-Indian-Eskimo	Male	0	0	40	United-States	<=50K
27432	30	Private	35724	Prof-school	15	Married-civ-spouse	Prof-specialty	Wife	White	Female	0	0	45	United-States	>50K
10210	90	Self-emp-not-inc	282095	Some-college	10	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	40	United-States	<=50K
26483	49	Private	107682	Some-college	10	Divorced	Adm-clerical	Not-in-family	White	Female	0	0	38	United-States	<=50K
28520	29	Private	267989	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	45	United-States	<=50K
29055	43	Private	351576	Bachelors	13	Never-married	Sales	Not-in-family	White	Male	0	0	50	United-States	>50K
17519	41	Private	197093	Some-college	10	Never-married	Other-service	Not-in-family	Black	Male	0	0	20	United-States	<=50K
24652	27	Private	50132	Some-college	10	Divorced	Sales	Not-in-family	White	Male	0	0	50	United-States	<=50K
8030	34	Private	176469	Bachelors	13	Never-married	Sales	Not-in-family	White	Male	0	0	38	United-States	<=50K
6751	54	Self-emp-not-inc	269068	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	99999	0	50	Philippines	>50K
25518	43	Private	193882	Some-college	10	Never-married	Adm-clerical	Not-in-family	White	Male	0	0	55	United-States	<=50K
27420	61	Private	243283	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K
32247	44	Federal-gov	38434	Bachelors	13	Widowed	Exec-managerial	Unmarried	White	Female	0	0	40	United-States	>50K
11830	28	Private	331381	Bachelors	13	Never-married	Adm-clerical	Not-in-family	White	Male	0	0	40	United-States	<=50K
22301	42	State-gov	148316	Assoc-voc	11	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	40	United-States	>50K
29442	21	Private	200089	1st-4th	2	Married-civ-spouse	Other-service	Other-relative	White	Male	0	0	40	England	<=50K
26117	46	Private	63299	HS-grad	9	Married-civ-spouse	Other-service	Husband	White	Male	0	0	50	United-States	<=50K
21190	42	Local-gov	213019	Masters	14	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	40	United-States	>50K
26414	57	Self-emp-inc	376230	Masters	14	Married-civ-spouse	Sales	Husband	White	Male	99999	0	40	United-States	>50K
19272	26	Private	169121	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	48	United-States	>50K
7745	33	Private	198660	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	99999	0	56	United-States	>50K
22994	41	Private	294270	9th	5	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	35	United-States	<=50K
5158	47	Private	190139	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
5274	50	Private	343847	HS-grad	9	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	38	United-States	>50K
17509	36	Private	192614	HS-grad	9	Divorced	Machine-op-inspct	Not-in-family	White	Male	0	0	56	United-States	<=50K
22688	49	Private	87928	Assoc-voc	11	Married-civ-spouse	Craft-repair	Husband	White	Male	5013	0	40	United-States	<=50K
27	54	?	180211	Some-college	10	Married-civ-spouse	?	Husband	Asian-Pac-Islander	Male	0	0	60	South	>50K
11928	45	Private	249935	Bachelors	13	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	60	United-States	<=50K
7388	59	Private	193895	Some-college	10	Widowed	Adm-clerical	Not-in-family	White	Female	0	0	35	United-States	<=50K
20875	43	Private	110556	HS-grad	9	Separated	Exec-managerial	Unmarried	Black	Female	0	0	40	United-States	<=50K
6675	40	Private	193882	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	45	United-States	>50K
15818	55	Private	368727	Some-college	10	Divorced	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
6832	48	Private	304791	Some-college	10	Widowed	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
25003	39	Private	165848	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	50	United-States	<=50K
29981	54	Self-emp-inc	223752	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	7688	0	40	?	>50K
1545	27	Private	168107	Bachelors	13	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
8451	59	Self-emp-inc	255822	HS-grad	9	Divorced	Exec-managerial	Not-in-family	White	Male	0	0	60	United-States	<=50K
21420	17	Private	142964	11th	7	Never-married	Other-service	Own-child	White	Male	0	0	20	United-States	<=50K
104	29	Private	103432	HS-grad	9	Never-married	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
29188	48	Private	121253	Bachelors	13	Married-spouse-absent	Sales	Unmarried	White	Female	0	2472	70	United-States	>50K
11498	33	Private	54782	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	1579	42	United-States	<=50K
32116	56	Private	134153	10th	6	Married-civ-spouse	Adm-clerical	Husband	Black	Male	0	0	40	United-States	<=50K
30247	34	Private	180284	Some-college	10	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	50	United-States	<=50K
6017	39	Self-emp-not-inc	140752	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	50	United-States	>50K
32017	50	Private	99476	Masters	14	Divorced	Prof-specialty	Not-in-family	White	Female	0	0	35	United-States	<=50K
309	41	Self-emp-inc	34987	Some-college	10	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	54	United-States	>50K
17007	25	Private	195914	Some-college	10	Never-married	Sales	Own-child	Black	Female	3418	0	30	United-States	<=50K
30597	42	Local-gov	191149	Masters	14	Never-married	Prof-specialty	Unmarried	White	Female	0	0	40	United-States	<=50K
30786	43	Private	248186	Assoc-acdm	12	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	38	United-States	<=50K
15847	46	Local-gov	125457	Masters	14	Married-civ-spouse	Prof-specialty	Husband	Black	Male	0	0	38	United-States	>50K
19939	22	Private	46561	Assoc-voc	11	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K
19583	27	Local-gov	162973	Assoc-voc	11	Never-married	Protective-serv	Not-in-family	White	Male	0	0	56	United-States	<=50K
14688	17	?	303317	11th	7	Never-married	?	Own-child	White	Male	0	0	40	United-States	<=50K
8819	24	Private	207940	HS-grad	9	Married-civ-spouse	Other-service	Wife	White	Female	0	0	30	United-States	<=50K
22558	42	Private	68469	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
12593	36	Self-emp-not-inc	207202	10th	6	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	60	United-States	<=50K
12855	28	Private	132686	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	55	United-States	<=50K
28118	29	Private	151382	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	60	United-States	<=50K
24338	48	Private	174533	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K
31489	28	Local-gov	229223	Assoc-voc	11	Married-civ-spouse	Prof-specialty	Wife	White	Female	7688	0	36	United-States	>50K
23423	30	Private	19302	Some-college	10	Married-civ-spouse	Prof-specialty	Husband	White	Male	7688	0	40	United-States	>50K
19259	25	Self-emp-not-inc	191803	Assoc-acdm	12	Never-married	Sales	Not-in-family	White	Male	0	0	50	United-States	<=50K
1678	27	Federal-gov	128059	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	<=50K
24123	28	Private	312372	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	Black	Male	15024	0	40	United-States	>50K
2235	43	Private	160815	Assoc-voc	11	Divorced	Prof-specialty	Unmarried	White	Female	0	0	40	United-States	<=50K
4822	51	Private	182187	Bachelors	13	Never-married	Prof-specialty	Not-in-family	Black	Male	0	0	35	United-States	<=50K
7455	23	Private	528616	5th-6th	3	Married-civ-spouse	Other-service	Husband	White	Male	0	0	40	Mexico	<=50K
31858	35	Private	112264	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	50	United-States	<=50K
16161	31	Private	211880	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	<=50K
5862	66	Private	216856	Masters	14	Married-civ-spouse	Sales	Husband	White	Male	0	0	50	United-States	<=50K
14249	37	Private	172571	HS-grad	9	Divorced	Machine-op-inspct	Not-in-family	White	Male	0	0	40	United-States	<=50K
2371	61	Local-gov	192060	Bachelors	13	Separated	Prof-specialty	Not-in-family	White	Male	0	0	30	?	<=50K
20004	55	Private	194290	HS-grad	9	Divorced	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
21287	17	Private	121425	11th	7	Never-married	Adm-clerical	Own-child	White	Female	0	0	16	United-States	<=50K
10685	24	Private	100345	Bachelors	13	Never-married	Prof-specialty	Own-child	White	Male	0	0	20	United-States	<=50K
11083	49	Local-gov	193249	Assoc-acdm	12	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	<=50K
5856	35	Private	37314	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	5013	0	40	United-States	<=50K
13897	24	Private	193920	Masters	14	Never-married	Priv-house-serv	Not-in-family	White	Female	0	0	45	?	<=50K
15797	21	Private	211013	9th	5	Never-married	Other-service	Own-child	White	Female	0	0	50	Mexico	<=50K
