	content	label
9599	always thinking about your ass arentcha? :)	0
2643	I don&apos;t like you ugly ass hoe. I bet your LESBAIN. You look like it. I bet when you older I&apos;ll see you in a anonymous porn ad. BTW I heard you stuff your bra...Hahahhaaaa No boobs!r	1
15200	Zombie 4sho!	0
2203	the punk ass pistons?	1
17535	heyllo.(:	0
416	my programs is telling me the same damn thing. WTH!?!	1
14861	guess	0
17143	If Uranus had earthquakes would they be called Uranusquakes	0
15859	hmm..illegal huh? r Yes. Ive gotten 2 dui's in the same year before I learned its not a good idea to drink and drive. I've smoked green. And shroomies are my favorite. though I do not do drugs anymore. r Dont judge meee :( haha	0
17421	Yes I would(:	0
9057	just put your phone on dilent or turn tweets off  damn yo	0
16194	kuz dea claimed iHit sum female wid a trash can	0
926	fuck you	1
18878	On a scale of 1-10 (10 being the highest obviously) how outgoing are you?	0
9417	Your chappy is fucking gorgeous inside and out  by the way. And thanks for the nod in the acknowledgments! Fucking beautiful!	0
15875	white. i hate it. we have no choice. were in an apartment	0
2519	Answer your questions biatchh!! :L	1
4683	yeah it really sucks I need to manage my time better I guess or maybe I should party haha. Oh well. C'est la vie I guess.	1
16518	Nahhhhh just when its like get a room suckin face all over the place touchy public kissing hah	0
14874	I believe both are good :) i had an awesome elaborate answer to this but formspring didnt make it show up so that is all.	0
7044	grrr I hate that. I have an ex-friend who only gets in touch when they have something great to tell me about themselves... o_0	1
10970	well I need The.Perfect.Dog. b/c the kids want one and I hate cleaning up after them. Not a big dog fan!	0
7229	With the departure of the Sonics  I've adopted them as my squad. I still fuck w/ CP3 and the Hornets  but I gotta go Pacific NW.	1
13533	Maybe that is the prize  eh? I mean in a circus that capability could command big bucks...side show freak makes good? ;)	0
4369	He doesn't seem clueless to me. He seems sweet and cute and witty and eloquent and charming. *swoon* Damn the luck.	1
1462	BOOO!!! We missed out on date night. I hate the Tinder Box.	1
7378	thanks. i know i hate it to  but it also makes me happy to see ppl that care. you made me smile  so good job :D	1
13967	I agree. There are a lot of pregnant women and babies being born these days. I love kids  but I'm damn scared of labor!	0
11525	I stand corrected.  Actually that is why I live in Michigan.  I'm a fat old guy and can't stand the heat ;)	0
18417	<3 hahahahhahah thakssssssssssssss	0
16071	So tell me  if you came up on a dead corpse...what would you do?	0
4355	I'm gay and I'm pregnant gak mungkin berhasil. This guy is persistent. Gmn ya. Can I just simply ignore his msgs??? :-D	1
9309	No  I just don't give a damn anymore.	0
1982	the only show more thug is the nigga who be in the woods eating beetles and drinking his piss! that niggas GANGSTA!	1
2089	WOW YOUR A BAD ASS... HAHA	1
13241	thats what you get for being fat :)	0
1907	wait until you have a final cut on your documentary before the sex change.  You don't want to fuck up continuity.	1
16319	why don&;t u answer ur phone?	0
656	wow  bang bros was the ish...haven't watched it for a while tho! :). damn  now I wanna see that! LOL	1
6147	Love hate?	1
13359	"FUCK! Good one!! Staying with TC  Maverick & Goose singing ""Lost that loving feeling"" Oh my  that HAS to be top 3..."	0
16914	Are you a morning or night person?	0
5391	u got me lemming for some laneige whitening shit! ive been breakin out lately n i need somethin to whiten my damn acne scars bleh	1
332	well damn we should have had a tweet up. I was at Kona last night as well.	1
14607	yep	0
4607	but you know what i hate ? the comments that are anonymous that i can't figure out who they are.	1
16040	Do you dance in the shower?	0
10372	this should have ended months ago  sucks.	0
2810	No honestly your really immature :)	1
475	I HATE YOU!	1
4007	Ugh. Probably the same brain-deficient retard who stole my name on Youtube  Gaia  and all the faggy sites. How old is she?	1
13604	hey there  it's Mike aka FFF (Christy Canyon nickname 4 me-future florida fuck) A true pleasure 2 talk 2 u on air 2night.	0
953	totally agree dude. Pushed carts at Safeway for 2yrs in hs  people are fucking retarded	1
2469	WTF emo ass lookin bitch &gt;&lt; *sigh*	1
3711	i hate you	1
6129	Damn homie...I've got a comfy ass couch at my spot & zimbabwe that puts NYC to shame...You should have hit me up...	1
2096	uh uh u fucking bitch. haha dont take any coats  skinny jeans  slippers  gloves  bomber hats  or scarves.	1
9422	eep. That sucks when good wine goes bad.	0
14751	maybe ?	0
597	- Nazi and Facist... I could you call you a commie pig  but that's not very gentleman-like #Gaza	1
17093	Blue Bear  or Purple Penguin?	0
1354	http://twitpic.com/pyb6 - is a very naughty panda  always has her ass up in the air.	1
11257	"don't ignore them  that'd be rude. send them obcene replies like  ""your mother sucks cocks in hell."" (C) the exorcist"	0
14976	Have you been in a serious fight?	0
1722	might install now that you've acted as my guinea pig :D	1
14740	how long have you gone with out bathing?	0
10283	ooooh! Don't make me come out there now! Whatchoo know about silk's freak me? Nah wait...you need to lose control first	0
17449	whats my birthstone?	0
14042	because your supposed to look up and be aware something is going to potentially hit you in the head..therefore i do look up just quickly and aware!! you should do the same. think about it! :)	0
18698	have you ever gotten into a fight?	0
2766	Remember that gurl u fight last year?	1
10578	i hate planes...just try to sleep. Have a safe trip!	0
3544	Kurt you're on the most watched tv station in central Ohio  your ass should be #1 already LOL. I'm just cooler than you!	1
2536	Do you want me to rain on their parade? Sure hate ignorant Texans who believe that being from Texas gives them the right to act like low level scum suckers. The need to live in the real world and pull their head out of that dark place they have it shoved.	1
4270	yeah  it sucks. 6 yrs down here & realizing we dont get snow. just ice. and nobody can drive in rain  let alone ice	1
8197	*gasp* I may have to terminate our intarwebz friendship because you hate Anne. *cries* ;)	0
14538	*RAWR*?	0
18451	What&;s the number one thing you want to achieve in your life?	0
12163	back at ya Jackie!  Have a fantastic remainder of 2008 and a kick ass 2009!	0
15116	If a doctor suddenly had a heart attack while doing surgery  would the other doctors work on the doctor or the patient?	0
17662	Are you a morning or night person?	0
12205	And the editing sucks. You can't tell who is fighting who!	0
2467	Ok is it gay day today? or are those some cute azn girl socks u sexed	1
3523	cont. and you must RT EVERY LITTLE THING someone says  then DAMN do I feel SORRY for you and your friends.	1
10484	the snow storm you're having could possibly be the same one we had Friday it was horrible like 20-30cm of snow. I hate metrics	0
14413	Yes. Karma? :) its always there. so be nice!	0
11633	I hate you... but also loves you for giving me something to dream about tonight. ;-)	0
13365	Pittsburgh needs to stop exporting all the CMU grads out to Cali. Damn Cali  w/ their great tech jobs  nice tans & fake boobs!!	0
3230	Fuck you  McGaffigan. I WANT TO GO. NAO!	1
16547	Are you a sore loser?	0
10711	that sucks...there are however some decent comic shops in dallas. and MANY half-price books. mecca for cheap trades.	0
5817	Yes  there is definitely an element of Bush fatigue in all this. Can't wait 'til we can ship his ass back to Texas.	1
1849	you can fuck right off about that hoodie thieving comment	1
5321	you got that right! People stealing others' generators  & other stuff inside the homes when they know no one's home..sucks big time	1
15370	Lol you!(:	0
5368	we are so silly and pathetic and so fucking cool! You tellin me you choking made me choke! And I am sitting next to some girl w ...	1
5203	fuck you haha	1
14692	Do you own anything that involves with Betty boop?	0
3748	my bleeping employment agency f***ed up my pay *again*. Didn't come on 24 Dec. Now have to wait until 2 Jan. I hate temping	1
7328	hate you so much	1
12280	my hubby says no - he (freak) likes poodles. I like australian shepherds. So we're stuck w/ a mutt. But thx for the lead!	0
12841	congratz! i heart unapologetic sexy ass ghetto fabulous bitches!	0
13178	- welcome to frisco on new years....damn crazy!	0
17107	tim.&amp; i dont think men are hot.	0
11269	Man that sucks.Sorry to hear hope all goes well	0
4043	I especially hate it when they make me lift up my feet to sweep under my desk. Sigh.	1
1443	omg who sent you a fuck you letter??	1
13935	fuck @TheWhiteHouse  you need to come sit on Big Daddy Bernanke's lap and tell me how much money to print for you...	0
13517	http://twitpic.com/uzdf - that looks fucking sweet!!!	0
1169	how did you meet dad BITCH!	1
13530	hey...jus saw ur itinerary ....pretty busy schedule... will definitely cum out dere...werever in mumbai u cum...2 meet  ...	0
2754	ew VVVVVVV	1
2697	..are you? all you can say lmfaoo. well  your fake everyone knows it  no need to go on about it(: sayoonarra<3	1
1560	like  you build a tolerance to drugs  don't you? or is this just me being dumb cause it's fucking four a.m.	1
3867	he's a total loser spending his last howard stern money on internet sex	1
18241	Nope. Actually the science books with the weight chart says im obeist for my hieght  but they're crazy if I lost weight according to what I &quot;should be&quot; i'd be skin and bones! I like a little fat on me hahaha	0
955	"Reminds me of another apt metaphor (Northerners say ""fuck you"" to mean ""how nice""; Southerners say ""how nice"" to mean ""fuck you"")."	1
8007	Damn we keep missing each other!	0
1109	I AM SO UPSET RIGHT NOW IRL  GODDAMN YOU. I AM KEEPING HIM TIED TO THE BED AT NIGHT FROM NOW ON  FUCK YOU AND DAVROS.	1
9136	wow That sucks. when i was in jersey our hotel had free wirelss	0
13388	Could be worse you could be stuck in a nasty ass truck stop right? lets hope you get something tomorrow huh?	0
396	it's one thing if it's my friends using it on me  but I hate when 23 year olds message me on OKC and call me that or Older woman	1
10130	Sylar/Peter? FUCK YEAH :P Us in the middle?	0
2968	Doh! dont you hate it when that happens  I keep meaning to take a backup myself	1
7184	losing winter insulation is one of the horrific side effects of Biggest Loser that nobody warns you about. It's brutal!	1
446	thats the only set back  and its a bitch to send ish back	1
7289	uh uh u fucking bitch. haha dont take any coats  skinny jeans  slippers  gloves  bomber hats  or scarves.	1
6820	Aah! I actually hate you!	1
4766	fuck yeah!!	1
15943	Have you ever seen or enjoyed watching the O.C.?	0
9826	that sux... they be givin out fat vouchers tho when that happens	0
1191	damn that's fucked up Hawthorne is out of the way	1
10386	we lose perspective living around so many fit austinites. I freak every time im in htown b/c of all the public smokers.	0
4708	oh  i am fine. But she will not be if she doesn't shut her fat fucking mouth.	1
3963	dude that sucks. On NYE nonetheless. Got a sore throat myself  hoping it's not strep. :-(	1
8118	Your computer gave my computer an STD! Your computer is a whore!	0
7016	I'm jealous - I get all emo when I lack the season of all natures  sleep. :-)	1
2591	I fucking hope you move you bitch!!!!	1
9825	people hate on Cody for no fucking reason  it seems. I don't know why.	0
369	Oh I know. It doesn't hurt to have one of the richest woman in the world actually hate you. Elvis had the Memphis Mafia. Oprah...	1
11592	Yea  the weather sucks. And is only gonna get worse over the next two months.You're tempted to just get back on the plane? :P	0
8702	DAMN.  and I'm in Palm Springs for the holidays  go figure. Where will you post  Steve  when you get a few?	0
16640	idk dude. why do you call so much haha	0
15189	is your room messy or super neat?	0
19467	NOT AT ALL	0
10961	TOTAL DICK. Cell phone	0
4604	whiterabbit819 stFu u ass i care and thats all that matters!	1
5002	I hate chris	1
11285	Last time I was on a train was in Europe in 2001  but damn if I don't think of Hogwart's Express every time I think of them now	0
6158	haha naw pink fuck that! You just know what you want  and I feel you. whoo-hoo! lmao!!	1
6977	so do i! especially rocket. I hate celery though	1
662	Ohhhh  jeez. That sucks... I hope she gets well!	1
11131	I think they can with a kick ass stereo.;)	0
17288	Are yuh single and ready 2 mingle?!	0
5293	Gay fag.	1
2003	xD! i know. hmm ....i wonder how it feels like to fuck bingo  hard .....hmmmm  i guss i'll never know D':	1
11627	True. We all loved David Wells. And let's face it  CC makes me look thinner. Ummm  well  not as fat.	0
15031	yes.	0
9644	Yup. Three years is a long ass time. I'm just going through documents and stuff  debating what to keep.	0
10722	I hate when my internet connection messes up.  I am glad yours is working better now. :-)	0
3031	Pretty much  but now there will be less AIM errors! Weeeee  you can see that I don't type like a retard!	1
15762	What&;s your favorite movie quote?	0
15942	Too cutee(: i lovee youu too hunny<3 anywhoo  who might this be?	0
1622	Oh  I would hate that too.  Three apps? That would barely get me started.	1
6441	Ah  so it was tough to hear about over and over... That sucks man. Sure its been tough.	1
11373	remind me to tell you about screaming at our fat naked neighbor at our old place.	0
14028	What sitcom character reminds you of you?	0
2620	Besides  the chick who&;s starting shit won&;t back it up and isn&;t even saying who SHE is.	1
1456	Stop getting so damn skinny and maybe your pants will fit! =P	1
5402	it was a joke haha. i figured id be emo too since everyone is complaining on here	1
1511	damn man kn frnd e	1
14354	the type of tomato used :P	0
7828	aww damn!  I think we need to kick him out the league!  LOL	0
2267	http://twitpic.com/vhtp - LOOOOOOL HATE!!!!!!	1
9033	O'Malley  our cat  drank them all. Hmm  maybe HE is the culprit. Damn cat has the gift of gab AND Leprechaun beer. For shame!	0
16708	What has caused you the most physical pain?	0
19405	Nahhhh they're kinda neat to watch.	0
2659	kaydoll is bettaa than rhubinathy cuss she will suck my dick and the othe fat hoe wont and i luv it my sluts	1
2327	damn straight	1
6017	that's weird  because I hate them the second time I see them.  First time is ok but they get old quick.	1
640	i got the 8330 bigger keyboard I got fat thumbs	1
2414	it is. Hate that LOL	1
6470	yeah. subconscious sucks sometimes. always telling me what I'm doing is wrong. Most of the time it's not. :)	1
17641	yes. raccoon. and i freaked. it was coming onto the expressway. only thing ive ever hit and plan on hitting. haha	0
19025	What is the craziest thing you want to do?	0
19769	ahahaha!!!(: It wuzz funn!(: lmao<3	0
889	fuck Dreamhost. that is all.	1
11834	"Should have read ""Don&#8217;t forget to enter my contest"". But it chopped off the ""est"". What a whore...LOL"	0
6622	@Kimber_Regator You guys are in the same fucking house and using twitter to talk.	1
942	women lie too. I know a bitch who was pimping herself out on craigslist. Yes  craigslist. I didn't believe it till that email.	1
6281	it's called shitty ass fuck shit sir	1
6654	mussels? or muscles. Damn web-people.	1
18641	nahhhh. you cant help your lungs are only as strong as god made them	0
5470	I do  but I'm an American. Hence  I'm a pussy.	1
14214	How did your parents ever explain to you how babies were made? Did they give the bees &amp; flowers speech or said the whole truth?	0
13064	damn cat....who does he think he is LOL	0
2248	Also  you are not Canadian  fuck.	1
1631	Damn fam... if I was  a hater I'd be jealous... lol	1
18540	Only if i've had a bad day.	0
5248	i would hate that too. :(	1
19110	what was the last gift you gave?	0
8486	uh well  that sucks. you should complain..j/k.	0
429	Fuck you  McGaffigan. I WANT TO GO. NAO!	1
7199	as much as i hate auto-DM's  i also check out links if they're music related.	1
6553	Damn I also like Ferrero Rocher dark chocolate version.  They induce the zits on my chin :'(	1
2880	oh god  we have an icp display in our window  and weve been getting so many fucking juggalos and they smell sooo bad.	1
16741	what song best describes you?	0
17810	Do you own slippers?	0
5123	aw that sucks.	1
19673	What&;s the nicest thing someone&;s ever done for you?	0
7307	ur a huge loser did u know that? lol	1
11650	Twerp is a word that needs to make a comeback.	0
11156	btw you rock for the damn near 18 hours of wrestling you sent to my house	0
13766	"and add a ""tweet this"" button to share the trend results... Damn  there are dozen of things that have been done here for 2009 :-)"	0
16861	yes.	0
2590	:3 wow ashleeee your fakes amuse me lmao  okay  you are retarded to keep this page upp :]	1
8405	oh  fuck yes!  that's awesomes!	0
4366	what the fuck do you have to apologize for??	1
1539	damn your hardcore! My legs are complaining from the simple long walk I went on yesterday. I've neglected them over the winter!	1
1149	argh fucking motherfuckers!!!!='(((( I can't believe it dude the place is legendary...how dare they..	1
3612	I hate 2 sound like a nigga but...will there be food? Lol	1
1602	Well  I would  but once Christmas is over  it kinda sucks the life outta the Santa hat thing...	1
2228	ah damn.	1
10784	Ohhh I hate when that happens... but it's so worth it if it was a great party ;)	0
3314	Im glad to meet someone with similar FREAK gifts to me.  haha	1
1192	And boycott that fucking bar if they don't carry it!	1
4953	the punk ass pistons?	1
16317	what your fave colour?	0
515	omg omg omg! finally the shoes r coming out yay yay I want them so so so SO BAD! =) fuck cancer! =) this literary made my day	1
4875	damn u i wanted to see sexy lesbian porn lmao	1
14502	Hmmm fruit!! :) any kind of fruit.	0
7452	get your ass here !!!	1
11281	damn straight i am.	0
2123	That was fucking hilarious... WIN	1
10075	because you HATE ME! I thought the 50% off sticker was a nice touch. (:	0
16096	Who&;s the most overrated actor?	0
9890	Oh yes I did... I can't stand to see OSU blow it ever year.  I hate the BCS and it just goes to show what happens.	0
14835	I lovee youu<33	0
1282	Damn  tough call  but I'd have to say toddlers.	1
5280	the hormones are worse for guys.  I cant tell you how much I truly hate the thoughts that go through my head.	1
7615	fat guys are immoral  there should be a proposition to keep them from marrying  VOTE YES	1
8079	lulz.  Life sucks today.  No happy people (authentically happy  at least) or Aveda to visit.  Jay's cousin is here though..yay?	0
6946	HAPPY FUCKING BDAY YOU OLD MAN!!!!!! &lt;3333333333 CELEBRATE TONIGHT WITH A TALL COLD ONE :) wooo!	1
16804	they used to be and i like them to be that way but any more with timothy in my life they arent	0
1099	Blow it out your rank ass  cunt face cock-choking bonsai whore beast. LET IT SNOW  LET IT SNOW  LETITSNOW.	1
2852	*falls off of bed laughing fabulous ass off* Dude I think that made me BLUSH. WTF? LOL?	1
13665	well damn I hear ya.yea kill that now if u feel like it may be a even bigger probelm down the line.	0
1855	y'all are so fucking classy. miss you!	1
1229	now who's the fucking hipster?As if you not dig Kanye! @dianor heyyy how you doin' @noarmsjames the man has great beats+lyrics	1
5926	will ferrell can suck my dick. go on yim!!!	1
5220	suck my cock  bitch. i am allowed to be scared of whatever i want. *z snap*	1
11212	"http://dznr.org/87pa &lt;- ass bumped the ""What the heck is Unsanity doing?""-thread from march..."	0
6119	fuck you	1
2718	your still gay and a bitch haha	1
3423	AH! i was too! I hated that bitch. I want Bob or Sugar to win:)	1
11997	damn  je hebt me door	0
12613	I couldn't agree more! love winter clothes  hate the dry hands.	0
3442	Seriously! 'Oh Great  a giant American flag! WTF are we supposed to do with it? Fuck it  send it to Price is Right'	1
7544	I will super hero my ass out there and blow the tire up myself!!!	1
5633	@lastlee...that movie was good...not boring...very gay....but equally good	1
3879	i used to have night shift @ IBM..... but alas without fucking.....	1
10209	you will do fine. good luck. go kick some ass!	0
754	PETA is an ass in the article  D. Big time.	1
4785	@Heylin1234 oooh shit i forgot what i was gonna tell y'all -_O UMMM oopsie...ugh i hate my short term memory	1
13940	i have to do a list  still. BUT I got the damn design done  finally. Merry Exmas!	0
7440	it's the damn music  ugh  terrible!	1
10746	You should check this post out: What to designers hate about people in their field: http://bit.ly/F8Ld	0
13930	I have to edit comments all the time - for some really strange reason I get all this hate mail on my blog WTF LOLZ!!!1!	0
8143	I was a Firefox addict  but then FF3 started to crash on my Vista machine at work like a bitch so I decided to abandon it....	0
244	Well  that's upsetting. We can party it up over here. Jack's ass is quite enjoyable thank you	1
805	you are such a whore LOL	1
4149	....you gone wind up fucking her (is that what u wanna do  shawty)	1
843	Pains in the ass cause that twitch!!! I am telling ya	1
5619	Yeh  but every nerd like to think he/she is devastatingly good-looking  as revenge on those who snubbed them. Trust me  I kno	1
2465	you mean we chatted about how I wish I were a gay man??	1
6808	yeah my son works at Barnes N Nobles...played the mamma mia soundtrack overNover- they all hate it now but sing and dance along!	1
17624	I dont really get embarrassed much. It takes a lot. and i mean a lot. lol I just dont care really what people think and i like to make people laugh so it works in my favor :]r r But i would have to say  for most people...they would find this embarrassing. I was on a family vaca Woowhoo in the smokies  and we stopped on the side of the road to hang out in a creek and i sooo had to take a crap. We were nowhere close to anything and I did in the woods on the side of the road. And of course people pulled right infront of my parents mini and got out to come down in the creek too. I dont think anyone saw me but that was potentially embarrassing. haha My family found it hilarious.	0
1032	no wonder you laughin'  i'm supposed to stay away from yo' ass.	1
3163	Are we going to see an appearance of the 'fuck me' boots? :P	1
11203	my site doesnt hate iphones  it just prefers to not be seen with them in public :-)  Will check/fix over my holidays. Thx	0
1764	guess who made a fucking surprise in my dreams last night you butthead!!! thanks to you Martha Stewert loves my dreams! baaah	1
19476	So who is it that you like?	0
8106	that's a shame. It's damn good.	0
11379	Damn the consequences.	0
19257	Awee'  your gonna hand it too mee? Lol	0
16670	I don't have one anymore i deleted it	0
3301	@KitchenGirlJo what's the fail whale?	1
15018	If you could change something about yourself  what would you change and why?	0
663	I don't have a damn clue what you're talking about. I'm just now on Better Halves.	1
4947	Go back to your pork fat radio!	1
17979	hiiii im tabiiii	0
7894	he was yelling at me that golden axe sucks  I have to play castle crashers. Which is the same game but newer.	0
17794	veryy intelligent :]	0
1303	I meant ready 2 fuck:) lol Hope u have something wild and freaky in mind. I'm bored :)	1
2345	jealousy makes me hate you now hahaha	1
7988	le gasp! I'm so jealous  I fucking love NY!	0
15407	;) Umm.. A walk to remember! or The Last song! Ugh theirs ALOT! haha hbu!	0
6833	weird.... Nick are you going emo??????	1
18425	Where do you wish to live?	0
13981	Dude  I've given up. After a girl who didn't want kids getting pissed at me when I got pissed at a pregnancy scare. Fuck 'em.	0
1698	Ew :( That sucks! I'm sorry.	1
5612	Funny I always thought Job Security is dependent to how much ass you can kiss? (wait I guess they are one of the same if you think..)	1
270	You done started something! Got me all nostalgic and shit KNOWING good and damn well I got work to do...LOL	1
5634	fuck u and ur early screenings...jealous...prepare for tuesday mash...im coming with woody to freebirds/mash	1
73	another downside to living in DSM but working in Indianola:  lunch meetups are usually not possible. :( damn isolation!!!	1
7843	it's pretty bad ass YO!! and the guys that run it kick ass too	0
1070	"There are two types of people in the world: those using ""lol"" ironically  and those that are fucking twats who deserve to die."	1
6816	I don't believe in a lot of specialty kitchen gadgets  but I cling to my potato ricer and my popover pan. Carb freak? :)	1
16228	ohkay	0
4205	Oh it's pretty much public knowledge that I hate shaving my legs. Or at least it is now.	1
10900	ha yes the $$ part would definitely be a big help! Don't you hate that?!	0
884	oic but what do you want sir? Did I get you a book on conspiracies and shit already? Yes I did hmmmm fuck thinks	1
5636	well if they hate you  are they still considered a fan?	1
4836	and the beamer was underwhelming.  had all kinds of issues with the on-board computer.  nothing major. just enought to piss me off	1
4637	oh that sucks! apply for targets/walmarts	1
2197	Go back to your pork fat radio!	1
14752	whats your favorite holiday?	0
1757	i hope theirs LOTS of cursing in that video... oh wait we cant fucking curse ANYMORE baaaaahhhhh DAM THEM	1
16817	When you looked at yourself in the mirror today  what was the first thing you thought?	0
13003	You can come entertain me. I don't have class til 11 tomorrow. And I am almost done with this damn paper.	0
4225	that sucks man...	1
13163	Or the person who asked me who I had to fuck to become a FetLife greeter. LOL!	0
2447	That sounds like Charter.  I hate Charter.	1
5224	I hate it SO SO SO MUCH.	1
18717	Are you one of those people that doesnu2019t like chocolate?	0
7865	it's cuz twinkle sucks :)	0
12870	damn I said happy new day lmaooo my druunk ass happy new years	0
5003	u know what................. ima put jourdan on your ass.	1
